Mark,WIND,Competitor,DOB,Nat,Venue,Date,Event,Age,Gender,is_indoor
14.12,+1.1,Małgorzata TRYBAŃSKA,1981-06-21,POL,Płonsk (POL),2011-05-29,triple jump,29,F,0
14.12,+0.5,Snežana VUKMIROVIČ,1982-08-19,SLO,Celje (SLO),2011-06-08,triple jump,28,F,0
14.12,+1.4,Valeriya ZAVYALOVA,1988-01-16,RUS,Cheboksary (RUS),2011-07-24,triple jump,23,F,0
14.12,+2.5,Nathalie MARIE-NELY,1986-11-24,FRA,"Crystal Palace, London (GBR)",2011-08-05,triple jump,24,F,0
14.12,+1.4,Gisele LIMA DE OLIVEIRA,1980-08-01,BRA,São Paulo (BRA),2011-08-26,triple jump,31,F,0
14.12,+0.2,Baya RAHOULI,1979-07-27,ALG,"DS, Daegu (KOR)",2011-09-01,triple jump,32,F,0
14.12,-0.1,Nataliya YASTREBOVA,1984-10-12,UKR,"DS, Daegu (KOR)",2011-09-01,triple jump,26,F,0
14.12,0.0,Yarianna MARTÍNEZ,1984-09-20,CUB,La Habana (CUB),2012-02-10,triple jump,27,F,0
14.12,0.0,Cristina-Ioana BUJIN,1988-04-12,ROU,Bucureşti (ROU) (i),2012-02-24,triple jump,23,F,1
14.12,-0.3,Keila COSTA,1983-02-06,BRA,"Icahn Stadium, New York, NY (USA)",2012-06-09,triple jump,29,F,0
14.12,+1.7,Ayanna ALEXANDER,1982-07-20,TTO,"New York, NY (USA)",2012-06-10,triple jump,29,F,0
14.12,+1.1,Ruslana TSYKHOTSKA,1986-03-23,UKR,Yalta (UKR),2012-06-14,triple jump,26,F,0
14.12,-0.2,Yargelis SAVIGNE,1984-11-13,CUB,"Olympic Stadium, London (GBR)",2012-08-05,triple jump,27,F,0
14.12,-0.9,Jenny ELBE,1990-04-18,GER,Garbsen (GER),2013-05-19,triple jump,23,F,0
14.12,+0.7,Athanasia PERRA,1983-02-02,GRE,Patra (GRE),2013-06-12,triple jump,30,F,0
14.12,+2.1,Valeriya ZAVYALOVA,1988-01-16,RUS,Yerino (RUS),2013-06-16,triple jump,25,F,0
14.12,-0.6,Carmen Cristina TOMA,1989-03-28,ROU,"Sports Park Mladost, Zagreb (CRO)",2013-09-03,triple jump,24,F,0
14.12,-1.9,Huy Hoa TRAN,1991-08-08,VIE,Naypiydaw (MYA),2013-12-17,triple jump,22,F,0
14.12,-0.9,Dailenys ALCÁNTARA,1991-08-10,CUB,La Habana (CUB),2014-02-01,triple jump,22,F,0
14.12,0.0,Josleidy RIBALTA,1990-05-02,CUB,La Habana (CUB),2014-02-15,triple jump,23,F,0
14.12,0.0,Liuba Maria ZALDÍVAR,1993-04-05,CUB,La Habana (CUB),2014-02-21,triple jump,20,F,0
14.12,+1.9,Mabel GAY,1983-05-05,CUB,Bilbao (ESP),2014-06-21,triple jump,31,F,0
14.12,+2.9,Anna JAGACIAK,1990-02-10,POL,"Stade Senghor, Dakar (SEN)",2015-05-23,triple jump,25,F,0
14.12,+1.2,Kseniya DZIATSUK,1986-04-23,BLR,Minsk (BLR),2015-06-06,triple jump,29,F,0
14.12,-0.2,Yekaterina KONEVA,1988-09-25,RUS,"National Stadium, Beijing (CHN)",2015-08-22,triple jump,26,F,0
14.12,0.0,Jeanine ASSANI ISSOUF,1992-08-17,FRA,"National Stadium, Beijing (CHN)",2015-08-24,triple jump,23,F,0
14.12,0.0,Jenny ELBE,1990-04-18,GER,Düsseldorf (GER) (i),2016-02-03,triple jump,25,F,1
14.12,0.0,Paraskevi PAPACHRISTOU,1989-04-17,GRE,Pireaus (GRE) (i),2016-02-14,triple jump,26,F,1
14.12,0.0,Jenny ELBE,1990-04-18,GER,Chemnitz (GER) (i),2016-02-20,triple jump,25,F,1
14.12,0.0,Keturah ORJI,1996-03-05,USA,"Birmingham, AL (USA) (i)",2016-03-12,triple jump,20,F,1
14.12,-0.8,Susana COSTA,1984-09-22,POR,"Estádio Olímpico, Rio de Janeiro (BRA)",2016-08-13,triple jump,31,F,0
14.12,+0.6,Susana COSTA,1984-09-22,POR,"Estádio Olímpico, Rio de Janeiro (BRA)",2016-08-14,triple jump,31,F,0
14.12,0.0,Andreea PANȚUROIU,1995-02-24,ROU,Bucureşti (ROU) (i),2017-02-18,triple jump,21,F,1
14.12,0.0,Paraskevi PAPACHRISTOU,1989-04-17,GRE,"Kombank Arena, Beograd (SRB) (i)",2017-03-03,triple jump,27,F,1
14.12,0.0,Jenny ELBE,1990-04-18,GER,"Kombank Arena, Beograd (SRB) (i)",2017-03-04,triple jump,26,F,1
14.12,+1.0,Andreea PANȚUROIU,1995-02-24,ROU,Huelva (ESP),2017-06-14,triple jump,22,F,0
14.12,+0.8,Patrícia MAMONA,1988-11-21,POR,Maia (POR),2017-07-08,triple jump,28,F,0
14.12,-0.6,Olga RYPAKOVA,1984-11-30,KAZ,"Stade Louis II, Monaco (MON)",2017-07-21,triple jump,32,F,0
14.12,+1.1,Patrícia MAMONA,1988-11-21,POR,Leiria (POR),2017-07-23,triple jump,28,F,0
14.12,+0.1,Patrícia MAMONA,1988-11-21,POR,"Olympic Stadium, London (GBR)",2017-08-07,triple jump,28,F,0
14.12,+2.1,Olga RYPAKOVA,1984-11-30,KAZ,"Bislett Stadion, Oslo (NOR)",2018-06-07,triple jump,33,F,0
14.12,+1.1,Jeanine ASSANI ISSOUF,1992-08-17,FRA,Albi (FRA),2018-07-07,triple jump,25,F,0
14.12,-0.8,Ana Lucia JOSE TIMA,1989-10-10,DOM,"CNDA, Bragança Paulista (BRA)",2018-07-08,triple jump,28,F,0
14.12,+0.2,Jeanine ASSANI ISSOUF,1992-08-17,FRA,"Olympiastadion, Berlin (GER)",2018-08-10,triple jump,25,F,0
14.12,+0.5,Andreea PANȚUROIU,1995-02-24,ROU,"Khalifa International Stadium, Doha (QAT)",2019-10-03,triple jump,24,F,0
14.12,0.0,Kimberly WILLIAMS,1988-11-03,JAM,"Clemson Indoor Track & Field Complex, Clemson, SC (USA) (i)",2020-02-15,triple jump,31,F,1
14.12,+0.1,Spyridoula KARYDI,2001-01-30,GRE,"Grigoris Lambrakis Stadium, Kallithea, Athina (GRE)",2020-07-22,triple jump,19,F,0
14.12,+1.2,Kristiina MÄKELÄ,1992-11-20,FIN,"Paavo Nurmen Stadion, Turku (FIN)",2020-08-11,triple jump,27,F,0
14.12,0.0,Neele ECKHARDT-NOACK,1992-07-02,GER,"Arena, Toruń (POL) (i)",2021-03-06,triple jump,28,F,1
14.12,+0.5,Rouguy DIALLO,1995-02-05,FRA,"Stadion Śląski, Chorzów (POL)",2021-05-29,triple jump,26,F,0
14.12,+1.6,Spyridoula KARYDI,2001-01-30,GRE,"Atletski stadion, Smederevo (SRB)",2021-06-26,triple jump,20,F,0
14.12,+2.1,Susana COSTA,1984-09-22,POR,"Estádio José Vieira de Carvalho, Maia (POR)",2021-06-27,triple jump,36,F,0
14.12,0.0,Patrícia MAMONA,1988-11-21,POR,"Expocentro, Pombal (POR) (i)",2022-02-27,triple jump,33,F,1
14.12,0.0,Thea LAFOND,1994-04-05,DMA,"AccorHotels Arena de Bercy, Paris (FRA) (i)",2022-03-06,triple jump,27,F,1
14.12,0.0,Neele ECKHARDT-NOACK,1992-07-02,GER,"Erika-Fisch-Stadion, Hannover (GER)",2022-05-14,triple jump,29,F,0
14.12,+0.2,Neele ECKHARDT-NOACK,1992-07-02,GER,"Jahnstadion, Osterode (GER)",2022-06-03,triple jump,29,F,0
14.12,-3.1,Kristiina MÄKELÄ,1992-11-20,FIN,"Urheilukenttä, Orimattila (FIN)",2022-06-22,triple jump,29,F,0
14.12,+4.1,Yekaterina SARIYEVA,1995-12-18,AZE,"Athletics Stadium, Konya (TUR)",2022-08-11,triple jump,26,F,0
14.12,-0.2,Kimberly WILLIAMS,1988-11-03,JAM,"Stade Olympique de la Pontaise, Lausanne (SUI)",2022-08-26,triple jump,33,F,0
14.12,+1.8,Dariya DERKACH,1993-03-27,ITA,"Stadio Colbachini, Padova (ITA)",2022-09-04,triple jump,29,F,0
14.12,0.0,Tuğba DANIŞMAZ,1999-09-01,TUR,"Halle Michel d'Ornano, Mondeville (FRA) (i)",2023-02-08,triple jump,23,F,1
14.12,0.0,Dariya DERKACH,1993-03-27,ITA,"Palaindoor Ancona, Ancona (ITA) (i)",2023-02-19,triple jump,29,F,1
14.12,+0.5,Ruth USORO,1997-10-08,NGR,"Terry & Linda Fuller T&F Complex, Lubbock, TX (USA)",2023-04-29,triple jump,25,F,0
14.12,+1.7,Adrianna LASKOWSKA,1996-03-02,POL,"Golęcin Stadion, Poznan (POL)",2023-05-21,triple jump,27,F,0
14.12,+0.1,Mariia SINEY,1997-03-29,UKR,"Avangard Stadium, Lutsk (UKR)",2023-07-30,triple jump,26,F,0
14.12,+1.5,Dovilė KILTY,1993-07-14,LTU,"Dubai Police Club Stadium, Dubai (UAE)",2024-05-03,triple jump,30,F,0
14.12,+0.9,Saly SARR,2002-10-14,SEN,"Stade du Brotillon, Pierre-Bénite (FRA)",2024-06-08,triple jump,21,F,0
14.12,+0.1,Neja FILIPIČ,1995-04-22,SLO,"Stadio Olimpico, Roma (ITA)",2024-06-09,triple jump,29,F,0
14.12,+1.0,Ivana ŠPANOVIĆ,1990-05-10,SRB,"Panthessaliko Stadium, Volos (GRE)",2025-07-26,triple jump,35,F,0
14.12,+1.6,Yekaterina KONEVA,1988-09-25,RUS,"Kalininets Stadium, Yekaterinburg (RUS)",2025-08-24,triple jump,36,F,0
14.11,0.0,Rodica MATEESCU,1971-03-13,ROU,Paris (FRA),1995-07-03,triple jump,24,F,0
14.11,0.0,Galina CHISTYAKOVA,1962-07-26,RUS,Stockholm (SWE),1995-07-10,triple jump,32,F,0
14.11,0.0,Rodica MATEESCU,1971-03-13,ROU,Nice (FRA),1995-07-12,triple jump,24,F,0
14.11,0.0,Monika TOTH,1970-03-07,ROU,Bucureşti (ROU) (i),1996-02-02,triple jump,25,F,1
14.11,0.0,Monika TOTH,1970-03-07,ROU,Liévin (FRA) (i),1996-02-18,triple jump,25,F,1
14.11,+1.1,Galina CHISTYAKOVA,1962-07-26,SVK,Sevilla (ESP),1997-05-29,triple jump,34,F,0
14.11,+0.4,Lyudmila DUBKOVA,1968-02-27,RUS,Moskva (RUS),1997-06-15,triple jump,29,F,0
14.11,+0.6,Yelena DONKINA,1973-03-15,RUS,Bruxelles (BEL),1997-08-22,triple jump,24,F,0
14.11,+1.2,Olena HOVOROVA,1973-09-18,UKR,Gateshead (GBR),1997-09-07,triple jump,23,F,0
14.11,-0.5,Ruiping REN,1976-02-01,CHN,Fukuoka (JPN),1998-07-22,triple jump,22,F,0
14.11,-2.5,Cristina NICOLAU,1977-08-09,ROU,Sevilla (ESP),1999-05-28,triple jump,21,F,0
14.11,+1.6,Yamilé ALDAMA,1972-08-14,CUB,Alcalá de Henáres (ESP),1999-07-03,triple jump,26,F,0
14.11,-0.1,Eva DOLEŽALOVÁ,1979-05-24,CZE,"La Cartuja, Sevilla (ESP)",1999-08-22,triple jump,20,F,0
14.11,+3.9,Natallia SAFRONAVA,1974-04-11,BLR,Avezzano (ITA),1999-09-12,triple jump,25,F,0
14.11,+2.0,Adelina GAVRILĂ,1978-11-26,ROU,Chania (GRE),2000-06-14,triple jump,21,F,0
14.11,0.0,Ashia HANSEN,1971-12-05,GBR,Birmingham (GBR) (i),2000-06-24,triple jump,28,F,1
14.11,-0.2,Irina VASILYEVA,1979-04-09,RUS,Cheboksary (RUS),2000-07-02,triple jump,21,F,0
14.11,+3.3,Oksana ROGOVA,1978-10-07,RUS,Lapinlahti (FIN),2000-07-16,triple jump,21,F,0
14.11,0.0,Olena HOVOROVA,1973-09-18,UKR,Kalamata (GRE),2001-06-02,triple jump,27,F,0
14.11,0.0,Cristina NICOLAU,1977-08-09,ROU,Bucureşti (ROU),2001-06-09,triple jump,23,F,0
14.11,+1.0,Trecia Kaye SMITH,1975-11-05,JAM,Kingston (JAM),2001-06-22,triple jump,25,F,0
14.11,+1.3,Olga BOLSHOVA,1968-06-16,MDA,"Commonwealth Stadium, Edmonton (CAN)",2001-08-08,triple jump,33,F,0
14.11,0.0,Cristina NICOLAU,1977-08-09,ROU,"Ferry-Dusika-Halle, Wien (AUT) (i)",2002-03-02,triple jump,24,F,1
14.11,+2.1,Suzette LEE,1975-03-06,JAM,"Baton Rouge, LA (USA)",2002-04-20,triple jump,27,F,0
14.11,+0.3,Cristina NICOLAU,1977-08-09,ROU,"Stadio Olimpico, Roma (ITA)",2002-07-12,triple jump,24,F,0
14.11,-1.3,Barbara LAH,1972-03-24,ITA,"Olympiastadion, München (GER)",2002-08-08,triple jump,30,F,0
14.11,0.0,Yelena OLEYNIKOVA,1976-12-09,RUS,Moskva (RUS) (i),2003-01-30,triple jump,26,F,1
14.11,0.0,Yamilé ALDAMA,1972-08-14,CUB,Cardiff (GBR) (i),2003-02-09,triple jump,30,F,1
14.11,-0.5,Simona LA MANTIA,1983-04-14,ITA,Catania (ITA),2003-05-24,triple jump,20,F,0
14.11,+0.5,Olena HOVOROVA,1973-09-18,UKR,Kyiv (UKR),2003-07-06,triple jump,29,F,0
14.11,-0.3,Olga BOLSHOVA,1968-06-16,MDA,San Sebastián (ESP),2003-08-10,triple jump,35,F,0
14.11,+0.2,Adelina GAVRILĂ,1978-11-26,ROU,Zürich (SUI),2003-08-15,triple jump,24,F,0
14.11,+1.7,Yusmay BICET,1983-12-08,CUB,La Habana (CUB),2004-02-20,triple jump,20,F,0
14.11,0.0,Carlota CASTREJANA,1973-04-25,ESP,"Sportaréna, Budapest (HUN) (i)",2004-03-05,triple jump,30,F,1
14.11,0.0,Mariya DIMITROVA,1976-08-07,BUL,Sofia (BUL),2004-05-22,triple jump,27,F,0
14.11,+0.4,Anastasiya POTAPOVA,1985-09-06,RUS,Cheboksary (RUS),2004-06-28,triple jump,18,F,0
14.11,+1.0,Tetyana SHCHURENKO,1976-02-26,UKR,Yalta (UKR),2004-07-03,triple jump,28,F,0
14.11,+0.9,Olga YERSHOVA,1976-08-13,RUS,Kazan (RUS),2004-07-09,triple jump,27,F,0
14.11,+0.9,Baohua LIN,1983-06-12,CHN,Hefei (CHN),2004-09-26,triple jump,21,F,0
14.11,0.0,Constanţa STUCAN,1981-07-12,ROU,Bucureşti (ROU) (i),2005-01-29,triple jump,23,F,1
14.11,+1.4,Huijing QIU,1985-02-04,CHN,Zhongshan (CHN),2005-04-23,triple jump,20,F,0
14.11,+0.7,Svetlana BOLSHAKOVA,1984-10-14,RUS,"Steigerwaldstadion, Erfurt (GER)",2005-07-16,triple jump,20,F,0
14.11,+1.4,Kéne NDOYE,1978-11-20,SEN,"Olympiastadion, Helsinki (FIN)",2005-08-06,triple jump,26,F,0
14.11,0.0,Keila COSTA,1983-02-06,BRA,"Olimpiyskiy Stadion, Moskva (RUS) (i)",2006-03-10,triple jump,23,F,1
14.11,+1.2,Olga PANKOVA,1976-08-13,RUS,Tula (RUS),2006-06-12,triple jump,29,F,0
14.11,0.0,Viktoriya GUROVA,1982-05-22,RUS,Tula (RUS),2006-07-16,triple jump,24,F,0
14.11,+0.2,Anna PYATYKH,1981-04-04,RUS,"Ullevi Stadium, Göteborg (SWE)",2006-08-08,triple jump,25,F,0
14.11,+1.8,Tânia FERREIRA DA SILVA,1986-12-17,BRA,Uberlandia (BRA),2007-05-06,triple jump,20,F,0
14.11,+4.0,Chrysopigi DEVETZI,1976-01-02,GRE,Agios Kosmas (GRE),2007-05-12,triple jump,31,F,0
14.11,+0.6,Yamilé ALDAMA,1972-08-14,SUD,Torino (ITA),2007-06-08,triple jump,34,F,0
14.11,+0.4,Yekaterina KAYUKOVA-CHERNENKO,1986-10-09,RUS,"Gyulai István Atlétika Stadion, Debrecen (HUN)",2007-07-13,triple jump,20,F,0
14.11,0.0,Adelina GAVRILĂ,1978-11-26,ROU,"Velódromo Luis Puig, Valencia (ESP) (i)",2008-03-07,triple jump,29,F,1
14.11,+0.2,Dailenys ALCÁNTARA,1991-08-10,CUB,La Habana (CUB),2008-06-01,triple jump,16,F,0
14.11,+0.3,Irina EKTOVA,1987-01-08,KAZ,Almaty (KAZ),2008-06-07,triple jump,21,F,0
14.11,0.0,Teresa NZOLA MESO,1983-11-30,FRA,"National Stadium, Beijing (CHN)",2008-08-15,triple jump,24,F,0
14.11,0.0,Svitlana MAMYEYEVA,1982-04-19,UKR,Sumy (UKR) (i),2009-02-20,triple jump,26,F,1
14.11,0.0,Biljana TOPIĆ,1977-10-17,SRB,Bar (MNE),2009-05-01,triple jump,31,F,0
14.11,+0.1,Yamilé ALDAMA,1972-08-14,SUD,"Olympiastadion, Berlin (GER)",2009-08-15,triple jump,37,F,0
14.11,+0.6,Petya DACHEVA,1985-03-10,BUL,"Olympiastadion, Berlin (GER)",2009-08-15,triple jump,24,F,0
14.11,-0.2,Yufei CHEN,1989-01-26,CHN,Jinan (CHN),2009-10-25,triple jump,20,F,0
14.11,+2.0,Tingting XU,1989-07-12,CHN,Guangzhou (CHN),2009-11-11,triple jump,20,F,0
14.11,0.0,Dana VELĎÁKOVÁ,1981-06-03,SVK,Bratislava (SVK) (i),2010-02-27,triple jump,28,F,1
14.11,0.0,Svetlana BOLSHAKOVA,1984-10-14,BEL,Bratislava (SVK) (i),2010-02-27,triple jump,25,F,1
14.11,+0.1,Dana VELĎÁKOVÁ,1981-06-03,SVK,"Estadio Olímpico, Barcelona (ESP)",2010-07-29,triple jump,29,F,0
14.11,+1.4,Trecia Kaye SMITH,1975-11-05,JAM,Rakvere (EST),2010-08-03,triple jump,34,F,0
14.11,0.0,Snežana VUKMIROVIČ,1982-08-19,SLO,Celje (SLO) (i),2011-02-19,triple jump,28,F,1
14.11,+0.1,Marija ŠESTAK,1979-04-17,SLO,Velenje (SLO),2011-06-28,triple jump,32,F,0
14.11,+0.9,Mayookha JOHNY,1988-09-04,IND,Kobe (JPN),2011-07-09,triple jump,22,F,0
14.11,0.0,Keila COSTA,1983-02-06,BRA,Rio de Janeiro (BRA),2011-07-21,triple jump,28,F,0
14.11,-0.4,Josleidy RIBALTA,1990-05-02,CUB,Baie Mahault (FRA),2012-05-01,triple jump,21,F,0
14.11,+0.1,Yelena SIDORKINA,1988-09-27,RUS,Krasnodar (RUS),2012-06-09,triple jump,23,F,0
14.11,-0.8,Yekaterina KAYUKOVA-CHERNENKO,1986-10-09,RUS,Cheboksary (RUS),2012-07-03,triple jump,25,F,0
14.11,+0.2,Patrícia MAMONA,1988-11-21,POR,"Olympic Stadium, London (GBR)",2012-08-03,triple jump,23,F,0
14.11,-0.7,Tatyana LEBEDEVA,1976-07-21,RUS,"Olympic Stadium, London (GBR)",2012-08-05,triple jump,36,F,0
14.11,0.0,Valeriya ZAVYALOVA,1988-01-16,RUS,Moskva (RUS) (i),2013-02-14,triple jump,25,F,1
14.11,0.0,Yana BORODINA,1992-04-21,RUS,Cheboksary (RUS),2013-06-26,triple jump,21,F,0
14.11,+1.9,Maria Natalia LONDA,1990-10-29,INA,Jakarta (INA),2013-09-06,triple jump,22,F,0
14.11,-0.7,Susana COSTA,1984-09-22,POR,"FBK Stadium, Hengelo (NED)",2014-06-08,triple jump,29,F,0
14.11,+4.5,Olesya TIKHONOVA,1990-01-28,RUS,Yerino (RUS),2014-07-10,triple jump,24,F,0
14.11,+0.2,Irina GUMENYUK,1988-01-06,RUS,"Stade Louis II, Monaco (MON)",2014-07-18,triple jump,26,F,0
14.11,+1.9,Irina KONSTANTS,1990-03-01,RUS,Kazan (RUS),2014-07-26,triple jump,24,F,0
14.11,+1.1,Cristina-Ioana BUJIN,1988-04-12,ROU,Pitesti (ROU),2014-07-26,triple jump,26,F,0
14.11,0.0,Irina GUMENYUK,1988-01-06,RUS,St. Petersburg (RUS) (i),2015-02-10,triple jump,27,F,1
14.11,0.0,Kristin GIERISCH,1990-08-20,GER,Karlsruhe (GER) (i),2015-02-21,triple jump,24,F,1
14.11,+0.5,Dana VELĎÁKOVÁ,1981-06-03,SVK,"Moratalaz, Madrid (ESP)",2015-07-11,triple jump,34,F,0
14.11,+2.4,Cristina-Ioana BUJIN,1988-04-12,ROU,Pitesti (ROU),2015-07-25,triple jump,27,F,0
14.11,0.0,Liadagmis POVEA,1996-02-06,CUB,La Habana (CUB),2016-03-04,triple jump,20,F,0
14.11,0.0,Andreea PANȚUROIU,1995-02-24,ROU,"Oregon Convention Center, Portland, OR (USA) (i)",2016-03-19,triple jump,21,F,1
14.11,+0.2,Keturah ORJI,1996-03-05,USA,"Charlottesville, VA (USA)",2016-04-22,triple jump,20,F,0
14.11,-0.6,Yulimar ROJAS,1995-10-21,VEN,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",2016-05-22,triple jump,20,F,0
14.11,-0.1,Viktoriya PROKOPENKO,1991-04-17,RUS,Sochi (RUS),2016-05-27,triple jump,25,F,0
14.11,+0.7,Dana VELĎÁKOVÁ,1981-06-03,SVK,"Olympisch Stadion, Amsterdam (NED)",2016-07-08,triple jump,35,F,0
14.11,0.0,Patrícia MAMONA,1988-11-21,POR,"Leichtathletikhalle im Arena-Sportpark, Düsseldorf (GER) (i)",2017-02-01,triple jump,28,F,1
14.11,0.0,Keturah ORJI,1996-03-05,USA,"College Station, TX (USA) (i)",2017-03-11,triple jump,21,F,1
14.11,+1.0,Liadagmis POVEA,1996-02-06,CUB,Baie Mahault (FRA),2017-05-17,triple jump,21,F,0
14.11,0.0,Anna KRYLOVA,1985-10-03,RUS,Zhukovskiy (RUS),2017-07-01,triple jump,31,F,0
14.11,+0.3,Gabriela PETROVA,1992-06-29,BUL,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",2017-07-16,triple jump,25,F,0
14.11,0.0,Yekaterina KONEVA,1988-09-25,RUS,Moskva (RUS) (i),2018-02-03,triple jump,29,F,1
14.11,0.0,Yanis DAVID,1997-12-12,FRA,"College Station, TX (USA) (i)",2018-02-25,triple jump,20,F,1
14.11,+0.7,Tori FRANKLIN,1992-10-07,USA,"Paavo Nurmen Stadion, Turku (FIN)",2018-06-05,triple jump,25,F,0
14.11,0.0,Darya NIDBAYKINA,1994-12-26,RUS,Moskva (RUS) (i),2019-01-20,triple jump,24,F,1
14.11,0.0,Tori FRANKLIN,1992-10-07,USA,"Clemson, SC (USA) (i)",2019-01-26,triple jump,26,F,1
14.11,0.0,Patrícia MAMONA,1988-11-21,POR,"Emirates Arena, Glasgow (GBR) (i)",2019-03-01,triple jump,30,F,1
14.11,+0.1,Diana ZAGAINOVA,1997-06-20,LTU,Alytus (LTU),2019-05-18,triple jump,21,F,0
14.11,+3.5,Davisleydi VELAZCO,1999-09-04,CUB,Kingston (JAM),2019-06-08,triple jump,19,F,0
14.11,+1.7,Olha SALADUKHA,1983-06-04,UKR,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",2019-08-10,triple jump,36,F,0
14.11,0.0,Kimberly WILLIAMS,1988-11-03,JAM,"Sports Performance Center, Lubbock, TX (USA) (i)",2020-01-31,triple jump,31,F,1
14.11,-0.9,Shanieka RICKETTS,1992-02-02,JAM,"Jamaica College Ashenheim Stadium, Kingston (JAM)",2020-07-11,triple jump,28,F,0
14.11,+0.3,Rouguy DIALLO,1995-02-05,FRA,"Stade Philippides, Montpellier (FRA)",2021-05-08,triple jump,26,F,0
14.11,+2.0,Hanna MINENKO,1989-09-25,ISR,"Hadar Yosef Stadium, Tel Aviv (ISR)",2021-05-29,triple jump,31,F,0
14.11,0.0,Kristin GIERISCH,1990-08-20,GER,"Eintracht-Stadion, Braunschweig (GER)",2021-06-05,triple jump,30,F,0
14.11,+0.2,Maria PURTSA,1995-08-18,GER,"Eintracht-Stadion, Braunschweig (GER)",2021-06-05,triple jump,25,F,0
14.11,-0.4,Nubia SOARES,1996-03-26,BRA,"Stade Louis II, Monaco (MON)",2021-07-09,triple jump,25,F,0
14.11,+0.1,Ana Lucia JOSE TIMA,1989-10-10,DOM,"National Stadium, Tokyo (JPN)",2021-07-30,triple jump,31,F,0
14.11,0.0,Jasmine MOORE,2001-05-01,USA,"Gilliam Indoor Track, College Station, TX (USA) (i)",2022-02-26,triple jump,20,F,1
14.11,0.0,Ruth USORO,1997-10-08,NGR,"Samuel Ogbemudia Stadium, Benin City (NGR)",2022-06-25,triple jump,24,F,0
14.11,-0.3,Hanna MINENKO,1989-09-25,ISR,"Hayward Field, Eugene, OR (USA)",2022-07-16,triple jump,32,F,0
14.11,+5.0,Senni SALMINEN,1996-01-29,FIN,"Keskusurheilukenttä, Joensuu (FIN)",2022-08-05,triple jump,26,F,0
14.11,-0.6,Kristiina MÄKELÄ,1992-11-20,FIN,"Olympiastadion, München (GER)",2022-08-17,triple jump,29,F,0
14.11,0.0,Agate DE SOUSA,2000-06-05,STP,"Expocentro, Pombal (POR) (i)",2023-02-19,triple jump,22,F,1
14.11,0.0,Ottavia CESTONARO,1995-01-12,ITA,"Palaindoor Ancona, Ancona (ITA) (i)",2023-02-19,triple jump,28,F,1
14.11,0.0,Darya NIDBAYKINA,1994-12-26,RUS,"LFK CSKA, Moskva (RUS) (i)",2023-03-05,triple jump,28,F,1
14.11,0.0,Tuğba DANIŞMAZ,1999-09-01,TUR,"Nemzeti Atlétikai Központ, Budapest (HUN)",2023-08-23,triple jump,23,F,0
14.11,+0.2,Ottavia CESTONARO,1995-01-12,ITA,"Letzigrund, Zürich (SUI)",2023-08-31,triple jump,28,F,0
14.11,0.0,Ilionis GUILLAUME,1998-01-13,FRA,"Stadium Miramas Métropole, Miramas (FRA) (i)",2024-02-17,triple jump,26,F,1
14.11,0.0,Charisma TAYLOR,1999-09-03,BAH,"Glasgow Arena, Glasgow (GBR) (i)",2024-03-03,triple jump,24,F,1
14.11,+1.0,Gizem AKGÖZ,2001-01-05,TUR,"Seha Aksoy Atletizm Pisti, Izmir (TUR)",2024-06-29,triple jump,23,F,0
14.11,-0.2,Ackelia SMITH,2002-02-05,JAM,"Boudewijnstadion, Bruxelles (BEL)",2024-09-13,triple jump,22,F,0
14.1,0.0,Inna LASOVSKAYA,1969-12-17,URS,Vilnius (LTU) (i),1989-01-29,triple jump,19,F,1
14.1,+0.7,Niurka MONTALVO,1968-06-04,CUB,São Paulo (BRA),1994-05-21,triple jump,25,F,0
14.1,NWI,Šárka KAŠPÁRKOVÁ,1971-05-20,CZE,Budapest (HUN),1994-06-03,triple jump,23,F,0
14.1,0.0,Natalya KAYUKOVA,1966-12-10,RUS,Moskva (RUS) (i),1996-02-25,triple jump,29,F,1
14.1,0.0,Natalya KAYUKOVA,1966-12-10,RUS,Sochi (RUS),1996-05-26,triple jump,29,F,0
14.1,0.0,Jelena BLAZEVICA,1970-05-11,LAT,Valmiera (LAT),1996-07-05,triple jump,26,F,0
14.1,+1.2,Cynthea RHODES,1968-09-30,USA,Osaka (JPN),1997-05-10,triple jump,28,F,0
14.1,+2.5,Gundega SPROĢE,1972-02-12,LAT,Riga (LAT),1997-06-07,triple jump,25,F,0
14.1,+1.5,Yamilé ALDAMA,1972-08-14,CUB,La Habana (CUB),1997-06-15,triple jump,24,F,0
14.1,+1.8,Oksana ZELINSKAYA,1969-04-26,KAZ,Almaty (KAZ),1997-06-20,triple jump,28,F,0
14.1,+1.0,Lyudmila DUBKOVA,1968-02-27,RUS,Tula (RUS),1997-07-10,triple jump,29,F,0
14.1,+1.3,Ashia HANSEN,1971-12-05,GBR,Birmingham (GBR),1997-07-12,triple jump,25,F,0
14.1,+1.4,Zhuri WANG,1980-09-04,CHN,Shanghai (CHN),1997-10-17,triple jump,17,F,0
14.1,+0.6,Olga Lidia CEPERO,1975-02-04,CUB,La Habana (CUB),1998-07-31,triple jump,23,F,0
