Mark,Competitor,DOB,Nat,Venue,Date,Event,Age,Gender,is_indoor
2.25,Sergey KLYUGIN,1974-03-24,RUS,Moskva (RUS) (i),1998-03-04,high jump,23,M,1
2.25,Gavin LENDIS,1977-04-26,RSA,Germiston (RSA),1998-03-07,high jump,20,M,0
2.25,Nathan LEEPER,1977-06-13,USA,"El Paso, TX (USA)",1998-03-28,high jump,20,M,0
2.25,Brian BROWN,1967-01-09,USA,"Gainesville, FL (USA)",1998-03-28,high jump,31,M,0
2.25,Hollis CONWAY,1967-01-08,USA,"Lafayette, LA (USA)",1998-03-28,high jump,31,M,0
2.25,Charles AUSTIN,1967-12-19,USA,"Austin, TX (USA)",1998-04-04,high jump,30,M,0
2.25,Jeremy FISCHER,1976-02-17,USA,"Walnut, CA (USA)",1998-04-19,high jump,22,M,0
2.25,Shane LAVY,1976-02-15,USA,"Walnut, CA (USA)",1998-04-19,high jump,22,M,0
2.25,Nathan LEEPER,1977-06-13,USA,"Walnut, CA (USA)",1998-04-19,high jump,20,M,0
2.25,Charles BURNEY,1975-09-28,USA,"Walnut, CA (USA)",1998-04-19,high jump,22,M,0
2.25,Jamie NIETO,1976-11-02,USA,"Walnut, CA (USA)",1998-04-19,high jump,21,M,0
2.25,Stephen SMITH,1971-01-11,USA,"Walnut, CA (USA)",1998-04-19,high jump,27,M,0
2.25,Didier DETCHÉNIQUE,1972-10-04,FRA,Dakar (SEN),1998-04-25,high jump,25,M,0
2.25,Brian BROWN,1967-01-09,USA,"Des Moines, IA (USA)",1998-04-25,high jump,31,M,0
2.25,Mark BOSWELL,1977-07-28,CAN,"Philadelphia, PA (USA)",1998-04-25,high jump,20,M,0
2.25,Isik BAYRAKTAR,1972-01-09,TUR,Ankara (TUR),1998-05-02,high jump,26,M,0
2.25,Brian BROWN,1967-01-09,USA,Shizuoka (JPN),1998-05-03,high jump,31,M,0
2.25,Takahiro KIMINO,1973-02-19,JPN,Shizuoka (JPN),1998-05-03,high jump,25,M,0
2.25,Tim FORSYTH,1973-08-17,AUS,Doha (QAT),1998-05-07,high jump,24,M,0
2.25,Jin-taek LEE,1972-04-13,KOR,Osaka (JPN),1998-05-09,high jump,26,M,0
2.25,Brian BROWN,1967-01-09,USA,Osaka (JPN),1998-05-09,high jump,31,M,0
2.25,Troy KEMP,1966-06-18,BAH,Osaka (JPN),1998-05-09,high jump,31,M,0
2.25,Takahisa YOSHIDA,1970-02-17,JPN,Osaka (JPN),1998-05-09,high jump,28,M,0
2.25,Ed BROXTERMANN,1973-11-28,USA,"Manhattan, KS (USA)",1998-05-09,high jump,24,M,0
2.25,Ivan BERNASCONI,1974-10-19,ITA,Piovene Rocchette (ITA),1998-05-10,high jump,23,M,0
2.25,Martin BUß,1976-04-07,GER,Hagen (GER),1998-05-16,high jump,22,M,0
2.25,Ben CHALLENGER,1978-03-07,GBR,Loughborough (GBR),1998-05-17,high jump,20,M,0
2.25,Ray DOAKES,1973-08-12,USA,Ciudad de México (MEX),1998-05-23,high jump,24,M,0
2.25,Staffan STRAND,1976-04-18,SWE,"Columbus, OH (USA)",1998-05-23,high jump,22,M,0
2.25,Kenny EVANS,1979-04-06,USA,"Gainesville, FL (USA)",1998-05-24,high jump,19,M,0
2.25,Lambros PAPAKOSTAS,1969-10-20,GRE,Chania (GRE),1998-05-27,high jump,28,M,0
2.25,Dimitros KOKOTIS,1972-04-12,GRE,Chania (GRE),1998-05-27,high jump,26,M,0
2.25,Konstantinos LIAPIS,1973-05-01,GRE,Chania (GRE),1998-05-27,high jump,25,M,0
2.25,Charles AUSTIN,1967-12-19,USA,"Palo Alto, CA (USA)",1998-05-31,high jump,30,M,0
2.25,Jeremy FISCHER,1976-02-17,USA,"Buffalo, NY (USA)",1998-06-04,high jump,22,M,0
2.25,Staffan STRAND,1976-04-18,SWE,"Buffalo, NY (USA)",1998-06-04,high jump,22,M,0
2.25,Lambros PAPAKOSTAS,1969-10-20,GRE,Budapest (HUN),1998-06-05,high jump,28,M,0
2.25,Dragutin TOPIĆ,1971-03-12,YUG,Beograd (SRB),1998-06-06,high jump,27,M,0
2.25,Tomáš JANKŮ,1974-12-27,CZE,"Stadion Rošický, Praha (CZE)",1998-06-08,high jump,23,M,0
2.25,Christian RHODEN,1974-03-27,GER,Sinn (GER),1998-06-20,high jump,24,M,0
2.25,Tomáš JANKŮ,1974-12-27,CZE,Praha (CZE),1998-06-20,high jump,23,M,0
2.25,Jan JANKŮ,1971-08-10,CZE,Praha (CZE),1998-06-20,high jump,26,M,0
2.25,Brian BROWN,1967-01-09,USA,"New Orleans, LA (USA)",1998-06-21,high jump,31,M,0
2.25,Hollis CONWAY,1967-01-08,USA,"New Orleans, LA (USA)",1998-06-21,high jump,31,M,0
2.25,Stephen SMITH,1971-01-11,USA,"New Orleans, LA (USA)",1998-06-21,high jump,27,M,0
2.25,Tomáš JANKŮ,1974-12-27,CZE,"Petrovskiy Stadium, St. Petersburg (RUS)",1998-06-27,high jump,23,M,0
2.25,Tim FORSYTH,1973-08-17,AUS,Brisbane (AUS),1998-07-04,high jump,24,M,0
2.25,Tomáš JANKŮ,1974-12-27,CZE,Zagreb (CRO),1998-07-07,high jump,23,M,0
2.25,Troy KEMP,1966-06-18,BAH,"Bislett Stadion, Oslo (NOR)",1998-07-09,high jump,32,M,0
2.25,Steinar HOEN,1971-02-08,NOR,"Bislett Stadion, Oslo (NOR)",1998-07-09,high jump,27,M,0
2.25,Javier SOTOMAYOR,1967-10-13,CUB,"Bislett Stadion, Oslo (NOR)",1998-07-09,high jump,30,M,0
2.25,Lambros PAPAKOSTAS,1969-10-20,GRE,"Bislett Stadion, Oslo (NOR)",1998-07-09,high jump,28,M,0
2.25,Konstantin MATUSEVICH,1971-02-25,ISR,Tel Aviv (ISR),1998-07-09,high jump,27,M,0
2.25,Ignacio PÉREZ,1973-04-12,ESP,Alcalá de Henáres (ESP),1998-07-11,high jump,25,M,0
2.25,Troy KEMP,1966-06-18,BAH,Nice (FRA),1998-07-16,high jump,32,M,0
2.25,Tim FORSYTH,1973-08-17,AUS,Nice (FRA),1998-07-16,high jump,24,M,0
2.25,Dalton GRANT,1966-04-08,GBR,Nice (FRA),1998-07-16,high jump,32,M,0
2.25,Martin BUß,1976-04-07,GER,Nice (FRA),1998-07-16,high jump,22,M,0
2.25,Lambros PAPAKOSTAS,1969-10-20,GRE,Nice (FRA),1998-07-16,high jump,28,M,0
2.25,Brendan REILLY,1972-12-23,GBR,Gateshead (GBR),1998-07-19,high jump,25,M,0
2.25,Steinar HOEN,1971-02-08,NOR,"New York, NY (USA)",1998-07-22,high jump,27,M,0
2.25,Troy KEMP,1966-06-18,BAH,"New York, NY (USA)",1998-07-22,high jump,32,M,0
2.25,Steinar HOEN,1971-02-08,NOR,"St. Louis, MO (USA)",1998-07-25,high jump,27,M,0
2.25,Stefan HOLM,1976-05-25,SWE,Paris (FRA),1998-07-29,high jump,22,M,0
2.25,Brian BROWN,1967-01-09,USA,Paris (FRA),1998-07-29,high jump,31,M,0
2.25,Gennadiy MOROZ,1978-05-27,BLR,Minsk (BLR),1998-08-01,high jump,20,M,0
2.25,Staffan STRAND,1976-04-18,SWE,Zürich (SUI),1998-08-12,high jump,22,M,0
2.25,Artur PARTYKA,1969-07-25,POL,Zürich (SUI),1998-08-12,high jump,29,M,0
2.25,Dalton GRANT,1966-04-08,GBR,Zürich (SUI),1998-08-12,high jump,32,M,0
2.25,Martin BUß,1976-04-07,GER,Bruxelles (BEL),1998-08-28,high jump,22,M,0
2.25,Martin BUß,1976-04-07,GER,Moskva (RUS),1998-09-05,high jump,22,M,0
2.25,Stefan HOLM,1976-05-25,SWE,Moskva (RUS),1998-09-05,high jump,22,M,0
2.25,Sergey KLYUGIN,1974-03-24,RUS,Salgótarján (HUN),1998-09-07,high jump,24,M,0
2.25,Vyacheslav TYRTYSHNIK,1971-01-16,UKR,Berdichev (UKR),1998-09-11,high jump,27,M,0
2.25,Ruslan HLYVYNSKY,1975-02-07,UKR,Berdichev (UKR),1998-09-11,high jump,23,M,0
2.25,Martin BUß,1976-04-07,GER,"SGJ, Johannesburg (RSA)",1998-09-13,high jump,22,M,0
2.25,Elvir KREHMIĆ,1973-04-27,BIH,Tokyo (JPN),1998-09-19,high jump,25,M,0
2.25,Yoshiteru KAIHOKO,1971-11-19,JPN,Tokyo (JPN),1998-09-19,high jump,26,M,0
2.25,Stephen SMITH,1971-01-11,USA,Saskatoon (CAN) (i),1999-01-10,high jump,27,M,1
2.25,Kwaku BOATENG,1974-06-30,CAN,Saskatoon (CAN) (i),1999-01-10,high jump,24,M,1
2.25,Lavar MILLER,1977-02-16,USA,"Fayetteville, AR (USA) (i)",1999-01-15,high jump,21,M,1
2.25,Jan JANKŮ,1971-08-10,CZE,Siegen (GER) (i),1999-01-22,high jump,27,M,1
2.25,Mark BOSWELL,1977-07-28,CAN,"Houston, TX (USA) (i)",1999-01-23,high jump,21,M,1
2.25,Stephen SMITH,1971-01-11,USA,"Indianapolis, IN (USA) (i)",1999-01-30,high jump,28,M,1
2.25,Ben CHALLENGER,1978-03-07,GBR,Birmingham (GBR) (i),1999-01-31,high jump,20,M,1
2.25,Mark BOSWELL,1977-07-28,CAN,"Houston, TX (USA) (i)",1999-02-06,high jump,21,M,1
2.25,Vyacheslav VORONIN,1974-04-05,RUS,Moskva (RUS) (i),1999-02-10,high jump,24,M,1
2.25,Aleksey KRYSIN,1976-11-25,RUS,Brno (CZE) (i),1999-02-10,high jump,22,M,1
2.25,Jamie NIETO,1976-11-02,USA,"East Lansing, MI (USA) (i)",1999-02-13,high jump,22,M,1
2.25,Charles CLINGER,1976-12-28,USA,"Pocatello, ID (USA) (i)",1999-02-13,high jump,22,M,1
2.25,Brian BROWN,1967-01-09,USA,Banská Bystrica (SVK) (i),1999-02-17,high jump,32,M,1
2.25,Stefan HOLM,1976-05-25,SWE,Karlstad (SWE) (i),1999-02-17,high jump,22,M,1
2.25,Konstantinos LIAPIS,1973-05-01,GRE,Pireaus (GRE) (i),1999-02-20,high jump,25,M,1
2.25,Mark BOSWELL,1977-07-28,CAN,"Manhattan, KS (USA) (i)",1999-02-20,high jump,21,M,1
2.25,Tomáš JANKŮ,1974-12-27,CZE,Praha (CZE) (i),1999-02-21,high jump,24,M,1
2.25,Kenny EVANS,1979-04-06,USA,"Gainesville, FL (USA) (i)",1999-02-21,high jump,19,M,1
2.25,Chris ANDERSON,1968-04-06,AUS,Perth (AUS),1999-03-06,high jump,30,M,0
2.25,Staffan STRAND,1976-04-18,SWE,"Green Dome, Maebashi (JPN) (i)",1999-03-07,high jump,22,M,1
2.25,Tomáš JANKŮ,1974-12-27,CZE,"Green Dome, Maebashi (JPN) (i)",1999-03-07,high jump,24,M,1
2.25,Stefan HOLM,1976-05-25,SWE,"Green Dome, Maebashi (JPN) (i)",1999-03-07,high jump,22,M,1
2.25,Andriy SOKOLOVSKIY,1978-07-16,UKR,"Green Dome, Maebashi (JPN) (i)",1999-03-07,high jump,20,M,1
2.25,Elvir KREHMIĆ,1973-04-27,BIH,"Green Dome, Maebashi (JPN) (i)",1999-03-07,high jump,25,M,1
2.25,Cameron WRIGHT,1972-11-07,USA,"Tallahassee, FL (USA)",1999-03-20,high jump,26,M,0
2.25,Gregory ROBERTS,1976-07-16,USA,"Tuscaloosa, AL (USA)",1999-03-27,high jump,22,M,0
2.25,Shane LAVY,1976-02-15,USA,"Claremont, CA (USA)",1999-04-16,high jump,23,M,0
2.25,Henry PATTERSON,1975-05-27,USA,"Walnut, CA (USA)",1999-04-18,high jump,23,M,0
2.25,Steve PARKER,1972-07-04,USA,"Walnut, CA (USA)",1999-04-18,high jump,26,M,0
2.25,Shane LAVY,1976-02-15,USA,"Walnut, CA (USA)",1999-04-18,high jump,23,M,0
2.25,Mark BOSWELL,1977-07-28,CAN,"Philadelphia, PA (USA)",1999-04-24,high jump,21,M,0
2.25,Oleg VOROBEY,1970-11-24,BLR,Košice (SVK),1999-05-01,high jump,28,M,0
2.25,Ruslan STEPANOV,1971-09-19,UKR,Košice (SVK),1999-05-01,high jump,27,M,0
2.25,Jason BONESS,1980-02-11,USA,"Cedar Falls, IA (USA)",1999-05-01,high jump,19,M,0
2.25,Martin BUß,1976-04-07,GER,Salzgitter (GER),1999-05-15,high jump,23,M,0
2.25,Dave FURMAN,1978-11-05,USA,"Athens, GA (USA)",1999-05-16,high jump,20,M,0
2.25,Sergey KLYUGIN,1974-03-24,RUS,Kalamata (GRE),1999-05-22,high jump,25,M,0
2.25,Dragutin TOPIĆ,1971-03-12,YUG,Kalamata (GRE),1999-05-22,high jump,28,M,0
2.25,Dimitros KOKOTIS,1972-04-12,GRE,Kalamata (GRE),1999-05-22,high jump,27,M,0
2.25,Staffan STRAND,1976-04-18,SWE,"West Lafayette, IN (USA)",1999-05-22,high jump,23,M,0
2.25,Ben CHALLENGER,1978-03-07,GBR,Loughborough (GBR),1999-05-23,high jump,21,M,0
2.25,Metin DURMUŞOĞLU,1974-01-11,TUR,Athina (GRE),1999-05-29,high jump,25,M,0
2.25,Sergey KLYUGIN,1974-03-24,RUS,Athina (GRE),1999-05-29,high jump,25,M,0
2.25,Vyacheslav VORONIN,1974-04-05,RUS,Moskva (RUS),1999-06-04,high jump,25,M,0
2.25,Steve SMITH,1973-03-29,GBR,Birmingham (GBR),1999-06-05,high jump,26,M,0
2.25,Sergey DYMCHENKO,1967-08-23,UKR,Lahti (FIN),1999-06-05,high jump,31,M,0
2.25,Steinar HOEN,1971-02-08,NOR,Lahti (FIN),1999-06-05,high jump,28,M,0
2.25,Igor PAKLIN,1963-06-15,KGZ,Bishkek (KGZ),1999-06-10,high jump,35,M,0
2.25,Tomáš JANKŮ,1974-12-27,CZE,Villeneuve d'Ascq (FRA),1999-06-13,high jump,24,M,0
2.25,Sergey KLYUGIN,1974-03-24,RUS,Athina (GRE),1999-06-16,high jump,25,M,0
2.25,Elvir KREHMIĆ,1973-04-27,BIH,Athina (GRE),1999-06-16,high jump,26,M,0
2.25,Abderrahmane HAMMAD,1977-05-27,ALG,Algiers (ALG),1999-06-17,high jump,22,M,0
2.25,Fred VALENTIN,1974-02-15,FRA,Miramas (FRA),1999-06-19,high jump,25,M,0
2.25,Henry PATTERSON,1975-05-27,USA,"Eugene, OR (USA)",1999-06-25,high jump,24,M,0
2.25,Charles CLINGER,1976-12-28,USA,"Eugene, OR (USA)",1999-06-25,high jump,22,M,0
2.25,Jamie NIETO,1976-11-02,USA,"Eugene, OR (USA)",1999-06-25,high jump,22,M,0
2.25,Aleksey KRYSIN,1976-11-25,RUS,Tula (RUS),1999-06-26,high jump,22,M,0
2.25,Martin BUß,1976-04-07,GER,Oslo (NOR),1999-06-30,high jump,23,M,0
2.25,Jacques FREITAG,1982-06-11,RSA,Pretoria (RSA),1999-07-01,high jump,17,M,0
2.25,Charles AUSTIN,1967-12-19,USA,St-Denis (FRA),1999-07-03,high jump,31,M,0
2.25,Henry PATTERSON,1975-05-27,USA,St-Denis (FRA),1999-07-03,high jump,24,M,0
2.25,Sergey KLYUGIN,1974-03-24,RUS,St-Denis (FRA),1999-07-03,high jump,25,M,0
2.25,Jarosław KOTEWICZ,1969-03-16,POL,Kraków (POL),1999-07-04,high jump,30,M,0
2.25,Elvir KREHMIĆ,1973-04-27,BIH,Zagreb (CRO),1999-07-05,high jump,26,M,0
2.25,Dejan MILOŠEVIČ,1973-09-02,SLO,Zagreb (CRO),1999-07-05,high jump,25,M,0
2.25,Konstantin MATUSEVICH,1971-02-25,ISR,Zagreb (CRO),1999-07-05,high jump,28,M,0
2.25,Konstantin MATUSEVICH,1971-02-25,ISR,Tel Aviv (ISR),1999-07-06,high jump,28,M,0
2.25,Gilmar MAYO,1969-09-30,COL,Tolosa (ESP),1999-07-10,high jump,29,M,0
2.25,Stefan HOLM,1976-05-25,SWE,Palma de Mallorca (ESP),1999-07-13,high jump,23,M,0
2.25,Kenny EVANS,1979-04-06,USA,Palma de Mallorca (ESP),1999-07-13,high jump,20,M,0
2.25,Wilbert PENNINGS,1975-02-23,NED,Tel Aviv (ISR),1999-07-19,high jump,24,M,0
2.25,Dragutin TOPIĆ,1971-03-12,YUG,Beograd (SRB),1999-07-25,high jump,28,M,0
2.25,Mark BOSWELL,1977-07-28,CAN,Winnipeg (CAN),1999-07-30,high jump,22,M,0
2.25,Kwaku BOATENG,1974-06-30,CAN,Winnipeg (CAN),1999-07-30,high jump,25,M,0
2.25,Charles CLINGER,1976-12-28,USA,Winnipeg (CAN),1999-07-30,high jump,22,M,0
2.25,Jean-Claude RABBATH,1977-07-12,LBN,Beirut (LBN),1999-08-04,high jump,22,M,0
2.25,Oleg PROKOPOV,1977-03-08,BLR,Nitra (SVK),1999-08-07,high jump,22,M,0
2.25,Didier DETCHÉNIQUE,1972-10-04,FRA,Castres (FRA),1999-08-08,high jump,26,M,0
2.25,Kwaku BOATENG,1974-06-30,CAN,Monachil (ESP),1999-08-10,high jump,25,M,0
2.25,Abderrahmane HAMMAD,1977-05-27,ALG,"La Cartuja, Sevilla (ESP)",1999-08-23,high jump,22,M,0
2.25,Wilbert PENNINGS,1975-02-23,NED,"La Cartuja, Sevilla (ESP)",1999-08-23,high jump,24,M,0
2.25,Stefan HOLM,1976-05-25,SWE,"La Cartuja, Sevilla (ESP)",1999-08-23,high jump,23,M,0
2.25,Wolfgang KREIßIG,1970-08-29,GER,Karlstad (SWE),1999-08-31,high jump,29,M,0
2.25,Staffan STRAND,1976-04-18,SWE,Göteborg (SWE),1999-09-05,high jump,23,M,0
2.25,Kristofer LAMOS,1974-01-01,GER,Marktheidenfeld (GER),1999-09-11,high jump,25,M,0
2.25,Dragutin TOPIĆ,1971-03-12,YUG,Beograd (SRB),1999-09-15,high jump,28,M,0
2.25,Sergey DYMCHENKO,1967-08-23,UKR,Kyiv (UKR),1999-09-24,high jump,32,M,0
2.25,Yuriy PAKHLYAYEV,1974-12-20,KAZ,Bishkek (KGZ),1999-10-06,high jump,24,M,0
2.25,Kwaku BOATENG,1974-06-30,CAN,Montréal (CAN) (i),1999-12-18,high jump,25,M,1
2.25,Dragutin TOPIĆ,1971-03-12,YUG,Pireaus (GRE) (i),2000-01-15,high jump,28,M,1
2.25,Matt HEMINGWAY,1972-10-24,USA,"Boulder, CO (USA) (i)",2000-01-21,high jump,27,M,1
2.25,Kenny EVANS,1979-04-06,USA,"Fayetteville, AR (USA) (i)",2000-01-21,high jump,20,M,1
2.25,Sergey DYMCHENKO,1967-08-23,UKR,Kyiv (UKR) (i),2000-01-22,high jump,32,M,1
2.25,Robert JORDAN,1980-06-22,USA,"Ames, IA (USA) (i)",2000-01-22,high jump,19,M,1
2.25,Nathan LEEPER,1977-06-13,USA,"San Diego, CA (USA) (i)",2000-01-22,high jump,22,M,1
2.25,Konstantin MATUSEVICH,1971-02-25,ISR,Melbourne (AUS),2000-01-27,high jump,28,M,0
2.25,Stefan HOLM,1976-05-25,SWE,Örebro (SWE) (i),2000-01-29,high jump,23,M,1
2.25,Igor SUKHARYEV,1972-01-01,RUS,Samara (RUS) (i),2000-01-30,high jump,28,M,1
2.25,Aleksey KRYSIN,1976-11-25,RUS,Samara (RUS) (i),2000-01-30,high jump,23,M,1
2.25,Sergey DYMCHENKO,1967-08-23,UKR,Samara (RUS) (i),2000-01-30,high jump,32,M,1
2.25,Konstantin MATUSEVICH,1971-02-25,ISR,Hobart (AUS),2000-01-30,high jump,28,M,0
2.25,Nick MORONEY,1972-08-03,AUS,Hobart (AUS),2000-01-30,high jump,27,M,0
2.25,Pyotr BRAYKO,1977-03-27,RUS,Volgograd (RUS) (i),2000-02-05,high jump,22,M,1
2.25,Aleksey KRYSIN,1976-11-25,RUS,Volgograd (RUS) (i),2000-02-05,high jump,23,M,1
2.25,Brendan REILLY,1972-12-23,IRL,Cardiff (GBR) (i),2000-02-05,high jump,27,M,1
2.25,Wolfgang KREIßIG,1970-08-29,GER,Weinheim (GER) (i),2000-02-06,high jump,29,M,1
2.25,Kwaku BOATENG,1974-06-30,CAN,Weinheim (GER) (i),2000-02-06,high jump,25,M,1
2.25,Wilbert PENNINGS,1975-02-23,NED,Pireaus (GRE) (i),2000-02-09,high jump,24,M,1
2.25,Elvir KREHMIĆ,1973-04-27,BIH,Pireaus (GRE) (i),2000-02-11,high jump,26,M,1
2.25,Dragutin TOPIĆ,1971-03-12,YUG,Gent (BEL) (i),2000-02-11,high jump,28,M,1
2.25,Staffan STRAND,1976-04-18,SWE,Gent (BEL) (i),2000-02-11,high jump,23,M,1
2.25,Sergey DYMCHENKO,1967-08-23,UKR,Gent (BEL) (i),2000-02-11,high jump,32,M,1
2.25,Charles CLINGER,1976-12-28,USA,"Ogden, UT (USA) (i)",2000-02-12,high jump,23,M,1
2.25,Sergey KLYUGIN,1974-03-24,RUS,Liévin (FRA) (i),2000-02-13,high jump,25,M,1
2.25,Wilbert PENNINGS,1975-02-23,NED,Gent (BEL) (i),2000-02-13,high jump,24,M,1
2.25,Jacques FREITAG,1982-06-11,RSA,Stellenbosch (RSA),2000-02-18,high jump,17,M,0
2.25,Staffan STRAND,1976-04-18,SWE,Birmingham (GBR) (i),2000-02-20,high jump,23,M,1
2.25,Ben CHALLENGER,1978-03-07,GBR,Birmingham (GBR) (i),2000-02-20,high jump,21,M,1
2.25,Jacques FREITAG,1982-06-11,RSA,Port Elizabeth (RSA),2000-02-25,high jump,17,M,0
2.25,Brendan REILLY,1972-12-23,IRL,"Topsporthal Vlaanderen, Gent (BEL) (i)",2000-02-26,high jump,27,M,1
2.25,Dragutin TOPIĆ,1971-03-12,YUG,"Topsporthal Vlaanderen, Gent (BEL) (i)",2000-02-26,high jump,28,M,1
2.25,Martin BUß,1976-04-07,GER,"Topsporthal Vlaanderen, Gent (BEL) (i)",2000-02-26,high jump,23,M,1
2.25,Pyotr BRAYKO,1977-03-27,RUS,"Topsporthal Vlaanderen, Gent (BEL) (i)",2000-02-26,high jump,22,M,1
2.25,Vyacheslav VORONIN,1974-04-05,RUS,"Topsporthal Vlaanderen, Gent (BEL) (i)",2000-02-26,high jump,25,M,1
2.25,Stefan HOLM,1976-05-25,SWE,"Topsporthal Vlaanderen, Gent (BEL) (i)",2000-02-26,high jump,23,M,1
2.25,Kwaku BOATENG,1974-06-30,CAN,Glasgow (GBR) (i),2000-03-05,high jump,25,M,1
2.25,Dalton GRANT,1966-04-08,GBR,Glasgow (GBR) (i),2000-03-05,high jump,33,M,1
2.25,Pyotr BRAYKO,1977-03-27,RUS,Moskva (RUS) (i),2000-03-09,high jump,22,M,1
2.25,Nathan LEEPER,1977-06-13,USA,"Long Beach, CA (USA)",2000-03-18,high jump,22,M,0
2.25,Jacques FREITAG,1982-06-11,RSA,Pretoria (RSA),2000-03-24,high jump,17,M,0
2.25,Tim BELL,1979-09-07,USA,"Gainesville, FL (USA)",2000-03-25,high jump,20,M,0
2.25,Jacques FREITAG,1982-06-11,RSA,Cape Town (RSA),2000-03-31,high jump,17,M,0
2.25,Anthony IDIATA,1975-01-05,NGR,Cape Town (RSA),2000-03-31,high jump,25,M,0
2.25,Tim BELL,1979-09-07,USA,"Auburn, AL (USA)",2000-04-01,high jump,20,M,0
2.25,Ron NELSON,1980-01-15,USA,"Austin, TX (USA)",2000-04-08,high jump,20,M,0
2.25,Nathan LEEPER,1977-06-13,USA,"Azusa, CA (USA)",2000-04-08,high jump,22,M,0
2.25,Fabrício DE AZEVEDO ROMERO,1978-05-13,BRA,"Walnut, CA (USA)",2000-04-16,high jump,21,M,0
2.25,Kenny EVANS,1979-04-06,USA,"Walnut, CA (USA)",2000-04-16,high jump,21,M,0
2.25,Ray DOAKES,1973-08-12,USA,"Fayetteville, AR (USA)",2000-04-22,high jump,26,M,0
2.25,Dragutin TOPIĆ,1971-03-12,YUG,Fort-de-France (FRA),2000-04-29,high jump,29,M,0
2.25,Kenny EVANS,1979-04-06,USA,"Philadelphia, PA (USA)",2000-04-29,high jump,21,M,0
2.25,Abderrahmane HAMMAD,1977-05-27,ALG,"Knoxville, TN (USA)",2000-04-30,high jump,22,M,0
2.25,Takahiro KIMINO,1973-02-19,JPN,Shizuoka (JPN),2000-05-03,high jump,27,M,0
2.25,Takahisa YOSHIDA,1970-02-17,JPN,Shizuoka (JPN),2000-05-03,high jump,30,M,0
2.25,Gilmar MAYO,1969-09-30,COL,Bogotá (COL),2000-05-06,high jump,30,M,0
2.25,Tora HARRIS,1978-09-21,USA,"College Station, TX (USA)",2000-05-11,high jump,21,M,0
2.25,Jin-taek LEE,1972-04-13,KOR,Osaka (JPN),2000-05-13,high jump,28,M,0
2.25,Takahisa YOSHIDA,1970-02-17,JPN,Osaka (JPN),2000-05-13,high jump,30,M,0
2.25,Rod NEWTON,1976-11-03,USA,"Baton Rouge, LA (USA)",2000-05-14,high jump,23,M,0
2.25,Tim BELL,1979-09-07,USA,"Atlanta, GA (USA)",2000-05-20,high jump,20,M,0
2.25,Marc CHENN,1976-03-06,USA,"Provo, UT (USA)",2000-05-20,high jump,24,M,0
2.25,Stefan HOLM,1976-05-25,SWE,Kil (SWE),2000-05-28,high jump,24,M,0
2.25,Dave FURMAN,1978-11-05,USA,"Durham, NC (USA)",2000-06-03,high jump,21,M,0
2.25,Kenny EVANS,1979-04-06,USA,"Durham, NC (USA)",2000-06-03,high jump,21,M,0
2.25,Sergey KLYUGIN,1974-03-24,RUS,Tula (RUS),2000-06-04,high jump,26,M,0
2.25,Paweł GULCZ,1979-01-28,POL,Biala Podlaska (POL),2000-06-04,high jump,21,M,0
2.25,Lambros PAPAKOSTAS,1969-10-20,GRE,Rethymno (GRE),2000-06-10,high jump,30,M,0
2.25,Grzegorz SPOSÓB,1976-02-12,POL,Lublin (POL),2000-06-11,high jump,24,M,0
2.25,Toni HUIKURI,1979-09-17,FIN,Järvenpää (FIN),2000-06-11,high jump,20,M,0
2.25,Tomáš JANKŮ,1974-12-27,CZE,Praha (CZE),2000-06-15,high jump,25,M,0
2.25,Paul KLEMIC,1981-08-12,USA,"Raleigh, NC (USA)",2000-06-17,high jump,18,M,0
2.25,Jeremy FISCHER,1976-02-17,USA,"Raleigh, NC (USA)",2000-06-17,high jump,24,M,0
2.25,Henry PATTERSON,1975-05-27,USA,"Raleigh, NC (USA)",2000-06-17,high jump,25,M,0
2.25,Nathan LEEPER,1977-06-13,USA,"Raleigh, NC (USA)",2000-06-17,high jump,23,M,0
2.25,Wolfgang KREIßIG,1970-08-29,GER,Stuttgart (GER),2000-06-18,high jump,29,M,0
2.25,Oskari FRÖSÉN,1976-01-24,FIN,Kuortane (FIN),2000-06-24,high jump,24,M,0
2.25,Yaroslav RYBAKOV,1980-11-22,RUS,Cheboksary (RUS),2000-07-02,high jump,19,M,0
2.25,Yuriy PAKHLYAYEV,1974-12-20,KAZ,Bishkek (KGZ),2000-07-02,high jump,25,M,0
2.25,Henry PATTERSON,1975-05-27,USA,Zagreb (CRO),2000-07-03,high jump,25,M,0
2.25,Andriy SOKOLOVSKIY,1978-07-16,UKR,Zagreb (CRO),2000-07-03,high jump,21,M,0
2.25,Svatoslav TON,1978-10-20,CZE,Praha (CZE),2000-07-10,high jump,21,M,0
2.25,Wolfgang KREIßIG,1970-08-29,GER,"International Stadium, Gateshead (GBR)",2000-07-15,high jump,29,M,0
2.25,Jan JANKŮ,1971-08-10,CZE,Brno (CZE),2000-07-19,high jump,28,M,0
2.25,Svatoslav TON,1978-10-20,CZE,Brno (CZE),2000-07-19,high jump,21,M,0
2.25,Jacques FREITAG,1982-06-11,RSA,Budapest (HUN),2000-07-22,high jump,18,M,0
2.25,Ruslan HLYVYNSKY,1975-02-07,UKR,Budapest (HUN),2000-07-22,high jump,25,M,0
