Rank,Mark,WIND,Competitor,DOB,Unnamed: 5,Pos,Unnamed: 7,Venue,Date,Results Score,Age_category,Event
2860,6.79,+0.4,Kenyattia HACKWORTH,15 SEP 1993,USA,1,,"Charlottesville, VA (USA)",23 APR 2016,1171,senior,long jump
2860,6.79,+1.5,Juliet ITOYA,17 AUG 1986,ESP,1,,Salamanca (ESP),04 JUN 2016,1171,senior,long jump
2860,6.79,+0.5,Alexandra WESTER,21 MAR 1994,GER,1f1,,Oberteuringen (GER),05 JUN 2016,1171,senior,long jump
2860,6.79,+5.0,Sha'keela SAUNDERS,12 DEC 1993,USA,1q2,,"Hayward Field, Eugene, OR (USA)",01 JUL 2016,1141,senior,long jump
2860,6.79,-0.2,Ksenija BALTA,01 NOV 1986,EST,6,,"Estádio Olímpico, Rio de Janeiro (BRA)",17 AUG 2016,1172,senior,long jump
2860,6.79,,Claudia SALMAN-RATH,25 APR 1986,GER,4q,,"Kombank Arena, Beograd (SRB) (i)",04 MAR 2017,1171,senior,long jump
2860,6.79,,Ksenija BALTA,01 NOV 1986,EST,5,,"Kombank Arena, Beograd (SRB) (i)",05 MAR 2017,1171,senior,long jump
2860,6.79,+1.2,Sha'keela SAUNDERS,12 DEC 1993,USA,2,,"Baton Rouge, LA (USA)",28 APR 2017,1171,senior,long jump
2860,6.79,-0.1,Tianna BARTOLETTA,30 AUG 1985,USA,1,,"Todoroki Stadium, Kawasaki (JPN)",21 MAY 2017,1171,senior,long jump
2860,6.79,+0.2,Alexandra WESTER,21 MAR 1994,GER,1,,Garbsen (GER),21 MAY 2017,1171,senior,long jump
2860,6.79,+0.8,Tianna BARTOLETTA,30 AUG 1985,USA,1,,"Bislett Stadion, Oslo (NOR)",15 JUN 2017,1171,senior,long jump
2860,6.79,0.0,Tianna BARTOLETTA,30 AUG 1985,USA,1,,"Bregyó Athletic Center, Székesfehérvár (HUN)",04 JUL 2017,1171,senior,long jump
2860,6.79,-0.6,Ivana ŠPANOVIĆ,10 MAY 1990,SRB,1,,"Stade Olympique de la Pontaise, Lausanne (SUI)",06 JUL 2017,1174,senior,long jump
2860,6.79,-0.6,Brooke STRATTON,12 JUL 1993,AUS,3,,"Olympic Stadium, London (GBR)",09 JUL 2017,1174,senior,long jump
2860,6.79,+0.6,Christabel NETTEY,02 JUN 1991,CAN,2q1,,Gold Coast (AUS),11 APR 2018,1171,senior,long jump
2860,6.79,-0.1,Shara PROCTOR,16 SEP 1988,GBR,3,,"Stadion Śląski, Chorzów (POL)",08 JUN 2018,1171,senior,long jump
2860,6.79,,Ivana ŠPANOVIĆ,10 MAY 1990,SRB,1q,,"Emirates Arena, Glasgow (GBR) (i)",02 MAR 2019,1171,senior,long jump
2860,6.79,+3.6,Taika KOILAHTI,04 DEC 1998,FIN,1,,Lahti (FIN),05 JUN 2019,1150,senior,long jump
2860,6.79,+2.9,Yulimar ROJAS,21 OCT 1995,VEN,1,,Zaragoza (ESP),15 JUN 2019,1154,senior,long jump
2860,6.79,+4.8,Maryna BEKH-ROMANCHUK,18 JUL 1995,UKR,1,,Minsk (BLR),28 JUN 2019,1143,senior,long jump
2860,6.79,+1.7,Jasmine TODD,23 DEC 1993,USA,2,,"Drake Stadium, Des Moines, IA (USA)",27 JUL 2019,1171,senior,long jump
2860,6.79,+1.1,Maryna BEKH-ROMANCHUK,18 JUL 1995,UKR,1,,Lutsk (UKR),23 AUG 2019,1171,senior,long jump
2860,6.79,,Ese BRUME,20 JAN 1996,NGR,2,,"Mercedes-Benz Arena, Berlin (GER) (i)",14 FEB 2020,1171,senior,long jump
2860,6.79,,Nafissatou THIAM,19 AUG 1994,BEL,,,"Arena Stade Couvert, Liévin (FRA) (i)",01 MAR 2020,1171,senior,long jump
2860,6.79,+0.3,Maryna BEKH-ROMANCHUK,18 JUL 1995,UKR,3,,"Stadio Luigi Ridolfi, Firenze (ITA)",10 JUN 2021,1171,senior,long jump
2860,6.79,0.0,Akela JONES,22 APR 1995,BAR,2,,"Marietta HS, Marietta, GA (USA)",11 JUN 2021,1171,senior,long jump
2860,6.79,-0.7,Nastassia MIRONCHYK-IVANOVA,13 APR 1989,BLR,1,,"Filothei Stadium, Athina (GRE)",14 JUN 2021,1175,senior,long jump
2860,6.79,+1.2,Malaina PAYTON,16 OCT 1991,USA,5,,"Hayward Field, Eugene, OR (USA)",26 JUN 2021,1171,senior,long jump
2860,6.79,+1.0,Maryna BEKH-ROMANCHUK,18 JUL 1995,UKR,3,,"Olympiastadion, Stockholm (SWE)",04 JUL 2021,1171,senior,long jump
2860,6.79,-0.5,Maryna BEKH-ROMANCHUK,18 JUL 1995,UKR,1,,"Bregyó Athletic Center, Székesfehérvár (HUN)",06 JUL 2021,1174,senior,long jump
2860,6.79,+0.9,Darya KLISHINA,15 JAN 1991,ANA,2,,"Marietta HS, Marietta, GA (USA)",09 JUL 2021,1171,senior,long jump
2860,6.79,+0.8,Christabel NETTEY,02 JUN 1991,CAN,1,,"National Training Center, Clermont, FL (USA)",15 MAY 2022,1171,senior,long jump
2860,6.79,+0.4,Filippa FOTOPOULOU,20 DEC 1996,CYP,1,,"Kallithea, Athina (GRE)",25 MAY 2022,1171,senior,long jump
2860,6.79,-1.3,Alina ROTARU-KOTTMANN,05 JUN 1993,ROU,1,,"Sportanlage, Inneringen (GER)",05 JUN 2022,1178,senior,long jump
2860,6.79,-0.3,Malaika MIHAMBO,03 FEB 1994,GER,2,,"Stadio Olimpico, Roma (ITA)",09 JUN 2022,1172,senior,long jump
2860,6.79,+3.9,Lorraine UGEN,22 AUG 1991,GBR,1,,"Manchester Regional Arena, Manchester (GBR)",25 JUN 2022,1148,senior,long jump
2860,6.79,+2.2,Natalia LINARES,03 JAN 2003,COL,1,,Valledupar (COL),02 JUL 2022,1158,senior,long jump
2860,6.79,-0.2,Lorraine UGEN,22 AUG 1991,GBR,2q1,,"Alexander Stadium, Birmingham (GBR)",05 AUG 2022,1172,senior,long jump
2860,6.79,,Alysah HICKEY,08 MAY 2001,USA,1f6,,"Convention Center, Albuquerque, NM (USA) (i)",10 FEB 2023,1171,senior,long jump
2860,6.79,+2.4,Alyssa JONES,06 FEB 2004,USA,1,,"Hilmer Lodge Stadium, Walnut, CA (USA)",13 MAY 2023,1157,senior,long jump
2860,6.79,+2.5,Maryse LUZOLO,15 MAR 1995,GER,1,,"International Stadium, Yokohama (JPN)",21 MAY 2023,1156,senior,long jump
2860,6.79,+0.7,Larissa IAPICHINO,18 JUL 2002,ITA,1,,"Stadio Luigi Ridolfi, Firenze (ITA)",02 JUN 2023,1171,senior,long jump
2860,6.79,+1.1,Hilary KPATCHA,05 MAY 1998,FRA,1,,"Parc des Sports C. Ehrmann, Nice (FRA)",17 JUN 2023,1171,senior,long jump
2860,6.79,+2.8,Larissa IAPICHINO,18 JUL 2002,ITA,1,,"Pista Pietro Mennea, Agropoli (ITA)",18 JUN 2023,1155,senior,long jump
2860,6.79,-0.1,Marthe KOALA,08 MAR 1994,BUR,2,,"Egret Stadium, Xiamen (CHN)",02 SEP 2023,1171,senior,long jump
2860,6.79,+0.3,Prestina Oluchi OCHONOGOR,03 JUL 2006,NGR,1,,"UJ Esuene Stadium, Calabar (NGR)",30 APR 2024,1171,senior,long jump
2860,6.79,-0.1,Malaika MIHAMBO,03 FEB 1994,GER,1,,"Paul-Greifzu-Stadion, Dessau (GER)",24 MAY 2024,1171,senior,long jump
2860,6.79,+0.4,Ackelia SMITH,05 FEB 2002,JAM,1,,"Hayward Field, Eugene, OR (USA)",06 JUN 2024,1171,senior,long jump
2860,6.79,+2.9,Tiffany FLYNN,02 SEP 1995,USA,3,,"CVEATC, Chula Vista, CA (USA)",08 JUN 2024,1154,senior,long jump
2860,6.79,,Malaika MIHAMBO,03 FEB 1994,GER,1,,"Helmut-Körnig-Halle, Dortmund (GER) (i)",18 JAN 2025,1171,senior,long jump
2860,6.79,,Mikaelle ASSANI,18 AUG 2002,GER,2,,"Europahalle, Karlsruhe (GER) (i)",07 FEB 2025,1171,senior,long jump
2860,6.79,,Jasmine MOORE,01 MAY 2001,USA,1,,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",14 FEB 2025,1171,senior,long jump
2860,6.79,,Malaika MIHAMBO,03 FEB 1994,GER,1,,"Helmut-Körnig-Halle, Dortmund (GER) (i)",23 FEB 2025,1171,senior,long jump
2860,6.79,,Yelena SOKOLOVA,23 JUL 1986,RUS,1,,"LFK CSKA, Moskva (RUS) (i)",01 MAR 2025,1171,senior,long jump
2860,6.79,+2.4,Sydney JOHNSON,,USA,1,,"Anteater Stadium, Irvine, CA (USA)",28 MAR 2025,1157,senior,long jump
2860,6.79,+0.9,Claire BRYANT,25 AUG 2001,USA,1,,"National Stadium, Gaborone (BOT)",12 APR 2025,1171,senior,long jump
2860,6.79,-0.4,Hilary KPATCHA,05 MAY 1998,FRA,1,,"Stade Philippe Mahut, Fontainebleau (FRA)",13 JUN 2025,1173,senior,long jump
2860,6.79,+1.9,Evelyn YANKEY,02 SEP 2003,ESP,1,,"Estadio Los Pajaritos, Soria (ESP)",15 JUN 2025,1171,senior,long jump
2860,6.79,+1.7,Ese BRUME,20 JAN 1996,NGR,2,,"CVEATC, Chula Vista, CA (USA)",29 JUN 2025,1171,senior,long jump
2860,6.79,+0.5,Fátima DIAME,22 SEP 1996,ESP,1,,"Altamira estadioa, Ordizia (ESP)",05 JUL 2025,1171,senior,long jump
2860,6.79,+0.4,Lex BROWN,26 APR 2001,USA,6,,"Hayward Field, Eugene, OR (USA)",31 JUL 2025,1171,senior,long jump
2860,6.79,-0.1,Taliyah BROOKS,08 FEB 1995,USA,1ce1,,"National Stadium, Tokyo (JPN)",20 SEP 2025,1171,senior,long jump
3038,6.78,+0.6,Heidemarie ROSENDAHL,14 FEB 1947,FRG,1,,"Olympiastadion, München (GER)",31 AUG 1972,1169,senior,long jump
3038,6.78,+2.5,Angela VOIGT,18 MAY 1951,GDR,2,,Dresden (GER),19 MAY 1976,1154,senior,long jump
3038,6.78,,Kathy MCMILLAN,07 NOV 1957,USA,1,,"Westwood, CA (USA)",12 JUN 1976,1169,senior,long jump
3038,6.78,+2.1,Kathy MCMILLAN,07 NOV 1957,USA,1,,"Eugene, OR (USA)",19 JUN 1976,1157,senior,long jump
3038,6.78,,Vilma BARDAUSKIENÉ,15 JUN 1953,URS,1,,Kishinev (URS),11 SEP 1977,1169,senior,long jump
3038,6.78,NWI,Heike SCHULTE-MATTLER,27 MAY 1958,FRG,2,,Warszawa (POL),09 JUN 1980,1139,senior,long jump
3038,6.78,,Lidiya ALFEYEVA,17 JAN 1946,URS,1q2,,"Lenin Stadium, Moskva (URS)",30 JUL 1980,1169,senior,long jump
3038,6.78,,Heike DAUTE,16 DEC 1964,GDR,1,,Budapest (HUN) (i),12 FEB 1983,1169,senior,long jump
3038,6.78,+1.6,Carol LEWIS,08 AUG 1963,USA,1q1,,"Olympiastadion, Helsinki (FIN)",13 AUG 1983,1169,senior,long jump
3038,6.78,,Yelena CHICHEROVA,09 AUG 1958,URS,1,,Odessa (URS),08 SEP 1983,1169,senior,long jump
3038,6.78,,Heike DAUTE,16 DEC 1964,GDR,1,,Cosford (GBR) (i),04 FEB 1984,1169,senior,long jump
3038,6.78,,Sigrid ULBRICHT,25 JUL 1958,GDR,5,,Berlin (GER),09 JUN 1984,1169,senior,long jump
3038,6.78,,Natalya POZDINA,,URS,2,,Kazan (URS),14 JUL 1984,1169,senior,long jump
3038,6.78,,Angela THACKER,27 JUN 1964,USA,1,,"San Diego, CA (USA)",30 JUL 1984,1169,senior,long jump
3038,6.78,+2.2,Angela THACKER,27 JUN 1964,USA,4,,"Memorial Coliseum, Los Angeles, CA (USA)",09 AUG 1984,1156,senior,long jump
3038,6.78,NWI,Carol LEWIS,08 AUG 1963,USA,2,,Budapest (HUN),20 AUG 1984,1139,senior,long jump
3038,6.78,+2.1,Eva MURKOVÁ,29 MAY 1962,TCH,1,,Catania (ITA),07 SEP 1984,1157,senior,long jump
3038,6.78,,Carol LEWIS,08 AUG 1963,USA,1,,"Dallas, TX (USA) (i)",02 FEB 1985,1169,senior,long jump
3038,6.78,,Yelena OBIZHAYEVA,09 OCT 1960,URS,2,,Moskva (URS) (i),08 FEB 1985,1169,senior,long jump
3038,6.78,,Galina CHISTYAKOVA,26 JUL 1962,URS,1,,London (GBR),20 JUL 1985,1169,senior,long jump
3038,6.78,,Nadine FOURCADE,25 FEB 1963,FRA,1,,Paris (FRA) (i),11 JAN 1986,1169,senior,long jump
3038,6.78,,Irena OZHENKO,13 NOV 1962,URS,2,,Kaunas (LTU) (i),26 JAN 1987,1169,senior,long jump
3038,6.78,,Larisa BEREZHNAYA,28 FEB 1961,URS,3,,Penza (URS) (i),06 FEB 1987,1169,senior,long jump
3038,6.78,NWI,Sofiya BOZHANOVA,04 OCT 1967,BUL,1,,Sofia (BUL),20 JUN 1987,1139,senior,long jump
3038,6.78,NWI,Eva MURKOVÁ,29 MAY 1962,TCH,2,,Praha (TCH),23 JUN 1987,1139,senior,long jump
3038,6.78,NWI,Galina CHISTYAKOVA,26 JUL 1962,URS,3,,Helsinki (FIN),02 JUL 1987,1139,senior,long jump
3038,6.78,,Lyudmila NINOVA,25 JUN 1960,BUL,2,,Zagreb (CRO),19 JUL 1987,1169,senior,long jump
3038,6.78,NWI,Eva MURKOVÁ,29 MAY 1962,TCH,1,,Třinec (TCH),16 AUG 1987,1139,senior,long jump
3038,6.78,NWI,Tsetska KANCHEVA,07 AUG 1963,BUL,1,,Pleven (BUL),09 JUL 1988,1139,senior,long jump
3038,6.78,+3.3,Anu KALJURAND,16 APR 1969,URS,2,,"Laurentian University Stadium, Sudbury (CAN)",30 JUL 1988,1150,senior,long jump
3038,6.78,NWI,Ludmila NINOVA,25 JUN 1960,BUL,1,,Sofia (BUL),20 AUG 1988,1139,senior,long jump
3038,6.78,-0.7,Marieta ILCU,16 OCT 1962,ROU,1,,"Stadio Adriatico, Pescara (ITA)",19 JUL 1989,1173,senior,long jump
3038,6.78,NWI,Larisa BEREZHNAYA,28 FEB 1961,URS,1,,Malmö (SWE),10 AUG 1989,1139,senior,long jump
3038,6.78,NWI,Natalya SHMELYOVA,1966,URS,1,,Baku (AZE),23 SEP 1989,1139,senior,long jump
3038,6.78,NWI,Marieta ILCU,16 OCT 1962,ROU,3,,Athina (GRE),07 SEP 1990,1139,senior,long jump
3038,6.78,,Ringa ROPO-JUNNILA,16 FEB 1966,FIN,1,,Stockholm (SWE) (i),19 FEB 1991,1169,senior,long jump
3038,6.78,,Erica JOHANSSON,05 FEB 1974,SWE,1,,Malmö (SWE) (i),21 FEB 1993,1169,senior,long jump
3038,6.78,,Ludmila NINOVA,25 JUN 1960,AUT,2,,"Palais Omnisports de Paris-Bercy, Paris (FRA) (i)",11 MAR 1994,1169,senior,long jump
3038,6.78,+0.8,Fiona MAY,12 DEC 1969,ITA,3,,"New York, NY (USA)",22 MAY 1994,1169,senior,long jump
3038,6.78,+1.4,Rita INÁNCSI,06 JAN 1971,HUN,ce,,Götzis (AUT),29 MAY 1994,1169,senior,long jump
3038,6.78,+2.3,Niurka MONTALVO,04 JUN 1968,CUB,3,,Sevilla (ESP),05 JUN 1994,1156,senior,long jump
3038,6.78,+1.8,Lyudmila GALKINA,20 JAN 1972,RUS,4,,"Bislett Stadion, Oslo (NOR)",22 JUL 1994,1169,senior,long jump
3038,6.78,0.0,Ludmila NINOVA,25 JUN 1960,AUT,4,,Paris (FRA),03 SEP 1994,1169,senior,long jump
3038,6.78,,Ludmila NINOVA,25 JUN 1960,AUT,1,,Zagreb (CRO),22 JUN 1995,1169,senior,long jump
3038,6.78,+1.0,Olga RUBLYOVA,28 OCT 1974,RUS,4,,"Ullevi Stadium, Göteborg (SWE)",06 AUG 1995,1169,senior,long jump
3038,6.78,+0.2,Nina PEREVEDENTSEVA,02 MAY 1964,RUS,4,,St. Petersburg (RUS),04 JUL 1996,1169,senior,long jump
3038,6.78,,Linda FERGA-KHODADIN,24 DEC 1976,FRA,2,,Liévin (FRA) (i),16 FEB 1997,1169,senior,long jump
3038,6.78,0.0,Yelena LEMESHEVSKAYA,31 MAY 1973,BLR,1,,Minsk (BLR),04 JUN 1997,1169,senior,long jump
3038,6.78,+2.5,Dawn BURRELL,01 NOV 1973,USA,q,,"Indianapolis, IN (USA)",14 JUN 1997,1154,senior,long jump
3038,6.78,+2.4,Tünde VASZI,18 APR 1972,HUN,5,,Villeneuve d'Ascq (FRA),29 JUN 1997,1155,senior,long jump
3038,6.78,-0.1,Susen TIEDTKE,23 JAN 1969,GER,6,,"Olympic Stadium, Athina (GRE)",09 AUG 1997,1169,senior,long jump
3038,6.78,-0.5,Olena SHEKHOVTSOVA,31 MAY 1972,UKR,1,,Catania (ITA),28 AUG 1997,1172,senior,long jump
3038,6.78,,Tatyana TER-MESROBYAN,12 MAY 1968,RUS,1,,St. Petersburg (RUS) (i),04 FEB 1998,1169,senior,long jump
3038,6.78,,Niki XANTHOU,11 OCT 1973,GRE,2,,Pireaus (GRE) (i),21 FEB 1998,1169,senior,long jump
3038,6.78,,Chioma AJUNWA,25 DEC 1971,NGR,1,,Maebashi (JPN) (i),07 MAR 1998,1169,senior,long jump
3038,6.78,+1.3,Susen TIEDTKE,23 JAN 1969,GER,3,,Chemnitz (GER),20 MAY 1998,1169,senior,long jump
3038,6.78,+1.8,Magdalena KHRISTOVA,25 FEB 1977,BUL,1,,Sofia (BUL),21 JUN 1998,1169,senior,long jump
3038,6.78,+0.1,Niurka MONTALVO,04 JUN 1968,CUB,1,,Madrid (ESP),07 JUL 1998,1169,senior,long jump
3038,6.78,0.0,Shana WILLIAMS,07 APR 1972,USA,1,,"St. Louis, MO (USA)",25 JUL 1998,1169,senior,long jump
3038,6.78,+1.3,Tatyana TER-MESROBYAN,12 MAY 1968,RUS,3,,Moskva (RUS),01 AUG 1998,1169,senior,long jump
3038,6.78,+0.1,Dawn BURRELL,01 NOV 1973,USA,6,,Zürich (SUI),12 AUG 1998,1169,senior,long jump
3038,6.78,-0.5,Chioma AJUNWA,25 DEC 1971,NGR,1,,Dakar (SEN),20 AUG 1998,1172,senior,long jump
3038,6.78,+0.1,Heike DRECHSLER,16 DEC 1964,GER,1,,Bruxelles (BEL),28 AUG 1998,1169,senior,long jump
3038,6.78,,Tatyana TER-MESROBYAN,12 MAY 1968,RUS,1,,St. Petersburg (RUS) (i),26 JAN 1999,1169,senior,long jump
3038,6.78,,Iva PRANDZHEVA,15 FEB 1972,BUL,3,,"Green Dome, Maebashi (JPN) (i)",06 MAR 1999,1169,senior,long jump
3038,6.78,-0.6,Olena KHLOPOTNOVA,04 AUG 1963,UKR,1,,Almaty (KAZ),22 MAY 1999,1172,senior,long jump
3038,6.78,+0.6,Susen TIEDTKE,23 JAN 1969,GER,1,,Bad Langensalza (GER),12 JUN 1999,1169,senior,long jump
3038,6.78,+0.8,Eunice BARBER,17 NOV 1974,FRA,2,,Villeneuve d'Ascq (FRA),13 JUN 1999,1169,senior,long jump
3038,6.78,0.0,Yelena PERSHINA,24 DEC 1963,KAZ,1,,Rhede (GER),18 JUN 1999,1169,senior,long jump
3038,6.78,+1.6,Marion JONES,12 OCT 1975,USA,2,,"Eugene, OR (USA)",25 JUN 1999,1169,senior,long jump
3038,6.78,+2.3,Heike DRECHSLER,16 DEC 1964,GER,1,,Sotteville-lès-Rouen (FRA),06 JUL 1999,1156,senior,long jump
3038,6.78,+0.5,Marion JONES,12 OCT 1975,USA,2,,Linz (AUT),26 JUL 1999,1169,senior,long jump
3038,6.78,-0.2,Niurka MONTALVO,04 JUN 1968,ESP,2q1,,"La Cartuja, Sevilla (ESP)",21 AUG 1999,1170,senior,long jump
3038,6.78,,Niurka MONTALVO,04 JUN 1968,ESP,1,,Valencia (ESP) (i),02 FEB 2000,1169,senior,long jump
3038,6.78,+2.1,Elva GOULBOURNE,21 JAN 1980,JAM,1,,"Mesa, AZ (USA)",11 MAR 2000,1157,senior,long jump
3038,6.78,+2.0,Susen TIEDTKE,23 JAN 1969,GER,1,,Wesel (GER),12 JUN 2000,1169,senior,long jump
3038,6.78,,Susen TIEDTKE,23 JAN 1969,GER,1,,Bad Langensalza (GER),01 JUL 2000,1169,senior,long jump
3038,6.78,+0.4,Valentīna GOTOVSKA,03 SEP 1965,LAT,3,,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 2000,1169,senior,long jump
3038,6.78,+0.8,Erica JOHANSSON,05 FEB 1974,SWE,2,,Stockholm (SWE),01 AUG 2000,1169,senior,long jump
3038,6.78,+0.2,Heike DRECHSLER,16 DEC 1964,GER,2,,"Stade Louis II, Monaco (MON)",18 AUG 2000,1169,senior,long jump
3038,6.78,,Niki XANTHOU,11 OCT 1973,GRE,1,,Kalamata (GRE),19 AUG 2000,1169,senior,long jump
3038,6.78,+0.7,Olena SHEKHOVTSOVA,31 MAY 1972,UKR,1,,Patra (GRE),02 SEP 2000,1169,senior,long jump
3038,6.78,+2.3,Erica JOHANSSON,05 FEB 1974,SWE,1,,Helsinki (FIN),03 SEP 2000,1156,senior,long jump
3038,6.78,+1.9,Jackie EDWARDS,14 APR 1971,BAH,1,,"Palo Alto, CA (USA)",31 MAR 2001,1169,senior,long jump
3038,6.78,0.0,Niurka MONTALVO,04 JUN 1968,ESP,1,,Madrid (ESP),26 MAY 2001,1169,senior,long jump
3038,6.78,+0.8,Kumiko IMURA,10 JAN 1981,JPN,2,,Tokyo (JPN),10 JUN 2001,1169,senior,long jump
3038,6.78,0.0,Tatyana KOTOVA,11 DEC 1976,RUS,1,,"Stadio Olimpico, Roma (ITA)",29 JUN 2001,1169,senior,long jump
3038,6.78,+1.9,Niurka MONTALVO,04 JUN 1968,ESP,5,,"Queensland Sport and Athletics Centre, Nathan, Brisbane (AUS)",07 SEP 2001,1169,senior,long jump
3038,6.78,+0.2,Tünde VASZI,18 APR 1972,HUN,2,,Athina (GRE),10 JUN 2002,1169,senior,long jump
3038,6.78,+4.0,Niurka MONTALVO,04 JUN 1968,ESP,1,,Salamanca (ESP),21 JUL 2002,1145,senior,long jump
3038,6.78,+0.7,Maurren Higa MAGGI,25 JUN 1976,BRA,1,,London (GBR),23 AUG 2002,1169,senior,long jump
3038,6.78,,Concepción MONTANER,14 JAN 1981,ESP,1,,Valencia (ESP) (i),01 MAR 2003,1169,senior,long jump
3038,6.78,+1.9,Aisha JAMES,12 MAR 1981,TTO,1,,"Des Moines, IA (USA)",26 APR 2003,1169,senior,long jump
3038,6.78,+2.0,Oksana UDMURTOVA,01 FEB 1982,RUS,2,,Cheboksary (RUS),28 JUN 2003,1169,senior,long jump
3038,6.78,+0.3,Tatyana KOTOVA,11 DEC 1976,RUS,2,,Tula (RUS),09 AUG 2003,1169,senior,long jump
3038,6.78,0.0,Eunice BARBER,17 NOV 1974,FRA,1q2,,"Stade de France, Paris-St-Denis (FRA)",28 AUG 2003,1169,senior,long jump
3038,6.78,+3.1,Kerrie PERKINS,02 APR 1979,AUS,1,,Perth (AUS),10 JAN 2004,1151,senior,long jump
3038,6.78,,Olga RUBLYOVA,28 OCT 1974,RUS,3,,Moskva (RUS) (i),19 FEB 2004,1169,senior,long jump
3038,6.78,,Tatyana LEBEDEVA,21 JUL 1976,RUS,1q1,,"Sportaréna, Budapest (HUN) (i)",06 MAR 2004,1169,senior,long jump
3038,6.78,+2.3,Kéne NDOYE,20 NOV 1978,SEN,1,,Dakar (SEN),20 MAY 2004,1156,senior,long jump
3038,6.78,+1.0,Antonia STOYANOVA,17 AUG 1976,BUL,1,,Plovdiv (BUL),20 JUN 2004,1169,senior,long jump
3038,6.78,+0.4,Carolina KLÜFT,02 FEB 1983,SWE,1ce2,,"Olympic Stadium, Athina (GRE)",21 AUG 2004,1169,senior,long jump
3038,6.78,+3.3,Tünde VASZI,18 APR 1972,HUN,2,,Rieti (ITA),05 SEP 2004,1150,senior,long jump
3038,6.78,,Tianna MADISON,30 AUG 1985,USA,1,,"Fayetteville, AR (USA) (i)",11 MAR 2005,1169,senior,long jump
3038,6.78,0.0,Yingnan GUAN,25 APR 1977,CHN,1,,Zhongshan (CHN),24 APR 2005,1169,senior,long jump
3038,6.78,+3.4,Eunice BARBER,17 NOV 1974,FRA,1ce1,,Arles (FRA),05 JUN 2005,1149,senior,long jump
3038,6.78,+3.0,Elva GOULBOURNE,21 JAN 1980,JAM,2,,Nassau (BAH),11 JUL 2005,1151,senior,long jump
3038,6.78,+0.6,Natalya LEBUSOVA,04 APR 1978,RUS,3,,Tula (RUS),13 JUL 2005,1169,senior,long jump
3038,6.78,+0.4,Lyudmila KOLCHANOVA,01 OCT 1979,RUS,1,,"Olympic Stadium, Athina (GRE)",17 SEP 2006,1169,senior,long jump
3038,6.78,0.0,Lela NELSON,19 MAY 1983,USA,ce,,Filderstadt (GER),19 AUG 2007,1169,senior,long jump
3038,6.78,+0.6,Tatyana LEBEDEVA,21 JUL 1976,RUS,1,,"Gottlieb-Daimler Stadion, Stuttgart (GER)",22 SEP 2007,1169,senior,long jump
3038,6.78,,Tatyana KOTOVA,11 DEC 1976,RUS,4,,Stockholm (SWE) (i),21 FEB 2008,1169,senior,long jump
3038,6.78,+4.0,Blessing OKAGBARE,09 OCT 1988,NGR,1,,"El Paso, TX (USA)",29 MAR 2008,1145,senior,long jump
3038,6.78,+1.0,Brittney REESE,09 SEP 1986,USA,1,,"Oxford, MS (USA)",12 APR 2008,1169,senior,long jump
3038,6.78,+1.6,Tatyana CHERNOVA,29 JAN 1988,RUS,1ce1,,"Mösle-Stadium, Götzis (AUT)",01 JUN 2008,1169,senior,long jump
3038,6.78,+1.8,Nina KOLARIČ,12 DEC 1986,SLO,1,,Ptuj (SLO),29 JUN 2008,1169,senior,long jump
3038,6.78,+0.3,Keila COSTA,06 FEB 1983,BRA,2,,Rio de Janeiro (BRA),17 MAY 2009,1169,senior,long jump
3038,6.78,+2.5,Ruky ABDULAI,08 AUG 1982,CAN,1,,"Icahn Stadium, New York, NY (USA)",30 MAY 2009,1154,senior,long jump
3038,6.78,+0.6,Irina MELESHINA,25 MAY 1982,RUS,2,,Cheboksary (RUS),24 JUL 2009,1169,senior,long jump
3038,6.78,+0.2,Olga KUCHERENKO,05 NOV 1985,RUS,3,,Cheboksary (RUS),24 JUL 2009,1169,senior,long jump
3038,6.78,0.0,Brittney REESE,09 SEP 1986,USA,1q2,,"Olympiastadion, Berlin (GER)",21 AUG 2009,1169,senior,long jump
3038,6.78,,Brianna GLENN,18 APR 1980,USA,2,,"Albuquerque, NM (USA) (i)",28 FEB 2010,1169,senior,long jump
3038,6.78,+1.3,Naide GOMES,20 NOV 1979,POR,2,,"Bislett Stadion, Oslo (NOR)",04 JUN 2010,1169,senior,long jump
3038,6.78,+2.1,Nastassia MIRONCHYK-IVANOVA,13 APR 1989,BLR,1,,Minsk (BLR),04 JUN 2010,1157,senior,long jump
3038,6.78,+3.2,Brianna GLENN,18 APR 1980,USA,1,,"Icahn Stadium, New York, NY (USA)",12 JUN 2010,1150,senior,long jump
3038,6.78,+1.3,Éloyse LESUEUR-AYMONIN,15 JUL 1988,FRA,1,,"Fana Stadion, Bergen (NOR)",20 JUN 2010,1169,senior,long jump
3038,6.78,+0.9,Ivana ŠPANOVIĆ,10 MAY 1990,SRB,1,,Beograd (SRB),20 JUN 2010,1169,senior,long jump
3038,6.78,+1.5,Olga KUCHERENKO,05 NOV 1985,RUS,3,,Saransk (RUS),13 JUL 2010,1169,senior,long jump
3038,6.78,+3.5,Viktoriya RYBALKO,26 OCT 1982,UKR,4,,"Estadio Olímpico, Barcelona (ESP)",28 JUL 2010,1148,senior,long jump
