Mark,WIND,Competitor,DOB,Nat,Venue,Date,Age_category,Event,Age,Gender,is_indoor
6.78,0.0,Heike DAUTE,1964-12-16,GDR,Cosford (GBR) (i),1984-02-04,senior,long jump,19,F,1
6.78,0.0,Sigrid ULBRICHT,1958-07-25,GDR,Berlin (GER),1984-06-09,senior,long jump,25,F,0
6.78,0.0,Angela THACKER,1964-06-27,USA,"San Diego, CA (USA)",1984-07-30,senior,long jump,20,F,0
6.78,+2.2,Angela THACKER,1964-06-27,USA,"Memorial Coliseum, Los Angeles, CA (USA)",1984-08-09,senior,long jump,20,F,0
6.78,NWI,Carol LEWIS,1963-08-08,USA,Budapest (HUN),1984-08-20,senior,long jump,21,F,0
6.78,+2.1,Eva MURKOVÁ,1962-05-29,TCH,Catania (ITA),1984-09-07,senior,long jump,22,F,0
6.78,0.0,Carol LEWIS,1963-08-08,USA,"Dallas, TX (USA) (i)",1985-02-02,senior,long jump,21,F,1
6.78,0.0,Yelena OBIZHAYEVA,1960-10-09,URS,Moskva (URS) (i),1985-02-08,senior,long jump,24,F,1
6.78,0.0,Galina CHISTYAKOVA,1962-07-26,URS,London (GBR),1985-07-20,senior,long jump,22,F,0
6.78,0.0,Nadine FOURCADE,1963-02-25,FRA,Paris (FRA) (i),1986-01-11,senior,long jump,22,F,1
6.78,0.0,Irena OZHENKO,1962-11-13,URS,Kaunas (LTU) (i),1987-01-26,senior,long jump,24,F,1
6.78,0.0,Larisa BEREZHNAYA,1961-02-28,URS,Penza (URS) (i),1987-02-06,senior,long jump,25,F,1
6.78,NWI,Sofiya BOZHANOVA,1967-10-04,BUL,Sofia (BUL),1987-06-20,senior,long jump,19,F,0
6.78,NWI,Eva MURKOVÁ,1962-05-29,TCH,Praha (TCH),1987-06-23,senior,long jump,25,F,0
6.78,NWI,Galina CHISTYAKOVA,1962-07-26,URS,Helsinki (FIN),1987-07-02,senior,long jump,24,F,0
6.78,0.0,Lyudmila NINOVA,1960-06-25,BUL,Zagreb (CRO),1987-07-19,senior,long jump,27,F,0
6.78,NWI,Eva MURKOVÁ,1962-05-29,TCH,Třinec (TCH),1987-08-16,senior,long jump,25,F,0
6.78,NWI,Tsetska KANCHEVA,1963-08-07,BUL,Pleven (BUL),1988-07-09,senior,long jump,24,F,0
6.78,+3.3,Anu KALJURAND,1969-04-16,URS,"Laurentian University Stadium, Sudbury (CAN)",1988-07-30,senior,long jump,19,F,0
6.78,NWI,Ludmila NINOVA,1960-06-25,BUL,Sofia (BUL),1988-08-20,senior,long jump,28,F,0
6.78,-0.7,Marieta ILCU,1962-10-16,ROU,"Stadio Adriatico, Pescara (ITA)",1989-07-19,senior,long jump,26,F,0
6.78,NWI,Larisa BEREZHNAYA,1961-02-28,URS,Malmö (SWE),1989-08-10,senior,long jump,28,F,0
6.78,NWI,Natalya SHMELYOVA,1966-01-01,URS,Baku (AZE),1989-09-23,senior,long jump,23,F,0
6.78,NWI,Marieta ILCU,1962-10-16,ROU,Athina (GRE),1990-09-07,senior,long jump,27,F,0
6.78,0.0,Ringa ROPO-JUNNILA,1966-02-16,FIN,Stockholm (SWE) (i),1991-02-19,senior,long jump,25,F,1
6.78,0.0,Erica JOHANSSON,1974-02-05,SWE,Malmö (SWE) (i),1993-02-21,senior,long jump,19,F,1
6.78,0.0,Ludmila NINOVA,1960-06-25,AUT,"Palais Omnisports de Paris-Bercy, Paris (FRA) (i)",1994-03-11,senior,long jump,33,F,1
6.78,+0.8,Fiona MAY,1969-12-12,ITA,"New York, NY (USA)",1994-05-22,senior,long jump,24,F,0
6.78,+1.4,Rita INÁNCSI,1971-01-06,HUN,Götzis (AUT),1994-05-29,senior,long jump,23,F,0
6.78,+2.3,Niurka MONTALVO,1968-06-04,CUB,Sevilla (ESP),1994-06-05,senior,long jump,26,F,0
6.78,+1.8,Lyudmila GALKINA,1972-01-20,RUS,"Bislett Stadion, Oslo (NOR)",1994-07-22,senior,long jump,22,F,0
6.78,0.0,Ludmila NINOVA,1960-06-25,AUT,Paris (FRA),1994-09-03,senior,long jump,34,F,0
6.78,0.0,Ludmila NINOVA,1960-06-25,AUT,Zagreb (CRO),1995-06-22,senior,long jump,34,F,0
6.78,+1.0,Olga RUBLYOVA,1974-10-28,RUS,"Ullevi Stadium, Göteborg (SWE)",1995-08-06,senior,long jump,20,F,0
6.78,+0.2,Nina PEREVEDENTSEVA,1964-05-02,RUS,St. Petersburg (RUS),1996-07-04,senior,long jump,32,F,0
6.78,0.0,Linda FERGA-KHODADIN,1976-12-24,FRA,Liévin (FRA) (i),1997-02-16,senior,long jump,20,F,1
6.78,0.0,Yelena LEMESHEVSKAYA,1973-05-31,BLR,Minsk (BLR),1997-06-04,senior,long jump,24,F,0
6.78,+2.5,Dawn BURRELL,1973-11-01,USA,"Indianapolis, IN (USA)",1997-06-14,senior,long jump,23,F,0
6.78,+2.4,Tünde VASZI,1972-04-18,HUN,Villeneuve d'Ascq (FRA),1997-06-29,senior,long jump,25,F,0
6.78,-0.1,Susen TIEDTKE,1969-01-23,GER,"Olympic Stadium, Athina (GRE)",1997-08-09,senior,long jump,28,F,0
6.78,-0.5,Olena SHEKHOVTSOVA,1972-05-31,UKR,Catania (ITA),1997-08-28,senior,long jump,25,F,0
6.78,0.0,Tatyana TER-MESROBYAN,1968-05-12,RUS,St. Petersburg (RUS) (i),1998-02-04,senior,long jump,29,F,1
6.78,0.0,Niki XANTHOU,1973-10-11,GRE,Pireaus (GRE) (i),1998-02-21,senior,long jump,24,F,1
6.78,0.0,Chioma AJUNWA,1971-12-25,NGR,Maebashi (JPN) (i),1998-03-07,senior,long jump,26,F,1
6.78,+1.3,Susen TIEDTKE,1969-01-23,GER,Chemnitz (GER),1998-05-20,senior,long jump,29,F,0
6.78,+1.8,Magdalena KHRISTOVA,1977-02-25,BUL,Sofia (BUL),1998-06-21,senior,long jump,21,F,0
6.78,+0.1,Niurka MONTALVO,1968-06-04,CUB,Madrid (ESP),1998-07-07,senior,long jump,30,F,0
6.78,0.0,Shana WILLIAMS,1972-04-07,USA,"St. Louis, MO (USA)",1998-07-25,senior,long jump,26,F,0
6.78,+1.3,Tatyana TER-MESROBYAN,1968-05-12,RUS,Moskva (RUS),1998-08-01,senior,long jump,30,F,0
6.78,+0.1,Dawn BURRELL,1973-11-01,USA,Zürich (SUI),1998-08-12,senior,long jump,24,F,0
6.78,-0.5,Chioma AJUNWA,1971-12-25,NGR,Dakar (SEN),1998-08-20,senior,long jump,26,F,0
6.78,+0.1,Heike DRECHSLER,1964-12-16,GER,Bruxelles (BEL),1998-08-28,senior,long jump,33,F,0
6.78,0.0,Tatyana TER-MESROBYAN,1968-05-12,RUS,St. Petersburg (RUS) (i),1999-01-26,senior,long jump,30,F,1
6.78,0.0,Iva PRANDZHEVA,1972-02-15,BUL,"Green Dome, Maebashi (JPN) (i)",1999-03-06,senior,long jump,27,F,1
6.78,-0.6,Olena KHLOPOTNOVA,1963-08-04,UKR,Almaty (KAZ),1999-05-22,senior,long jump,35,F,0
6.78,+0.6,Susen TIEDTKE,1969-01-23,GER,Bad Langensalza (GER),1999-06-12,senior,long jump,30,F,0
6.78,+0.8,Eunice BARBER,1974-11-17,FRA,Villeneuve d'Ascq (FRA),1999-06-13,senior,long jump,24,F,0
6.78,0.0,Yelena PERSHINA,1963-12-24,KAZ,Rhede (GER),1999-06-18,senior,long jump,35,F,0
6.78,+1.6,Marion JONES,1975-10-12,USA,"Eugene, OR (USA)",1999-06-25,senior,long jump,23,F,0
6.78,+2.3,Heike DRECHSLER,1964-12-16,GER,Sotteville-lès-Rouen (FRA),1999-07-06,senior,long jump,34,F,0
6.78,+0.5,Marion JONES,1975-10-12,USA,Linz (AUT),1999-07-26,senior,long jump,23,F,0
6.78,-0.2,Niurka MONTALVO,1968-06-04,ESP,"La Cartuja, Sevilla (ESP)",1999-08-21,senior,long jump,31,F,0
6.78,0.0,Niurka MONTALVO,1968-06-04,ESP,Valencia (ESP) (i),2000-02-02,senior,long jump,31,F,1
6.78,+2.1,Elva GOULBOURNE,1980-01-21,JAM,"Mesa, AZ (USA)",2000-03-11,senior,long jump,20,F,0
6.78,+2.0,Susen TIEDTKE,1969-01-23,GER,Wesel (GER),2000-06-12,senior,long jump,31,F,0
6.78,0.0,Susen TIEDTKE,1969-01-23,GER,Bad Langensalza (GER),2000-07-01,senior,long jump,31,F,0
6.78,+0.4,Valentīna GOTOVSKA,1965-09-03,LAT,"Stade Olympique de la Pontaise, Lausanne (SUI)",2000-07-05,senior,long jump,34,F,0
6.78,+0.8,Erica JOHANSSON,1974-02-05,SWE,Stockholm (SWE),2000-08-01,senior,long jump,26,F,0
6.78,+0.2,Heike DRECHSLER,1964-12-16,GER,"Stade Louis II, Monaco (MON)",2000-08-18,senior,long jump,35,F,0
6.78,0.0,Niki XANTHOU,1973-10-11,GRE,Kalamata (GRE),2000-08-19,senior,long jump,26,F,0
6.78,+0.7,Olena SHEKHOVTSOVA,1972-05-31,UKR,Patra (GRE),2000-09-02,senior,long jump,28,F,0
6.78,+2.3,Erica JOHANSSON,1974-02-05,SWE,Helsinki (FIN),2000-09-03,senior,long jump,26,F,0
6.78,+1.9,Jackie EDWARDS,1971-04-14,BAH,"Palo Alto, CA (USA)",2001-03-31,senior,long jump,29,F,0
6.78,0.0,Niurka MONTALVO,1968-06-04,ESP,Madrid (ESP),2001-05-26,senior,long jump,32,F,0
6.78,+0.8,Kumiko IMURA,1981-01-10,JPN,Tokyo (JPN),2001-06-10,senior,long jump,20,F,0
6.78,0.0,Tatyana KOTOVA,1976-12-11,RUS,"Stadio Olimpico, Roma (ITA)",2001-06-29,senior,long jump,24,F,0
6.78,+1.9,Niurka MONTALVO,1968-06-04,ESP,"Queensland Sport and Athletics Centre, Nathan, Brisbane (AUS)",2001-09-07,senior,long jump,33,F,0
6.78,+0.2,Tünde VASZI,1972-04-18,HUN,Athina (GRE),2002-06-10,senior,long jump,30,F,0
6.78,+4.0,Niurka MONTALVO,1968-06-04,ESP,Salamanca (ESP),2002-07-21,senior,long jump,34,F,0
6.78,+0.7,Maurren Higa MAGGI,1976-06-25,BRA,London (GBR),2002-08-23,senior,long jump,26,F,0
6.78,0.0,Concepción MONTANER,1981-01-14,ESP,Valencia (ESP) (i),2003-03-01,senior,long jump,22,F,1
6.78,+1.9,Aisha JAMES,1981-03-12,TTO,"Des Moines, IA (USA)",2003-04-26,senior,long jump,22,F,0
6.78,+2.0,Oksana UDMURTOVA,1982-02-01,RUS,Cheboksary (RUS),2003-06-28,senior,long jump,21,F,0
6.78,+0.3,Tatyana KOTOVA,1976-12-11,RUS,Tula (RUS),2003-08-09,senior,long jump,26,F,0
6.78,0.0,Eunice BARBER,1974-11-17,FRA,"Stade de France, Paris-St-Denis (FRA)",2003-08-28,senior,long jump,28,F,0
6.78,+3.1,Kerrie PERKINS,1979-04-02,AUS,Perth (AUS),2004-01-10,senior,long jump,24,F,0
6.78,0.0,Olga RUBLYOVA,1974-10-28,RUS,Moskva (RUS) (i),2004-02-19,senior,long jump,29,F,1
6.78,0.0,Tatyana LEBEDEVA,1976-07-21,RUS,"Sportaréna, Budapest (HUN) (i)",2004-03-06,senior,long jump,27,F,1
6.78,+2.3,Kéne NDOYE,1978-11-20,SEN,Dakar (SEN),2004-05-20,senior,long jump,25,F,0
6.78,+1.0,Antonia STOYANOVA,1976-08-17,BUL,Plovdiv (BUL),2004-06-20,senior,long jump,27,F,0
6.78,+0.4,Carolina KLÜFT,1983-02-02,SWE,"Olympic Stadium, Athina (GRE)",2004-08-21,senior,long jump,21,F,0
6.78,+3.3,Tünde VASZI,1972-04-18,HUN,Rieti (ITA),2004-09-05,senior,long jump,32,F,0
6.78,0.0,Tianna MADISON,1985-08-30,USA,"Fayetteville, AR (USA) (i)",2005-03-11,senior,long jump,19,F,1
6.78,0.0,Yingnan GUAN,1977-04-25,CHN,Zhongshan (CHN),2005-04-24,senior,long jump,27,F,0
6.78,+3.4,Eunice BARBER,1974-11-17,FRA,Arles (FRA),2005-06-05,senior,long jump,30,F,0
6.78,+3.0,Elva GOULBOURNE,1980-01-21,JAM,Nassau (BAH),2005-07-11,senior,long jump,25,F,0
6.78,+0.6,Natalya LEBUSOVA,1978-04-04,RUS,Tula (RUS),2005-07-13,senior,long jump,27,F,0
6.78,+0.4,Lyudmila KOLCHANOVA,1979-10-01,RUS,"Olympic Stadium, Athina (GRE)",2006-09-17,senior,long jump,26,F,0
6.78,0.0,Lela NELSON,1983-05-19,USA,Filderstadt (GER),2007-08-19,senior,long jump,24,F,0
6.78,+0.6,Tatyana LEBEDEVA,1976-07-21,RUS,"Gottlieb-Daimler Stadion, Stuttgart (GER)",2007-09-22,senior,long jump,31,F,0
6.78,0.0,Tatyana KOTOVA,1976-12-11,RUS,Stockholm (SWE) (i),2008-02-21,senior,long jump,31,F,1
6.78,+4.0,Blessing OKAGBARE,1988-10-09,NGR,"El Paso, TX (USA)",2008-03-29,senior,long jump,19,F,0
6.78,+1.0,Brittney REESE,1986-09-09,USA,"Oxford, MS (USA)",2008-04-12,senior,long jump,21,F,0
6.78,+1.6,Tatyana CHERNOVA,1988-01-29,RUS,"Mösle-Stadium, Götzis (AUT)",2008-06-01,senior,long jump,20,F,0
6.78,+1.8,Nina KOLARIČ,1986-12-12,SLO,Ptuj (SLO),2008-06-29,senior,long jump,21,F,0
6.78,+0.3,Keila COSTA,1983-02-06,BRA,Rio de Janeiro (BRA),2009-05-17,senior,long jump,26,F,0
6.78,+2.5,Ruky ABDULAI,1982-08-08,CAN,"Icahn Stadium, New York, NY (USA)",2009-05-30,senior,long jump,26,F,0
6.78,+0.6,Irina MELESHINA,1982-05-25,RUS,Cheboksary (RUS),2009-07-24,senior,long jump,27,F,0
6.78,+0.2,Olga KUCHERENKO,1985-11-05,RUS,Cheboksary (RUS),2009-07-24,senior,long jump,23,F,0
6.78,0.0,Brittney REESE,1986-09-09,USA,"Olympiastadion, Berlin (GER)",2009-08-21,senior,long jump,22,F,0
6.78,0.0,Brianna GLENN,1980-04-18,USA,"Albuquerque, NM (USA) (i)",2010-02-28,senior,long jump,29,F,1
6.78,+1.3,Naide GOMES,1979-11-20,POR,"Bislett Stadion, Oslo (NOR)",2010-06-04,senior,long jump,30,F,0
6.78,+2.1,Nastassia MIRONCHYK-IVANOVA,1989-04-13,BLR,Minsk (BLR),2010-06-04,senior,long jump,21,F,0
6.78,+3.2,Brianna GLENN,1980-04-18,USA,"Icahn Stadium, New York, NY (USA)",2010-06-12,senior,long jump,30,F,0
6.78,+1.3,Éloyse LESUEUR-AYMONIN,1988-07-15,FRA,"Fana Stadion, Bergen (NOR)",2010-06-20,senior,long jump,21,F,0
6.78,+0.9,Ivana ŠPANOVIĆ,1990-05-10,SRB,Beograd (SRB),2010-06-20,senior,long jump,20,F,0
6.78,+1.5,Olga KUCHERENKO,1985-11-05,RUS,Saransk (RUS),2010-07-13,senior,long jump,24,F,0
6.78,+3.5,Viktoriya RYBALKO,1982-10-26,UKR,"Estadio Olímpico, Barcelona (ESP)",2010-07-28,senior,long jump,27,F,0
6.78,+1.7,Darya KLISHINA,1991-01-15,RUS,"Olympiastadion, Stockholm (SWE)",2010-08-06,senior,long jump,19,F,0
6.78,-1.9,Brittney REESE,1986-09-09,USA,Luzern (SUI),2010-08-08,senior,long jump,23,F,0
6.78,+3.7,Teresa DOBIJA,1982-10-09,POL,Miedzyzdroje (POL),2010-08-17,senior,long jump,27,F,0
6.78,+4.7,Funmi JIMOH,1984-05-29,USA,Dakar (SEN),2011-05-28,senior,long jump,26,F,0
6.78,+1.3,Éloyse LESUEUR-AYMONIN,1988-07-15,FRA,Pierre Bénite (FRA),2011-06-10,senior,long jump,22,F,0
6.78,+1.5,Blessing OKAGBARE,1988-10-09,NGR,Calabar (NGR),2011-06-25,senior,long jump,22,F,0
6.78,+2.7,Naide GOMES,1979-11-20,POR,Bad Langensalza (GER),2011-07-02,senior,long jump,31,F,0
6.78,+0.3,Viktoriya RYBALKO,1982-10-26,UKR,"Meteor, Zhukovskiy (RUS)",2011-07-03,senior,long jump,28,F,0
6.78,+0.6,Janay DELOACH,1985-10-12,USA,"Alexander Stadium, Birmingham (GBR)",2011-07-10,senior,long jump,25,F,0
6.78,+0.4,Lyudmila KOLCHANOVA,1979-10-01,RUS,Cheboksary (RUS),2011-07-22,senior,long jump,31,F,0
6.78,-0.6,Teresa DOBIJA,1982-10-09,POL,Bialogard (POL),2011-08-03,senior,long jump,28,F,0
6.78,+0.8,Bianca KAPPLER,1977-08-08,GER,Mannheim (GER),2011-08-13,senior,long jump,34,F,0
6.78,0.0,Tori BOWIE,1990-08-27,USA,"New Orleans, LA (USA)",2012-05-13,senior,long jump,21,F,0
6.78,+0.6,Constance EZUGHA,1991-05-15,USA,"Austin, TX (USA)",2012-05-24,senior,long jump,21,F,0
6.78,+0.8,Janay DELOACH,1985-10-12,USA,"Bislett Stadion, Oslo (NOR)",2012-06-07,senior,long jump,26,F,0
6.78,+4.3,Chanice PORTER,1994-05-25,JAM,Kingston (JAM),2012-06-16,senior,long jump,18,F,0
6.78,0.0,Shara PROCTOR,1988-09-16,GBR,"National Indoor Arena, Birmingham (GBR) (i)",2013-02-16,senior,long jump,24,F,1
6.78,+1.9,Éloyse LESUEUR-AYMONIN,1988-07-15,FRA,"Stadio Olimpico, Roma (ITA)",2013-06-06,senior,long jump,24,F,0
6.78,+1.8,Maryna BEKH-ROMANCHUK,1995-07-18,UKR,Yalta (UKR),2013-06-06,senior,long jump,17,F,0
6.78,+1.7,Sosthene MOGUENARA-TAROUM,1989-10-17,GER,Bad Langensalza (GER),2013-06-15,senior,long jump,23,F,0
6.78,-0.7,Tianna BARTOLETTA,1985-08-30,USA,Tokyo (JPN),2014-05-11,senior,long jump,28,F,0
6.78,+1.3,Shara PROCTOR,1988-09-16,GBR,"Bislett Stadion, Oslo (NOR)",2014-06-11,senior,long jump,25,F,0
6.78,-0.6,Ivana ŠPANOVIĆ,1990-05-10,SRB,"Stade de France, Paris-St-Denis (FRA)",2014-07-05,senior,long jump,24,F,0
6.78,+0.2,Maria del Mar JOVER,1988-04-21,ESP,Monachil (ESP),2014-07-09,senior,long jump,26,F,0
6.78,0.0,Dafne SCHIPPERS,1992-06-15,NED,Amsterdam (NED),2014-07-26,senior,long jump,22,F,0
6.78,0.0,Christabel NETTEY,1991-06-02,CAN,"Albuquerque, NM (USA) (i)",2015-01-24,senior,long jump,23,F,1
6.78,0.0,Ivana ŠPANOVIĆ,1990-05-10,SRB,Novi Sad (SRB) (i),2015-02-07,senior,long jump,24,F,1
6.78,+1.5,Nastassia MIRONCHYK-IVANOVA,1989-04-13,BLR,Minsk (BLR),2015-06-06,senior,long jump,26,F,0
6.78,+3.8,Florentina Costina MARINCU,1996-04-08,ROU,"Ekängens Friidrottsarena, Eskilstuna (SWE)",2015-07-19,senior,long jump,19,F,0
6.78,+1.5,Maria del Mar JOVER,1988-04-21,ESP,Monachil (ESP),2015-08-08,senior,long jump,27,F,0
6.78,+1.9,Khaddi SAGNIA,1994-04-20,SWE,Söderhamn (SWE),2015-08-09,senior,long jump,21,F,0
6.78,+1.3,Khaddi SAGNIA,1994-04-20,SWE,"National Stadium, Beijing (CHN)",2015-08-28,senior,long jump,21,F,0
6.78,0.0,Ivana ŠPANOVIĆ,1990-05-10,SRB,Istanbul (TUR) (i),2016-02-27,senior,long jump,25,F,1
6.78,NWI,Lynique BENEKE,1991-03-30,RSA,Polokwane (RSA),2016-04-30,senior,long jump,25,F,0
6.78,+1.2,Haido ALEXOULI,1991-03-29,GRE,Kalamata (GRE),2016-05-28,senior,long jump,25,F,0
6.78,-0.4,Alexandra WESTER,1994-03-21,GER,Weinheim (GER),2016-05-29,senior,long jump,22,F,0
6.78,-0.1,Brittney REESE,1986-09-09,USA,"Estádio Olímpico, Rio de Janeiro (BRA)",2016-08-16,senior,long jump,29,F,0
6.78,0.0,Darya KLISHINA,1991-01-15,ANA,Riga (LAT) (i),2017-02-10,senior,long jump,26,F,1
6.78,+0.3,Lorraine UGEN,1991-08-22,GBR,"Hayward Field, Eugene, OR (USA)",2017-05-26,senior,long jump,25,F,0
6.78,-0.3,Alina ROTARU,1993-06-05,ROU,Gammertingen (GER),2017-06-16,senior,long jump,24,F,0
6.78,+1.2,Taliyah BROOKS,1995-02-08,USA,"Fayetteville, AR (USA)",2018-03-24,senior,long jump,23,F,0
6.78,+0.1,Shara PROCTOR,1988-09-16,GBR,Birmingham (GBR),2018-07-01,senior,long jump,29,F,0
6.78,0.0,Ivana ŠPANOVIĆ,1990-05-10,SRB,"Arena Birmingham, Birmingham (GBR) (i)",2019-02-16,senior,long jump,28,F,1
6.78,0.0,Maryna BEKH-ROMANCHUK,1995-07-18,UKR,"Emirates Arena, Glasgow (GBR) (i)",2019-03-02,senior,long jump,23,F,1
6.78,+0.7,Tori BOWIE,1990-08-27,USA,"Provo, UT (USA)",2019-04-27,senior,long jump,28,F,0
6.78,-0.3,Tissanna HICKLING,1998-01-07,JAM,Kingston (JAM),2019-06-21,senior,long jump,21,F,0
6.78,+1.8,Kate HALL,1997-01-12,USA,Marseille (FRA),2019-07-02,senior,long jump,22,F,0
6.78,+1.4,Darya KLISHINA,1991-01-15,ANA,Marseille (FRA),2019-07-02,senior,long jump,28,F,0
6.78,-1.3,Maryna BEKH-ROMANCHUK,1995-07-18,UKR,"Olympic Stadium, London (GBR)",2019-07-21,senior,long jump,24,F,0
6.78,+1.4,Sha'keela SAUNDERS,1993-12-12,USA,"Drake Stadium, Des Moines, IA (USA)",2019-07-27,senior,long jump,25,F,0
6.78,+0.8,Tori BOWIE,1990-08-27,USA,"Drake Stadium, Des Moines, IA (USA)",2019-07-27,senior,long jump,28,F,0
6.78,+0.2,Maryna BEKH-ROMANCHUK,1995-07-18,UKR,"Stadion Śląski, Chorzów (POL)",2020-08-25,senior,long jump,25,F,0
6.78,+2.9,Brooke STRATTON,1993-07-12,AUS,"Hagenauer Reserve, Box Hill, Melbourne (AUS)",2020-12-10,senior,long jump,27,F,0
6.78,0.0,Khaddi SAGNIA,1994-04-20,SWE,"Arena, Toruń (POL) (i)",2021-03-05,senior,long jump,26,F,1
6.78,+2.8,Jazmin SAWYERS,1994-05-21,GBR,"CVEATC, Chula Vista, CA (USA)",2021-05-30,senior,long jump,27,F,0
6.78,+2.7,Christabel NETTEY,1991-06-02,CAN,"Ansin Sports Complex, Miramar, FL (USA)",2021-06-05,senior,long jump,30,F,0
6.78,0.0,Ese BRUME,1996-01-20,NGR,"Marietta HS, Marietta, GA (USA)",2021-07-09,senior,long jump,25,F,0
6.78,0.0,Tiffany FLYNN,1995-09-02,USA,"Štark Arena, Beograd (SRB) (i)",2022-03-20,senior,long jump,26,F,1
6.78,+2.7,Deborah ACQUAH,1996-05-23,GHA,"Mike A. Myers Stadium, Austin, TX (USA)",2022-03-26,senior,long jump,25,F,0
6.78,+0.5,Ese BRUME,1996-01-20,NGR,"Estadio Francisco Montaner, Ponce (PUR)",2022-05-12,senior,long jump,26,F,0
6.78,+0.8,Ruth USORO,1997-10-08,NGR,"Terry & Linda Fuller T&F Complex, Lubbock, TX (USA)",2022-05-14,senior,long jump,24,F,0
6.78,+4.4,Madisen RICHARDS,1996-11-15,USA,"CVEATC, Chula Vista, CA (USA)",2022-07-09,senior,long jump,25,F,0
6.78,+1.4,Khaddi SAGNIA,1994-04-20,SWE,"Hayward Field, Eugene, OR (USA)",2022-07-23,senior,long jump,28,F,0
6.78,+2.8,Agate DE SOUSA,2000-06-05,STP,"Bregyó Athletic Center, Székesfehérvár (HUN)",2022-08-08,senior,long jump,22,F,0
6.78,+0.2,Milica GARDAŠEVIĆ,1998-09-28,SRB,"Stadio Quercia, Rovereto (ITA)",2022-08-30,senior,long jump,23,F,0
6.78,+1.6,Ese BRUME,1996-01-20,NGR,"Olympiastadion, Berlin (GER)",2022-09-04,senior,long jump,26,F,0
6.78,+0.9,Jazmin SAWYERS,1994-05-21,GBR,"Parc des Sports C. Ehrmann, Nice (FRA)",2023-06-17,senior,long jump,29,F,0
6.78,-0.3,Ackelia SMITH,2002-02-05,JAM,"Nemzeti Atlétikai Központ, Budapest (HUN)",2023-08-19,senior,long jump,21,F,0
6.78,0.0,Yelena SOKOLOVA,1986-07-23,RUS,"LFK CSKA, Moskva (RUS) (i)",2024-02-24,senior,long jump,37,F,1
6.78,0.0,Fátima DIAME,1996-09-22,ESP,"Glasgow Arena, Glasgow (GBR) (i)",2024-03-03,senior,long jump,27,F,1
6.78,-0.7,Agate DE SOUSA,2000-06-05,POR,"Stadion Śląski, Chorzów (POL)",2024-05-18,senior,long jump,23,F,0
6.78,+2.2,Plamena MITKOVA,2004-09-18,BUL,"Stade Charléty, Paris (FRA)",2024-07-07,senior,long jump,19,F,0
6.78,0.0,Tacoria HUMPHREY,2003-01-02,USA,"Illinois-Armory, Champaign, IL (USA) (i)",2025-01-11,senior,long jump,22,F,1
6.78,0.0,Lex BROWN,2001-04-26,USA,"Ahearn Field House, Manhattan, KS (USA) (i)",2025-01-31,senior,long jump,23,F,1
6.78,+0.3,Annik KÄLIN,2000-04-27,SUI,"Estadio Vallehermoso, Madrid (ESP)",2025-06-29,senior,long jump,25,F,0
6.78,+0.3,Claire BRYANT,2001-08-25,USA,"Olympic Stadium, London (GBR)",2025-07-19,senior,long jump,23,F,0
6.78,+1.7,Yekaterina LEVITSKAYA,1987-01-02,RUS,"Stadium Desna, Bryansk (RUS)",2025-07-20,senior,long jump,38,F,0
6.78,+1.1,Larissa IAPICHINO,2002-07-18,ITA,"Giovanni Chiggiato Stadium, Caorle (ITA)",2025-08-03,senior,long jump,23,F,0
6.78,+1.4,Alysbeth FELIX BOYER,1993-03-07,PUR,"Estadio Jose A. Figueroa Freyre, Mayagüez (PUR)",2025-08-23,senior,long jump,32,F,0
6.77,-0.5,Diana YORGOVA,1942-12-09,BUL,"Olympiastadion, München (GER)",1972-08-31,senior,long jump,29,F,0
6.77,0.0,Vilma BARDAUSKIENÉ,1953-06-15,URS,Erfurt (GER),1978-05-28,senior,long jump,24,F,0
6.77,0.0,Vilma BARDAUSKIENÉ,1953-06-15,URS,Kaunas (LTU),1978-06-06,senior,long jump,24,F,0
6.77,0.0,Olga NEMOGAYEVA,1959-04-21,URS,"Lenin Stadium, Moskva (URS)",1980-07-24,senior,long jump,21,F,0
6.77,0.0,Karin HÄNEL,1957-05-28,FRG,"Palais des Sports, Grenoble (FRA) (i)",1981-02-22,senior,long jump,23,F,1
6.77,0.0,Margarita BUTKIENĖ,1949-08-19,URS,Kaunas (LTU) (i),1982-01-10,senior,long jump,32,F,1
6.77,+0.9,Heike DAUTE,1964-12-16,GDR,"Olympic Stadium, Athina (GRE)",1982-09-06,senior,long jump,17,F,0
6.77,0.0,Valy IONESCU,1960-08-31,ROU,Rieti (ITA),1982-09-16,senior,long jump,22,F,0
6.77,0.0,Anișoara CUȘMIR,1962-06-28,ROU,Sindelfingen (GER) (i),1983-01-29,senior,long jump,20,F,1
6.77,0.0,Eva MURKOVÁ,1962-05-29,TCH,"Budapest Sportcsarnok, Budapest (HUN) (i)",1983-03-05,senior,long jump,20,F,1
6.77,0.0,Tatyana PROSKURYAKOVA,1956-01-13,URS,Krasnodar (URS),1983-05-14,senior,long jump,27,F,0
6.77,0.0,Yolanda CHEN,1961-07-26,URS,Moskva (URS),1983-06-20,senior,long jump,21,F,0
6.77,0.0,Helga RADTKE,1962-05-16,GDR,Leipzig (GER),1983-07-27,senior,long jump,21,F,0
6.77,+2.5,Jackie JOYNER,1962-03-03,USA,Bruxelles (BEL),1983-08-26,senior,long jump,21,F,0
