Mark,WIND,Competitor,DOB,Nat,Venue,Date,Age_category,Event,Age,Gender,is_indoor
16.87,0.0,Julian REID,1988-09-23,GBR,Sheffield (GBR) (i),2014-02-08,senior,triple jump,25,M,1
16.87,+0.2,Pablo TORRIJOS,1992-05-12,ESP,Alcobendas (ESP),2014-07-27,senior,triple jump,22,M,0
16.87,0.0,Omar CRADDOCK,1991-04-26,USA,"New York, NY (USA) (i)",2015-01-31,senior,triple jump,23,M,1
16.87,+1.8,Latario COLLIE-MINNS,1994-03-10,BAH,"Eugene, OR (USA)",2015-06-12,senior,triple jump,21,M,0
16.87,+1.7,Rumen DIMITROV,1986-09-19,BUL,Stara Zagora (BUL),2015-07-18,senior,triple jump,28,M,0
16.87,+1.2,Benjamin COMPAORÉ,1987-08-05,FRA,La Roche-sur-Yon (FRA),2015-07-22,senior,triple jump,27,M,0
16.87,+2.1,Harold CORREA,1988-06-26,FRA,Castres (FRA),2015-07-29,senior,triple jump,27,M,0
16.87,0.0,Roman VALIYEV,1984-03-27,KAZ,Ust-Kamenogorsk (KAZ) (i),2016-01-31,senior,triple jump,31,M,1
16.87,0.0,Omar CRADDOCK,1991-04-26,USA,"Oregon Convention Center, Portland, OR (USA) (i)",2016-03-19,senior,triple jump,24,M,1
16.87,+2.1,Chris BENARD,1990-04-09,USA,"Des Moines, IA (USA)",2016-04-30,senior,triple jump,26,M,0
16.87,+0.5,Chris CARTER,1989-03-11,USA,"National Stadium, Beijing (CHN)",2016-05-18,senior,triple jump,27,M,0
16.87,+2.1,Tosin OKE,1980-10-01,NGR,"FBK Stadium, Hengelo (NED)",2016-05-22,senior,triple jump,35,M,0
16.87,+0.9,Lasha TORGVAIDZE,1993-05-26,GEO,Almaty (KAZ),2016-05-24,senior,triple jump,22,M,0
16.87,+1.4,Christian TAYLOR,1990-06-18,USA,"Hayward Field, Eugene, OR (USA)",2016-07-07,senior,triple jump,26,M,0
16.87,+1.2,Ruslan KURBANOV,1993-02-10,UZB,Andijan (UZB),2016-07-08,senior,triple jump,23,M,0
16.87,+1.8,Ryoma YAMAMOTO,1995-07-14,JPN,Hiroshima (JPN),2017-04-29,senior,triple jump,21,M,0
16.87,-0.3,Dimitrios TSIAMIS,1982-01-12,GRE,Kalamata (GRE),2017-05-27,senior,triple jump,35,M,0
16.87,+0.5,Mateus DE SÁ,1995-11-21,BRA,"Arena Caixa, Sao Bernardo do Campo (BRA)",2017-06-03,senior,triple jump,21,M,0
16.87,0.0,Artyom PRIMAK,1993-01-14,RUS,Zhukovskiy (RUS),2017-07-02,senior,triple jump,24,M,0
16.87,+0.5,Andrea DALLAVALLE,1999-10-31,ITA,"Stadio Zecchini, Grosseto (ITA)",2017-07-23,senior,triple jump,17,M,0
16.87,0.0,Dmitriy CHIZHIKOV,1993-12-06,RUS,Moskva (RUS) (i),2018-02-13,senior,triple jump,24,M,1
16.87,0.0,Yaming ZHU,1994-05-04,CHN,"Arena Birmingham, Birmingham (GBR) (i)",2018-03-03,senior,triple jump,23,M,1
16.87,+3.2,Chris CARTER,1989-03-11,USA,"Austin, TX (USA)",2019-03-29,senior,triple jump,30,M,0
16.87,+0.3,Xiaolong XU,1992-12-20,CHN,Zhaoqing (CHN),2019-04-09,senior,triple jump,26,M,0
16.87,+2.3,Yaming ZHU,1994-05-04,CHN,Doha (QAT),2019-04-22,senior,triple jump,24,M,0
16.87,+0.2,Necati ER,1997-02-24,TUR,"Khalifa International Stadium, Doha (QAT)",2019-09-27,senior,triple jump,22,M,0
16.87,+0.1,Omar CRADDOCK,1991-04-26,USA,"Khalifa International Stadium, Doha (QAT)",2019-09-27,senior,triple jump,28,M,0
16.87,0.0,Melvin RAFFIN,1998-08-09,FRA,"Salle Maryvonne Dupureur, St-Brieuc (FRA) (i)",2020-02-08,senior,triple jump,21,M,1
16.87,+1.7,Pablo TORRIJOS,1992-05-12,ESP,"Estadio Vallehermoso, Madrid (ESP)",2021-06-19,senior,triple jump,29,M,0
16.87,NWI,Karthik UNNIKRISHNAN,1993-06-03,IND,Thiruvanthapuram (IND),2022-03-01,senior,triple jump,28,M,0
16.87,+0.9,Eldhose PAUL,1996-11-07,IND,Bhubaneshwar (IND),2022-05-21,senior,triple jump,25,M,0
16.87,+0.1,Almir DOS SANTOS,1993-09-04,BRA,"Hayward Field, Eugene, OR (USA)",2022-07-23,senior,triple jump,28,M,0
16.87,0.0,Max HEß,1996-07-13,GER,"Leichtathletikhalle im Sportforum, Chemnitz (GER) (i)",2023-01-21,senior,triple jump,26,M,1
16.87,0.0,Lázaro MARTÍNEZ,1997-11-03,CUB,"Arena Stade Couvert, Liévin (FRA) (i)",2024-02-10,senior,triple jump,26,M,1
16.87,+2.6,Connor MURPHY,2001-10-22,AUS,"Lakeside Stadium, Melbourne (AUS)",2024-02-15,senior,triple jump,22,M,0
16.87,0.0,Maksim NIASTSIARENKA,1992-09-01,BLR,"LFK CSKA, Moskva (RUS) (i)",2024-02-23,senior,triple jump,31,M,1
16.87,0.0,Jordan SCOTT,1997-06-29,JAM,"Estadio Luguelín Santos, Bayaguana (DOM)",2024-04-20,senior,triple jump,26,M,0
16.87,+0.9,Thomas GOGOIS,2000-06-24,FRA,"Stade Omnisports Schlossberg, Forbach (FRA)",2024-05-26,senior,triple jump,23,M,0
16.87,+0.3,Geiner MORENO,2000-06-24,COL,"Gobierno Autónomo Municipal de Cochabamba, Cochabamba (BOL)",2024-06-08,senior,triple jump,23,M,0
16.87,+0.9,Chengetayi MAPAYA,1998-12-19,ZIM,"Stade Omnisport de JAPOMA, Douala (CMR)",2024-06-25,senior,triple jump,25,M,0
16.87,+1.2,Donald SCOTT,1992-02-23,USA,"Hayward Field, Eugene, OR (USA)",2024-06-30,senior,triple jump,32,M,0
16.87,-0.4,Jordan SCOTT,1997-06-29,JAM,"National Stadium, Kingston (JAM)",2024-06-30,senior,triple jump,27,M,0
16.87,+0.7,Hugues Fabrice ZANGO,1993-06-25,BUR,"Stadio Olimpico, Roma (ITA)",2024-08-30,senior,triple jump,31,M,0
16.87,0.0,Luke BROWN,2002-10-29,JAM,"R.A. ""Murray"" Fasken Indoor Track Stadium, College Station, TX (USA) (i)",2025-03-01,senior,triple jump,22,M,1
16.87,0.0,Andrea DALLAVALLE,1999-10-31,ITA,"Omnisport, Apeldoorn (NED) (i)",2025-03-07,senior,triple jump,25,M,1
16.86,0.0,Nikolay DUDKIN,1947-06-05,URS,Moskva (URS) (i),1969-02-27,senior,triple jump,21,M,1
16.86,0.0,Pedro PÉREZ DUENAS,1952-02-23,CUB,La Habana (CUB),1971-05-09,senior,triple jump,19,M,0
16.86,+5.4,Gennadiy BESSONOV,1944-12-09,URS,"Berkeley, CA (USA)",1971-07-02,senior,triple jump,26,M,0
16.86,0.0,Mikhail BARIBAN,1949-02-25,URS,"Richmond, VA (USA) (i)",1972-03-17,senior,triple jump,23,M,1
16.86,0.0,Viktor SANEYEV,1945-10-03,URS,Moskva (URS),1973-07-12,senior,triple jump,27,M,0
16.86,0.0,Valeriy RABOCHEV,1946-09-29,URS,Adler (URS),1974-10-13,senior,triple jump,28,M,0
16.86,0.0,Arnold GRIMES,1953-06-19,USA,"Detroit, MI (USA) (i)",1975-03-14,senior,triple jump,21,M,1
16.86,0.0,Tommy HAYNES,1952-07-14,USA,"Sacramento, CA (USA)",1976-06-05,senior,triple jump,23,M,0
16.86,0.0,Michał JOACHIMOWSKI,1950-09-26,POL,Bydgoszcz (POL),1976-06-27,senior,triple jump,25,M,0
16.86,0.0,Ron LIVERS,1955-07-20,USA,"Champaign, IL (USA)",1977-06-04,senior,triple jump,21,M,0
16.86,0.0,Anatoliy PISKULIN,1952-12-01,URS,Moskva (URS) (i),1978-02-23,senior,triple jump,25,M,1
16.86,0.0,Anatoliy PISKULIN,1952-12-01,URS,"Berkeley, CA (USA)",1978-07-07,senior,triple jump,25,M,0
16.86,0.0,Jaak UUDMÄE,1954-09-03,URS,Tbilisi (GEO),1978-09-16,senior,triple jump,24,M,0
16.86,0.0,Ian CAMPBELL,1957-04-18,AUS,Melbourne (AUS),1979-02-24,senior,triple jump,21,M,0
16.86,0.0,Willie BANKS,1956-03-11,USA,"Westwood, CA (USA)",1979-05-06,senior,triple jump,23,M,0
16.86,0.0,Béla BAKOSI,1957-06-18,HUN,"Glaspalast, Sindelfingen (GER) (i)",1980-03-01,senior,triple jump,22,M,1
16.86,0.0,Atanas CHOCHEV,1957-01-17,BUL,Sofia (BUL),1980-05-03,senior,triple jump,23,M,0
16.86,0.0,João Carlos DE OLIVEIRA,1954-05-28,BRA,Milano (ITA),1980-07-03,senior,triple jump,26,M,0
16.86,0.0,Kenneth LORRAWAY,1956-02-06,AUS,Adelaide (AUS),1981-03-21,senior,triple jump,25,M,0
16.86,0.0,Mike MARLOW,1956-07-31,USA,San José (USA),1981-04-11,senior,triple jump,24,M,0
16.86,0.0,Greg CALDWELL,1957-07-28,USA,"Sacramento, CA (USA)",1981-06-21,senior,triple jump,23,M,0
16.86,0.0,Aston MOORE,1956-02-08,GBR,Zagreb (CRO),1981-08-16,senior,triple jump,25,M,0
16.86,0.0,Aleksandr LISICHONOK,1958-12-22,URS,Budapest (HUN),1981-08-20,senior,triple jump,22,M,0
16.86,+1.3,Byron CRIDDLE,1962-02-21,USA,"Houston, TX (USA)",1983-06-02,senior,triple jump,21,M,0
16.86,0.0,Mike MARLOW,1956-07-31,USA,"Berkeley, CA (USA)",1983-06-12,senior,triple jump,26,M,0
16.86,0.0,Robert CANNON,1958-07-09,USA,"Norwalk, CA (USA)",1983-07-21,senior,triple jump,25,M,0
16.86,0.0,Béla BAKOSI,1957-06-18,HUN,London (GBR),1983-08-21,senior,triple jump,26,M,0
16.86,0.0,Eric MCCALLA,1960-08-18,GBR,Vittel (FRA) (i),1984-02-04,senior,triple jump,23,M,1
16.86,0.0,Mike CONLEY,1962-10-05,USA,"Austin, TX (USA)",1984-05-11,senior,triple jump,21,M,0
16.86,0.0,Vladimir CHERNIKOV,1959-08-03,URS,Sofia (BUL),1984-05-19,senior,triple jump,24,M,0
16.86,0.0,Vladimir CHERNIKOV,1959-08-03,URS,Kiev (URS),1984-06-21,senior,triple jump,24,M,0
16.86,+2.1,Robert CANNON,1958-07-09,USA,Birmingham (GBR),1984-07-15,senior,triple jump,26,M,0
16.86,0.0,Volker MAI,1966-05-03,GDR,Senftenberg (GER) (i),1985-02-17,senior,triple jump,18,M,1
16.86,+1.5,Yuriy GORBACHENKO,1966-07-19,URS,Odessa (URS),1985-09-15,senior,triple jump,19,M,0
16.86,+1.5,Dmitriy LITVINENKO,1963-08-12,URS,Sochi (URS),1986-05-24,senior,triple jump,22,M,0
16.86,0.0,Dario BADINELLI,1960-08-10,ITA,Milano (ITA),1986-06-20,senior,triple jump,25,M,0
16.86,+1.2,Didier FALISE,1961-03-03,BEL,Bruxelles (BEL),1986-08-09,senior,triple jump,25,M,0
16.86,+0.4,Nikolay MUSIYENKO,1959-12-16,URS,"Neckarstadion, Stuttgart (GER)",1986-08-30,senior,triple jump,26,M,0
16.86,0.0,Al JOYNER,1960-01-19,USA,"Los Angeles, CA (USA) (i)",1987-01-16,senior,triple jump,26,M,1
16.86,0.0,Sergey FROLENKOV,1962-02-11,URS,Bryansk (URS) (i),1987-03-07,senior,triple jump,25,M,1
16.86,NWI,Norifumi YAMASHITA,1962-09-10,JPN,Tokyo (JPN),1987-05-10,senior,triple jump,24,M,0
16.86,NWI,Vladimir PLEKHANOV,1958-04-11,URS,Moskva (URS),1987-06-06,senior,triple jump,29,M,0
16.86,NWI,Jorge Alfredo REINA ABREU,1963-01-10,CUB,Moskva (URS),1987-06-06,senior,triple jump,24,M,0
16.86,NWI,Milan MIKULÁS,1963-04-01,TCH,Bratislava (TCH),1987-06-13,senior,triple jump,24,M,0
16.86,+0.9,Dirk GAMLIN,1963-10-26,GDR,Karl Marx Stadt (GDR),1987-06-20,senior,triple jump,23,M,0
16.86,NWI,Gennadiy VALYUKEVICH,1958-06-01,URS,Halle (GER),1987-06-26,senior,triple jump,29,M,0
16.86,0.0,Peter BOUSCHEN,1960-05-16,FRG,Rhede (GER),1987-07-03,senior,triple jump,27,M,0
16.86,-1.4,Eric MCCALLA,1960-08-18,GBR,London (GBR),1987-08-02,senior,triple jump,26,M,0
16.86,0.0,Dainis BERZINŠ,1966-04-24,URS,Volgograd (URS) (i),1988-02-12,senior,triple jump,21,M,1
16.86,NWI,Dirk GAMLIN,1963-10-26,GDR,Düsseldorf (GER),1988-06-20,senior,triple jump,24,M,0
16.86,NWI,Frank RUTHERFORD,1964-11-23,BAH,Ylivieska (FIN),1988-07-03,senior,triple jump,23,M,0
16.86,NWI,Georgi POMASHKI,1960-01-10,BUL,Sofia (BUL),1988-09-03,senior,triple jump,28,M,0
16.86,NWI,Andrey KAYUKOV,1964-04-12,URS,Khabarovsk (URS),1988-09-17,senior,triple jump,24,M,0
16.86,NWI,Jonathan EDWARDS,1966-05-10,GBR,Birmingham (GBR),1989-06-24,senior,triple jump,23,M,0
16.86,w,Andrzej GRABARCZYK,1964-01-12,POL,Bruxelles (BEL),1989-08-05,senior,triple jump,25,M,0
16.86,0.0,Sergio SAAVEDRA,1968-02-08,VEN,Medellín (COL),1989-08-08,senior,triple jump,21,M,0
16.86,+1.5,Robert CANNON,1958-07-09,USA,São Paulo (BRA),1990-05-20,senior,triple jump,31,M,0
16.86,-0.9,Igor PARYGIN,1967-02-03,URS,Sochi (URS),1990-05-27,senior,triple jump,23,M,0
16.86,NWI,Aleksandr KOVALENKO,1963-05-08,URS,Moskva (URS),1990-06-03,senior,triple jump,27,M,0
16.86,+1.8,Andrzej GRABARCZYK,1964-01-12,POL,Warszawa (POL),1990-06-17,senior,triple jump,26,M,0
16.86,+0.4,Jörg FRIEß,1968-10-27,GDR,"Poljud Stadion, Split (CRO)",1990-08-30,senior,triple jump,21,M,0
16.86,0.0,Eugeniusz BEDENICZUK,1961-01-06,POL,Kielce (POL),1991-07-12,senior,triple jump,30,M,0
16.86,0.0,Vasiliy SOKOV,1968-04-07,EUN,"Estadio Olímpico, Barcelona (ESP)",1992-08-03,senior,triple jump,24,M,0
16.86,0.0,Erick WALDER,1971-11-05,USA,"Indianapolis, IN (USA) (i)",1993-03-13,senior,triple jump,21,M,1
16.86,+1.4,Vasif ASADOV,1965-08-27,AZE,Moskva (RUS),1993-06-19,senior,triple jump,27,M,0
16.86,+0.5,Rogel NACHUM,1967-05-21,ISR,"Gottlieb-Daimler Stadion, Stuttgart (GER)",1993-08-15,senior,triple jump,26,M,0
16.86,NWI,Vasiliy SOKOV,1968-04-07,RUS,São Paulo (BRA),1994-05-21,senior,triple jump,26,M,0
16.86,+1.1,Stoyko TSONOV,1969-05-06,BUL,Stara Zagora (BUL),1994-07-16,senior,triple jump,25,M,0
16.86,+0.3,Brian WELLMAN,1967-09-08,BER,Paris (FRA),1994-09-03,senior,triple jump,26,M,0
16.86,0.0,Stoyko TSONOV,1969-05-06,BUL,Sofia (BUL) (i),1995-02-11,senior,triple jump,25,M,1
16.86,0.0,Volodimir KRAVCHENKO,1969-12-22,UKR,Kyiv (UKR) (i),1995-02-12,senior,triple jump,25,M,1
16.86,0.0,Garfield ANSELM,1966-06-07,FRA,Liévin (FRA) (i),1995-02-26,senior,triple jump,28,M,1
16.86,0.0,Lars HEDMAN,1967-04-06,SWE,"Palau Sant Jordi, Barcelona (ESP) (i)",1995-03-12,senior,triple jump,27,M,1
16.86,0.0,Armen MARTIROSYAN,1969-08-06,ARM,Moskva (RUS) (i),1996-02-23,senior,triple jump,26,M,1
16.86,+5.0,Frank RUTHERFORD,1964-11-23,BAH,"El Paso, TX (USA)",1996-04-13,senior,triple jump,31,M,0
16.86,0.0,Anísio Souza SILVA,1969-06-18,BRA,Sao José do Rio Preto (BRA),1996-04-20,senior,triple jump,26,M,0
16.86,0.0,Erick WALDER,1971-11-05,USA,"Springfield, MO (USA)",1996-05-04,senior,triple jump,24,M,0
16.86,0.0,Yoel GARCÍA,1973-11-25,CUB,Dijon (FRA),1996-05-26,senior,triple jump,22,M,0
16.86,+2.3,Claes RAHM,1964-02-18,SWE,Elimaki (FIN),1996-05-26,senior,triple jump,32,M,0
16.86,0.0,Audrius RAIZGYS,1969-04-04,LTU,Biala Podlaska (POL),1996-06-08,senior,triple jump,27,M,0
16.86,0.0,Volodimir KRAVCHENKO,1969-12-22,UKR,Kyiv (UKR),1996-06-08,senior,triple jump,26,M,0
16.86,+1.7,Sigurd NJERVE,1971-09-12,NOR,Byrkjelo (NOR),1996-06-16,senior,triple jump,24,M,0
16.86,-0.3,Viktor SOTNIKOV,1974-09-12,RUS,"Olympic Stadium, Atlanta, GA (USA)",1996-07-26,senior,triple jump,21,M,0
16.86,0.0,Viktor SOTNIKOV,1974-09-12,RUS,Moskva (RUS) (i),1997-01-23,senior,triple jump,22,M,1
16.86,0.0,Tibor ORDINA,1971-03-17,HUN,"Palais Omnisports de Paris-Bercy, Paris (FRA) (i)",1997-03-07,senior,triple jump,25,M,1
16.86,+0.7,Yuriy OSIPENKO,1969-07-12,UKR,Kyiv (UKR),1997-07-12,senior,triple jump,28,M,0
16.86,+1.3,Ketill HANSTVEIT,1973-11-02,NOR,Byrkjelo (NOR),1997-07-13,senior,triple jump,23,M,0
16.86,0.0,Charles Michael FRIEDEK,1971-08-26,GER,"Olympic Stadium, Athina (GRE)",1997-08-08,senior,triple jump,25,M,0
16.86,+0.1,Yoelbi QUESADA,1973-08-04,CUB,Madrid (ESP),1997-09-05,senior,triple jump,24,M,0
16.86,+1.0,Andrey KURENNOY,1972-05-12,RUS,Moskva (RUS),1997-09-06,senior,triple jump,25,M,0
16.86,0.0,Andrey KURENNOY,1972-05-12,RUS,Moskva (RUS) (i),1998-02-14,senior,triple jump,25,M,1
16.86,0.0,Yuriy OSIPENKO,1969-07-12,UKR,"Velódromo Luis Puig, Valencia (ESP) (i)",1998-03-01,senior,triple jump,28,M,1
16.86,-0.1,Andrew OWUSU,1972-07-08,GHA,Zürich (SUI),1998-08-12,senior,triple jump,26,M,0
16.86,+2.4,Colomba FOFANA,1977-04-11,FRA,Miramas (FRA),1999-06-19,senior,triple jump,22,M,0
16.86,0.0,LaMark CARTER,1970-08-23,USA,Leverkusen (GER),1999-09-05,senior,triple jump,29,M,0
16.86,0.0,Paolo CAMOSSI,1974-01-06,ITA,"Bressanone, Trentino-Alto Adige (ITA)",1999-09-19,senior,triple jump,25,M,0
16.86,0.0,Igor SPASOVKHODSKIY,1979-08-01,RUS,Volgograd (RUS) (i),2000-02-05,senior,triple jump,20,M,1
16.86,0.0,Paolo CAMOSSI,1974-01-06,ITA,"Topsporthal Vlaanderen, Gent (BEL) (i)",2000-02-26,senior,triple jump,26,M,1
16.86,+1.2,Igor SPASOVKHODSKIY,1979-08-01,RUS,Moskva (RUS),2000-07-11,senior,triple jump,20,M,0
16.86,0.0,Igor SPASOVKHODSKIY,1979-08-01,RUS,Tula (RUS),2000-07-24,senior,triple jump,20,M,0
16.86,+0.5,Christian OLSSON,1980-01-25,SWE,Stockholm (SWE),2000-08-01,senior,triple jump,20,M,0
16.86,0.0,Fabrizio DONATO,1976-08-14,ITA,Milano (ITA),2000-09-07,senior,triple jump,24,M,0
16.86,0.0,Jimmy GABRIEL,1973-10-19,FRA,Liévin (FRA) (i),2001-01-18,senior,triple jump,27,M,1
16.86,0.0,LaMark CARTER,1970-08-23,USA,"Baton Rouge, LA (USA) (i)",2001-01-27,senior,triple jump,30,M,1
16.86,+1.7,Onochie ACHIKE,1975-01-31,GBR,Sydney (AUS),2001-02-09,senior,triple jump,26,M,0
16.86,0.0,Marian OPREA,1982-06-06,ROU,Bucureşti (ROU),2001-06-10,senior,triple jump,19,M,0
16.86,+1.8,Karl TAILLEPIERRE,1976-08-13,FRA,Montauban (FRA),2001-07-17,senior,triple jump,24,M,0
16.86,+2.7,Yoandri BETANZOS,1982-02-15,CUB,Beijing (CHN),2001-08-31,senior,triple jump,19,M,0
16.86,+0.6,Christos MELETOGLOU,1972-01-02,GRE,Trikala (GRE),2002-06-15,senior,triple jump,30,M,0
16.86,+0.3,Michael VELTER,1980-03-20,BEL,Banská Bystrica (SVK),2002-06-23,senior,triple jump,22,M,0
16.86,0.0,Aleksandr GLAVATSKIY,1970-05-02,BLR,"Olympiastadion, München (GER)",2002-08-08,senior,triple jump,32,M,0
16.86,0.0,Jadel GREGÓRIO,1980-09-16,BRA,"National Indoor Arena, Birmingham (GBR) (i)",2003-03-16,senior,triple jump,22,M,1
16.86,0.0,Sébastien PINCEMAIL,1979-02-21,FRA,Forbach (FRA),2003-06-01,senior,triple jump,24,M,0
16.86,0.0,Kenta BELL,1977-03-16,USA,"Crystal Palace, London (GBR)",2003-08-08,senior,triple jump,26,M,0
16.86,0.0,Andrew OWUSU,1972-07-08,GHA,"Stade de France, Paris-St-Denis (FRA)",2003-08-25,senior,triple jump,31,M,0
16.86,0.0,Kenta BELL,1977-03-16,USA,Moskva (RUS),2003-09-20,senior,triple jump,26,M,0
16.86,-0.4,Andrew MURPHY,1969-12-18,AUS,Brisbane (AUS),2004-01-23,senior,triple jump,34,M,0
16.86,+0.5,Julien KAPEK,1979-01-12,FRA,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",2004-06-20,senior,triple jump,25,M,0
16.86,+0.8,Von WARE,1975-06-30,USA,"Sacramento, CA (USA)",2004-07-15,senior,triple jump,29,M,0
16.86,-0.9,Kenta BELL,1977-03-16,USA,"Olympiastadion, Berlin (GER)",2004-09-12,senior,triple jump,27,M,0
16.86,0.0,Kenta BELL,1977-03-16,USA,"Boston, MA (USA) (i)",2005-02-27,senior,triple jump,27,M,1
16.86,+0.3,Mujie LIN,1985-09-25,CHN,Zhongshan (CHN),2005-04-23,senior,triple jump,19,M,0
16.86,+0.6,Aarik WILSON,1982-10-25,USA,"Bloomington, IN (USA)",2005-05-28,senior,triple jump,22,M,0
16.86,+0.5,Paolo CAMOSSI,1974-01-06,ITA,"Bressanone, Trentino-Alto Adige (ITA)",2005-06-26,senior,triple jump,31,M,0
16.86,0.0,Yoandri BETANZOS,1982-02-15,CUB,Banská Bystrica (SVK),2005-08-28,senior,triple jump,23,M,0
16.86,+2.8,Alexis COPELLO,1985-08-12,CUB,Bilbao (ESP),2006-07-01,senior,triple jump,20,M,0
16.86,+0.6,Fabrizio SCHEMBRI,1981-01-27,ITA,Busto Arsizio (ITA),2006-09-23,senior,triple jump,25,M,0
16.86,0.0,Aleksandr PETRENKO,1983-02-08,RUS,Moskva (RUS) (i),2007-01-13,senior,triple jump,23,M,1
16.86,+0.5,Bo WU,1984-06-17,CHN,Zhaoqing (CHN),2007-05-20,senior,triple jump,22,M,0
16.86,-1.3,Tosin OKE,1980-10-01,GBR,"Crystal Palace, London (GBR)",2007-08-03,senior,triple jump,26,M,0
16.86,+1.1,Julien KAPEK,1979-01-12,FRA,La Chaux-de-Fonds (SUI),2007-08-12,senior,triple jump,28,M,0
16.86,+0.5,Jadel GREGÓRIO,1980-09-16,BRA,"Letzigrund, Zürich (SUI)",2007-09-07,senior,triple jump,26,M,0
16.86,0.0,Lyukman ADAMS,1988-09-24,RUS,Moskva (RUS) (i),2008-01-12,senior,triple jump,19,M,1
16.86,+2.1,Aarik WILSON,1982-10-25,USA,Doha (QAT),2008-05-09,senior,triple jump,25,M,0
16.86,+0.2,Jadel GREGÓRIO,1980-09-16,BRA,Uberlandia (BRA),2008-05-11,senior,triple jump,27,M,0
16.86,+0.5,Viktor YASTREBOV,1982-01-13,UKR,Kortrijk (BEL),2008-07-11,senior,triple jump,26,M,0
16.86,+0.3,Yevgeniy EKTOV,1986-09-01,KAZ,Kunshan (CHN),2009-05-27,senior,triple jump,22,M,0
16.86,+1.2,Deokhyeon KIM,1985-12-08,KOR,Daejeon (KOR),2009-10-20,senior,triple jump,23,M,0
16.86,0.0,Lawrence WILLIS,1981-07-12,USA,"Albuquerque, NM (USA) (i)",2010-02-27,senior,triple jump,28,M,1
16.86,+1.8,Jadel GREGÓRIO,1980-09-16,BRA,Buenos Aires (ARG),2010-05-06,senior,triple jump,29,M,0
16.86,+1.8,Jefferson DIAS SABINO,1982-11-04,BRA,Buenos Aires (ARG),2010-05-06,senior,triple jump,27,M,0
16.86,+1.3,Viktor YASTREBOV,1982-01-13,POR,Vila Real de Santo António (POR),2010-05-30,senior,triple jump,28,M,0
16.86,+1.5,Lyukman ADAMS,1988-09-24,RUS,"Estadio Olímpico, Barcelona (ESP)",2010-07-27,senior,triple jump,21,M,0
16.86,0.0,Igor SYUNIN,1990-12-04,EST,Viljandi (EST),2010-08-07,senior,triple jump,19,M,0
16.86,+0.6,Nathan DOUGLAS,1982-12-04,GBR,"Boudewijnstadion, Bruxelles (BEL)",2010-08-27,senior,triple jump,27,M,0
16.86,+0.2,Bin DONG,1988-11-22,CHN,Guangzhou (CHN),2010-09-05,senior,triple jump,21,M,0
16.86,+1.2,Yevgeniy EKTOV,1986-09-01,KAZ,Guangzhou (CHN),2010-11-26,senior,triple jump,24,M,0
16.86,0.0,Will CLAYE,1991-06-13,USA,"College Station, TX (USA) (i)",2011-01-29,senior,triple jump,19,M,1
16.86,+1.0,Bin DONG,1988-11-22,CHN,Zhaoqing (CHN),2011-04-23,senior,triple jump,22,M,0
16.86,-0.6,Bin DONG,1988-11-22,CHN,Kunshan (CHN),2011-05-26,senior,triple jump,22,M,0
16.86,+0.3,Shuo CAO,1991-10-08,CHN,Wunjiang (CHN),2011-05-29,senior,triple jump,19,M,0
16.86,+2.3,Nkosinza BALUMBU,1987-03-16,USA,"Walnut, CA (USA)",2011-06-04,senior,triple jump,24,M,0
16.86,+1.5,David GIRAT,1984-08-26,CUB,Kassel (GER),2011-06-08,senior,triple jump,26,M,0
16.86,+1.5,Chris CARTER,1989-03-11,USA,"Hayward Field, Eugene, OR (USA)",2011-06-23,senior,triple jump,22,M,0
16.86,+1.2,Christian OLSSON,1980-01-25,SWE,"Stade Olympique de la Pontaise, Lausanne (SUI)",2011-06-30,senior,triple jump,31,M,0
16.86,0.0,Alieksei TSAPIK,1988-08-04,BLR,Mogilyov (BLR) (i),2012-02-26,senior,triple jump,23,M,1
16.86,+2.2,Nkosinza BALUMBU,1987-03-16,USA,"Palo Alto, CA (USA)",2012-04-07,senior,triple jump,25,M,0
16.86,+2.1,Yochai HALEVI,1982-05-10,ISR,Tel Aviv (ISR),2012-06-13,senior,triple jump,30,M,0
16.86,-1.2,Fabrizio DONATO,1976-08-14,ITA,"Olympic Stadium, London (GBR)",2012-08-07,senior,triple jump,35,M,0
16.86,0.0,Benjamin COMPAORÉ,1987-08-05,FRA,Val-de-Reuil (FRA) (i),2013-02-02,senior,triple jump,25,M,1
16.86,-0.4,Teddy TAMGHO,1989-06-15,FRA,Villeneuve d'Ascq (FRA),2013-05-19,senior,triple jump,23,M,0
16.86,+2.0,Fabrizio DONATO,1976-08-14,ITA,"Stade Olympique de la Pontaise, Lausanne (SUI)",2013-07-04,senior,triple jump,36,M,0
16.86,+2.6,Ryan GRINNELL,1987-02-04,USA,Kortrijk (BEL),2013-07-14,senior,triple jump,26,M,0
16.86,-0.4,Alexey FYODOROV,1991-05-25,RUS,"Stadio Olimpico, Roma (ITA)",2014-06-05,senior,triple jump,23,M,0
16.86,+0.4,Ernesto REVÉ,1992-02-26,CUB,"Stadio Olimpico, Roma (ITA)",2014-06-05,senior,triple jump,22,M,0
16.86,-0.1,Deokhyeon KIM,1985-12-08,KOR,Wuhan (CHN),2015-06-06,senior,triple jump,29,M,0
16.86,+1.0,Fabrizio SCHEMBRI,1981-01-27,ITA,Savona (ITA),2015-07-11,senior,triple jump,34,M,0
