Mark,Competitor,DOB,Nat,Venue,Date,Age_category,Event,Age,Gender,is_indoor
1.95,Hestrie CLOETE,1978-08-26,RSA,Durban (RSA),2002-03-23,senior,high jump,23,F,0
1.95,Amy ACUFF,1975-07-14,USA,"Walnut, CA (USA)",2002-04-21,senior,high jump,26,F,0
1.95,Maresa CADIENHEAD,1976-04-07,CAN,"San Angelo, TX (USA)",2002-05-24,senior,high jump,26,F,0
1.95,Viktoriya SERYOGINA,1973-05-22,RUS,Tula (RUS),2002-06-09,senior,high jump,29,F,0
1.95,Irina MIKHALCHENKO,1972-01-20,UKR,"Parc des Sports, Annecy (FRA)",2002-06-23,senior,high jump,30,F,0
1.95,Viktoriya SERYOGINA,1973-05-22,RUS,Tettnang (GER),2002-06-29,senior,high jump,29,F,0
1.95,Hestrie CLOETE,1978-08-26,RSA,"Stade de France, Paris-St-Denis (FRA)",2002-07-05,senior,high jump,23,F,0
1.95,Marina KUPTSOVA,1981-12-22,RUS,"Stade de France, Paris-St-Denis (FRA)",2002-07-05,senior,high jump,20,F,0
1.95,Olga KALITURINA,1976-03-09,RUS,Cheboksary (RUS),2002-07-14,senior,high jump,26,F,0
1.95,Viktoriya SERYOGINA,1973-05-22,RUS,Cheboksary (RUS),2002-07-14,senior,high jump,29,F,0
1.95,Yuliya LYAKHOVA,1977-07-08,RUS,Cheboksary (RUS),2002-07-14,senior,high jump,25,F,0
1.95,Yoko OTA-HUNNICUTT,1975-01-14,JPN,Sapporo (JPN),2002-07-21,senior,high jump,27,F,0
1.95,Irina MIKHALCHENKO,1972-01-20,UKR,Kyiv (UKR),2002-08-02,senior,high jump,30,F,0
1.95,Hestrie CLOETE,1978-08-26,RSA,Radés (TUN),2002-08-07,senior,high jump,23,F,0
1.95,Juana ROSARIO ARRENDEL,1978-09-26,DOM,"San Antonio, TX (USA)",2002-08-09,senior,high jump,23,F,0
1.95,Vita PALAMAR,1977-10-12,UKR,Berdichev (UKR),2002-09-07,senior,high jump,24,F,0
1.95,Inga BABAKOVA,1967-06-27,UKR,Yokohama (JPN),2002-09-16,senior,high jump,35,F,0
1.95,Ruth BEITIA,1979-04-01,ESP,Valencia (ESP) (i),2003-01-25,senior,high jump,23,F,1
1.95,Hestrie CLOETE,1978-08-26,RSA,Bloemfontein (RSA),2003-02-07,senior,high jump,24,F,0
1.95,Amy ACUFF,1975-07-14,USA,"New York, NY (USA) (i)",2003-02-07,senior,high jump,27,F,1
1.95,Tisha WALLER,1970-12-01,USA,"New York, NY (USA) (i)",2003-02-07,senior,high jump,32,F,1
1.95,Svetlana LAPINA,1978-04-12,RUS,Moskva (RUS) (i),2003-02-11,senior,high jump,24,F,1
1.95,Dóra GYŐRFFY,1978-02-23,HUN,Budapest (HUN) (i),2003-02-15,senior,high jump,24,F,1
1.95,Anna CHICHEROVA,1982-07-22,RUS,Moskva (RUS) (i),2003-03-02,senior,high jump,20,F,1
1.95,Svetlana LAPINA,1978-04-12,RUS,Moskva (RUS) (i),2003-03-02,senior,high jump,24,F,1
1.95,Daniela RATH,1977-05-06,GER,Linz (AUT) (i),2003-03-07,senior,high jump,25,F,1
1.95,Inga BABAKOVA,1967-06-27,UKR,"National Indoor Arena, Birmingham (GBR) (i)",2003-03-15,senior,high jump,35,F,1
1.95,Oana MUŞUNOI-PANTELIMON,1972-09-17,ROU,"National Indoor Arena, Birmingham (GBR) (i)",2003-03-15,senior,high jump,30,F,1
1.95,Amy ACUFF,1975-07-14,USA,"National Indoor Arena, Birmingham (GBR) (i)",2003-03-15,senior,high jump,27,F,1
1.95,Yelena YELESINA,1970-04-04,RUS,"National Indoor Arena, Birmingham (GBR) (i)",2003-03-15,senior,high jump,32,F,1
1.95,Irina MIKHALCHENKO,1972-01-20,UKR,"National Indoor Arena, Birmingham (GBR) (i)",2003-03-15,senior,high jump,31,F,1
1.95,Tisha WALLER,1970-12-01,USA,"National Indoor Arena, Birmingham (GBR) (i)",2003-03-15,senior,high jump,32,F,1
1.95,Ruth BEITIA,1979-04-01,ESP,"National Indoor Arena, Birmingham (GBR) (i)",2003-03-15,senior,high jump,23,F,1
1.95,Blanka VLAŠIĆ,1983-11-08,CRO,"National Indoor Arena, Birmingham (GBR) (i)",2003-03-15,senior,high jump,19,F,1
1.95,Anna CHICHEROVA,1982-07-22,RUS,"National Indoor Arena, Birmingham (GBR) (i)",2003-03-15,senior,high jump,20,F,1
1.95,Kajsa BERGQVIST,1976-10-12,SWE,"National Indoor Arena, Birmingham (GBR) (i)",2003-03-15,senior,high jump,26,F,1
1.95,Hestrie CLOETE,1978-08-26,RSA,Roodeport (RSA),2003-03-28,senior,high jump,24,F,0
1.95,Irina MIKHALCHENKO,1972-01-20,UKR,Roodeport (RSA),2003-03-28,senior,high jump,31,F,0
1.95,Hestrie CLOETE,1978-08-26,RSA,Pretoria (RSA),2003-04-04,senior,high jump,24,F,0
1.95,Karol DAMON-ROVELTO,1969-12-20,USA,"Emporia, KS (USA)",2003-05-09,senior,high jump,33,F,0
1.95,Kajsa BERGQVIST,1976-10-12,SWE,"Eugene, OR (USA)",2003-05-24,senior,high jump,26,F,0
1.95,Amy ACUFF,1975-07-14,USA,"Eugene, OR (USA)",2003-05-24,senior,high jump,27,F,0
1.95,Blanka VLAŠIĆ,1983-11-08,CRO,Zagreb (CRO),2003-05-26,senior,high jump,19,F,0
1.95,Yelena YELESINA,1970-04-04,RUS,Kalamata (GRE),2003-05-31,senior,high jump,33,F,0
1.95,Anna CHICHEROVA,1982-07-22,RUS,Kalamata (GRE),2003-05-31,senior,high jump,20,F,0
1.95,Ruth BEITIA,1979-04-01,ESP,Sevilla (ESP),2003-06-07,senior,high jump,24,F,0
1.95,Gwen WENTLAND,1972-04-29,USA,"Palo Alto, CA (USA)",2003-06-07,senior,high jump,31,F,0
1.95,Tisha WALLER,1970-12-01,USA,"Palo Alto, CA (USA)",2003-06-07,senior,high jump,32,F,0
1.95,Daniela RATH,1977-05-06,GER,Rehlingen (GER),2003-06-09,senior,high jump,26,F,0
1.95,Marina KUPTSOVA,1981-12-22,RUS,Ostrava (CZE),2003-06-12,senior,high jump,21,F,0
1.95,Vita STYOPINA,1976-02-21,UKR,Ostrava (CZE),2003-06-12,senior,high jump,27,F,0
1.95,Blanka VLAŠIĆ,1983-11-08,CRO,Ostrava (CZE),2003-06-12,senior,high jump,19,F,0
1.95,Vita STYOPINA,1976-02-21,UKR,Velenje (SLO),2003-06-22,senior,high jump,27,F,0
1.95,Ruth BEITIA,1979-04-01,ESP,"Stadio Luigi Ridolfi, Firenze (ITA)",2003-06-22,senior,high jump,24,F,0
1.95,Marina KUPTSOVA,1981-12-22,RUS,"Stadio Luigi Ridolfi, Firenze (ITA)",2003-06-22,senior,high jump,21,F,0
1.95,Blanka VLAŠIĆ,1983-11-08,CRO,Istanbul (TUR),2003-06-22,senior,high jump,19,F,0
1.95,Amy ACUFF,1975-07-14,USA,"Palo Alto, CA (USA)",2003-06-22,senior,high jump,27,F,0
1.95,Kajsa BERGQVIST,1976-10-12,SWE,Oslo (NOR),2003-06-27,senior,high jump,26,F,0
1.95,Viktoriya SERYOGINA,1973-05-22,RUS,Oslo (NOR),2003-06-27,senior,high jump,30,F,0
1.95,Blanka VLAŠIĆ,1983-11-08,CRO,Oslo (NOR),2003-06-27,senior,high jump,19,F,0
1.95,Svetlana LAPINA,1978-04-12,RUS,Oslo (NOR),2003-06-27,senior,high jump,25,F,0
1.95,Marina KUPTSOVA,1981-12-22,RUS,Glasgow (GBR),2003-06-29,senior,high jump,21,F,0
1.95,Tatyana EFIMENKO,1981-01-02,KGZ,Bastad (SWE),2003-06-29,senior,high jump,22,F,0
1.95,Amy ACUFF,1975-07-14,USA,Paris (FRA),2003-07-04,senior,high jump,27,F,0
1.95,Anna CHICHEROVA,1982-07-22,RUS,Paris (FRA),2003-07-04,senior,high jump,20,F,0
1.95,Venelina VENEVA-MATEEVA,1974-06-13,BUL,Thiva (GRE),2003-07-13,senior,high jump,29,F,0
1.95,Tatyana EFIMENKO,1981-01-02,KGZ,Viersen (GER),2003-07-20,senior,high jump,22,F,0
1.95,Yelena SLESARENKO,1982-02-28,RUS,Eberstadt (GER),2003-07-26,senior,high jump,21,F,0
1.95,Irina MIKHALCHENKO,1972-01-20,UKR,Eberstadt (GER),2003-07-26,senior,high jump,31,F,0
1.95,Hestrie CLOETE,1978-08-26,RSA,Linz (AUT),2003-07-31,senior,high jump,24,F,0
1.95,Venelina VENEVA-MATEEVA,1974-06-13,BUL,Kragujevac (SRB),2003-08-02,senior,high jump,29,F,0
1.95,Marta MENDÍA,1975-05-18,ESP,Jerez (ESP),2003-08-02,senior,high jump,28,F,0
1.95,Vita PALAMAR,1977-10-12,UKR,Stockholm (SWE),2003-08-05,senior,high jump,25,F,0
1.95,Kajsa BERGQVIST,1976-10-12,SWE,Stockholm (SWE),2003-08-05,senior,high jump,26,F,0
1.95,Amy ACUFF,1975-07-14,USA,Stockholm (SWE),2003-08-05,senior,high jump,28,F,0
1.95,Venelina VENEVA-MATEEVA,1974-06-13,BUL,Kragujevac (SRB),2003-08-09,senior,high jump,29,F,0
1.95,Olga KALITURINA,1976-03-09,RUS,Tula (RUS),2003-08-10,senior,high jump,27,F,0
1.95,Ruth BEITIA,1979-04-01,ESP,San Sebastián (ESP),2003-08-10,senior,high jump,24,F,0
1.95,Yelena YELESINA,1970-04-04,RUS,Zürich (SUI),2003-08-15,senior,high jump,33,F,0
1.95,Marina KUPTSOVA,1981-12-22,RUS,Zürich (SUI),2003-08-15,senior,high jump,21,F,0
1.95,Inga BABAKOVA,1967-06-27,UKR,Zürich (SUI),2003-08-15,senior,high jump,36,F,0
1.95,Vita PALAMAR,1977-10-12,UKR,"Stade de France, Paris-St-Denis (FRA)",2003-08-31,senior,high jump,25,F,0
1.95,Anna CHICHEROVA,1982-07-22,RUS,"Stade de France, Paris-St-Denis (FRA)",2003-08-31,senior,high jump,21,F,0
1.95,Blanka VLAŠIĆ,1983-11-08,CRO,"Stade de France, Paris-St-Denis (FRA)",2003-08-31,senior,high jump,19,F,0
1.95,Juana ROSARIO ARRENDEL,1978-09-26,DOM,"Stade de France, Paris-St-Denis (FRA)",2003-08-31,senior,high jump,24,F,0
1.95,Marina KUPTSOVA,1981-12-22,RUS,"Boudewijnstadion, Bruxelles (BEL)",2003-09-05,senior,high jump,21,F,0
1.95,Blanka VLAŠIĆ,1983-11-08,CRO,"Boudewijnstadion, Bruxelles (BEL)",2003-09-05,senior,high jump,19,F,0
1.95,Amy ACUFF,1975-07-14,USA,"Boudewijnstadion, Bruxelles (BEL)",2003-09-05,senior,high jump,28,F,0
1.95,Olga KALITURINA,1976-03-09,RUS,Rieti (ITA),2003-09-07,senior,high jump,27,F,0
1.95,Yelena YELESINA,1970-04-04,RUS,Rieti (ITA),2003-09-07,senior,high jump,33,F,0
1.95,Iryna KOVALENKO,1986-06-17,UKR,Lviv (UKR) (i),2003-12-27,senior,high jump,17,F,1
1.95,Monica IAGĂR DINESCU,1973-04-02,ROU,Wuppertal (GER) (i),2004-01-23,senior,high jump,30,F,1
1.95,Dóra GYŐRFFY,1978-02-23,HUN,Budapest (HUN) (i),2004-01-24,senior,high jump,25,F,1
1.95,Daniela RATH,1977-05-06,GER,Dortmund (GER) (i),2004-02-04,senior,high jump,26,F,1
1.95,Zuzana HLAVONOVÁ,1973-04-16,CZE,Brno (CZE) (i),2004-02-19,senior,high jump,30,F,1
1.95,Hestrie CLOETE,1978-08-26,RSA,Pretoria (RSA),2004-02-20,senior,high jump,25,F,0
1.95,Marta MENDÍA,1975-05-18,ESP,Valencia (ESP) (i),2004-02-21,senior,high jump,28,F,1
1.95,Blanka VLAŠIĆ,1983-11-08,CRO,Zagreb (CRO) (i),2004-02-21,senior,high jump,20,F,1
1.95,Tatyana KIVIMYAGI,1984-06-23,RUS,Moskva (RUS) (i),2004-02-22,senior,high jump,19,F,1
1.95,Yekaterina SAVCHENKO,1977-06-03,RUS,Moskva (RUS) (i),2004-02-22,senior,high jump,26,F,1
1.95,Daniela RATH,1977-05-06,GER,Dortmund (GER) (i),2004-02-22,senior,high jump,26,F,1
1.95,Blanka VLAŠIĆ,1983-11-08,CRO,Budapest (HUN) (i),2004-02-23,senior,high jump,20,F,1
1.95,Monica IAGĂR DINESCU,1973-04-02,ROU,Peania (GRE) (i),2004-02-28,senior,high jump,30,F,1
1.95,Chaunte LOWE,1984-01-12,USA,"Chapel Hill, NC (USA)",2004-04-15,senior,high jump,20,F,0
1.95,Hestrie CLOETE,1978-08-26,RSA,Durban (RSA),2004-04-17,senior,high jump,25,F,0
1.95,Tisha WALLER,1970-12-01,USA,"Modesto, CA (USA)",2004-05-08,senior,high jump,33,F,0
1.95,Amy ACUFF,1975-07-14,USA,"Modesto, CA (USA)",2004-05-08,senior,high jump,28,F,0
1.95,Hestrie CLOETE,1978-08-26,RSA,Ciudad de México (MEX),2004-05-22,senior,high jump,25,F,0
1.95,Ruth BEITIA,1979-04-01,ESP,Sevilla (ESP),2004-06-05,senior,high jump,25,F,0
1.95,Irina MIKHALCHENKO,1972-01-20,UKR,Sevilla (ESP),2004-06-05,senior,high jump,32,F,0
1.95,Vita STYOPINA,1976-02-21,UKR,Ostrava (CZE),2004-06-08,senior,high jump,28,F,0
1.95,Inga BABAKOVA,1967-06-27,UKR,Ostrava (CZE),2004-06-08,senior,high jump,36,F,0
1.95,Tia HELLEBAUT,1978-02-16,BEL,Plovdiv (BUL),2004-06-20,senior,high jump,26,F,0
1.95,Tatyana KIVIMYAGI,1984-06-23,RUS,Rethymno (GRE),2004-06-23,senior,high jump,20,F,0
1.95,Amy ACUFF,1975-07-14,USA,"Provo, UT (USA)",2004-06-25,senior,high jump,28,F,0
1.95,Marta MENDÍA,1975-05-18,ESP,San Sebastián (ESP),2004-07-03,senior,high jump,29,F,0
1.95,Olga KALITURINA,1976-03-09,RUS,San Sebastián (ESP),2004-07-03,senior,high jump,28,F,0
1.95,Hestrie CLOETE,1978-08-26,RSA,"Stade Olympique de la Pontaise, Lausanne (SUI)",2004-07-06,senior,high jump,25,F,0
1.95,Vita STYOPINA,1976-02-21,UKR,"Stade Olympique de la Pontaise, Lausanne (SUI)",2004-07-06,senior,high jump,28,F,0
1.95,Irina MIKHALCHENKO,1972-01-20,UKR,"Stade Olympique de la Pontaise, Lausanne (SUI)",2004-07-06,senior,high jump,32,F,0
1.95,Chaunte LOWE,1984-01-12,USA,"Sacramento, CA (USA)",2004-07-12,senior,high jump,20,F,0
1.95,Amy ACUFF,1975-07-14,USA,"Sacramento, CA (USA)",2004-07-12,senior,high jump,28,F,0
1.95,Hestrie CLOETE,1978-08-26,RSA,Brazzaville (CGO),2004-07-14,senior,high jump,25,F,0
1.95,Inga BABAKOVA,1967-06-27,UKR,Bastad (SWE),2004-07-17,senior,high jump,37,F,0
1.95,Olga KALITURINA,1976-03-09,RUS,Tula (RUS),2004-08-01,senior,high jump,28,F,0
1.95,Tatyana KIVIMYAGI,1984-06-23,RUS,Tula (RUS),2004-08-01,senior,high jump,20,F,0
1.95,Viktoriya SERYOGINA,1973-05-22,RUS,Tula (RUS),2004-08-01,senior,high jump,31,F,0
1.95,Monica IAGĂR DINESCU,1973-04-02,ROU,Bucureşti (ROU),2004-08-08,senior,high jump,31,F,0
1.95,Blanka VLAŠIĆ,1983-11-08,CRO,Fribourg (SUI),2004-08-15,senior,high jump,20,F,0
1.95,Hestrie CLOETE,1978-08-26,RSA,"Olympic Stadium, Athina (GRE)",2004-08-26,senior,high jump,26,F,0
1.95,Vita STYOPINA,1976-02-21,UKR,"Olympic Stadium, Athina (GRE)",2004-08-26,senior,high jump,28,F,0
1.95,Tia HELLEBAUT,1978-02-16,BEL,"Olympic Stadium, Athina (GRE)",2004-08-26,senior,high jump,26,F,0
1.95,Blanka VLAŠIĆ,1983-11-08,CRO,"Olympic Stadium, Athina (GRE)",2004-08-26,senior,high jump,20,F,0
1.95,Irina MIKHALCHENKO,1972-01-20,UKR,"Olympic Stadium, Athina (GRE)",2004-08-26,senior,high jump,32,F,0
1.95,Anna CHICHEROVA,1982-07-22,RUS,"Olympic Stadium, Athina (GRE)",2004-08-26,senior,high jump,22,F,0
1.95,Yelena SLESARENKO,1982-02-28,RUS,"Olympic Stadium, Athina (GRE)",2004-08-26,senior,high jump,22,F,0
1.95,Monica IAGĂR DINESCU,1973-04-02,ROU,"Olympic Stadium, Athina (GRE)",2004-08-26,senior,high jump,31,F,0
1.95,Amy ACUFF,1975-07-14,USA,"Olympic Stadium, Athina (GRE)",2004-08-26,senior,high jump,29,F,0
1.95,Inga BABAKOVA,1967-06-27,UKR,"Stade Louis II, Monaco (MON)",2004-09-18,senior,high jump,37,F,0
1.95,Hestrie CLOETE,1978-08-26,RSA,"Stade Louis II, Monaco (MON)",2004-09-18,senior,high jump,26,F,0
1.95,Amy ACUFF,1975-07-14,USA,"Stade Louis II, Monaco (MON)",2004-09-18,senior,high jump,29,F,0
1.95,Anna CHICHEROVA,1982-07-22,RUS,Chelyabinsk (RUS) (i),2005-01-09,senior,high jump,22,F,1
1.95,Irina MIKHALCHENKO,1972-01-20,UKR,Kyiv (UKR) (i),2005-01-15,senior,high jump,32,F,1
1.95,Olga KALITURINA,1976-03-09,RUS,Hustopeče (CZE) (i),2005-01-22,senior,high jump,28,F,1
1.95,Vita STYOPINA,1976-02-21,UKR,Cottbus (GER) (i),2005-01-26,senior,high jump,28,F,1
1.95,Tatyana KIVIMYAGI,1984-06-23,RUS,Volgograd (RUS) (i),2005-02-11,senior,high jump,20,F,1
1.95,Yekaterina SAVCHENKO,1977-06-03,RUS,Volgograd (RUS) (i),2005-02-11,senior,high jump,27,F,1
1.95,Oana MUŞUNOI-PANTELIMON,1972-09-17,ROU,Bucureşti (ROU) (i),2005-02-13,senior,high jump,32,F,1
1.95,Ruth BEITIA,1979-04-01,ESP,Madrid (ESP) (i),2005-02-19,senior,high jump,25,F,1
1.95,Marta MENDÍA,1975-05-18,ESP,"Palacio de Deportes, Madrid (ESP) (i)",2005-03-05,senior,high jump,29,F,1
1.95,Chaunte LOWE,1984-01-12,USA,"Tallahassee, FL (USA)",2005-04-23,senior,high jump,21,F,0
1.95,Chaunte LOWE,1984-01-12,USA,"Atlanta, GA (USA)",2005-05-14,senior,high jump,21,F,0
1.95,Tatyana EFIMENKO,1981-01-02,KGZ,Bishkek (KGZ),2005-05-28,senior,high jump,24,F,0
1.95,Erin ALDRICH,1977-12-27,USA,"Eugene, OR (USA)",2005-06-04,senior,high jump,27,F,0
1.95,Ruth BEITIA,1979-04-01,ESP,Castellón (ESP),2005-06-11,senior,high jump,26,F,0
1.95,Venelina VENEVA-MATEEVA,1974-06-13,BUL,Plovdiv (BUL),2005-06-12,senior,high jump,30,F,0
1.95,Emma GREEN,1984-12-08,SWE,Borås (SWE),2005-06-21,senior,high jump,20,F,0
1.95,Melanie SKOTNIK,1982-11-08,FRA,Strasbourg (FRA),2005-06-23,senior,high jump,22,F,0
1.95,Irina MIKHALCHENKO,1972-01-20,UKR,Bühl (GER),2005-06-24,senior,high jump,33,F,0
1.95,Yekaterina SAVCHENKO,1977-06-03,RUS,Kazan (RUS),2005-06-25,senior,high jump,28,F,0
1.95,Ruth BEITIA,1979-04-01,ESP,Almería (ESP),2005-07-02,senior,high jump,26,F,0
1.95,Melanie SKOTNIK,1982-11-08,FRA,Almería (ESP),2005-07-02,senior,high jump,22,F,0
1.95,Vita PALAMAR,1977-10-12,UKR,Kyiv (UKR),2005-07-02,senior,high jump,27,F,0
1.95,Viktoriya SERYOGINA,1973-05-22,RUS,Düdelingen (LUX),2005-07-03,senior,high jump,32,F,0
1.95,Venelina VENEVA-MATEEVA,1974-06-13,BUL,Zagreb (CRO),2005-07-11,senior,high jump,31,F,0
1.95,Vita PALAMAR,1977-10-12,UKR,Zagreb (CRO),2005-07-11,senior,high jump,27,F,0
1.95,Venelina VENEVA-MATEEVA,1974-06-13,BUL,Madrid (ESP),2005-07-16,senior,high jump,31,F,0
1.95,Vita PALAMAR,1977-10-12,UKR,Madrid (ESP),2005-07-16,senior,high jump,27,F,0
1.95,Oana MUŞUNOI-PANTELIMON,1972-09-17,ROU,Madrid (ESP),2005-07-16,senior,high jump,32,F,0
1.95,Kajsa BERGQVIST,1976-10-12,SWE,Stockholm (SWE),2005-07-26,senior,high jump,28,F,0
1.95,Blanka VLAŠIĆ,1983-11-08,CRO,Zagreb (CRO),2005-07-30,senior,high jump,21,F,0
1.95,Kajsa BERGQVIST,1976-10-12,SWE,Malmö (SWE),2005-08-16,senior,high jump,28,F,0
1.95,Ruth BEITIA,1979-04-01,ESP,Malmö (SWE),2005-08-16,senior,high jump,26,F,0
1.95,Anna CHICHEROVA,1982-07-22,RUS,Moskva (RUS) (i),2006-01-25,senior,high jump,23,F,1
1.95,Chaunte LOWE,1984-01-12,USA,"Boston, MA (USA) (i)",2006-01-28,senior,high jump,22,F,1
1.95,Blanka VLAŠIĆ,1983-11-08,CRO,Stockholm (SWE) (i),2006-02-02,senior,high jump,22,F,1
1.95,Tatyana EFIMENKO,1981-01-02,KGZ,Stockholm (SWE) (i),2006-02-02,senior,high jump,25,F,1
1.95,Romana DUBNOVÁ,1978-11-04,CZE,Bucureşti (ROU) (i),2006-02-05,senior,high jump,27,F,1
1.95,Barbora LALÁKOVÁ,1981-05-02,CZE,Bucureşti (ROU) (i),2006-02-05,senior,high jump,24,F,1
1.95,Amy ACUFF,1975-07-14,USA,"Fayetteville, AR (USA) (i)",2006-02-10,senior,high jump,30,F,1
1.95,Ruth BEITIA,1979-04-01,ESP,"Velódromo Luis Puig, Valencia (ESP) (i)",2006-02-11,senior,high jump,26,F,1
1.95,Vita STYOPINA,1976-02-21,UKR,"Velódromo Luis Puig, Valencia (ESP) (i)",2006-02-11,senior,high jump,29,F,1
1.95,Anna CHICHEROVA,1982-07-22,RUS,Moskva (RUS) (i),2006-02-18,senior,high jump,23,F,1
1.95,Yekaterina SAVCHENKO,1977-06-03,RUS,Moskva (RUS) (i),2006-02-18,senior,high jump,28,F,1
1.95,Ruth BEITIA,1979-04-01,ESP,Valladolid (ESP) (i),2006-02-18,senior,high jump,26,F,1
1.95,Irina MIKHALCHENKO,1972-01-20,UKR,Sumy (UKR) (i),2006-02-23,senior,high jump,34,F,1
1.95,Chaunte LOWE,1984-01-12,USA,"Boston, MA (USA) (i)",2006-02-25,senior,high jump,22,F,1
1.95,Amy ACUFF,1975-07-14,USA,"Walnut, CA (USA)",2006-04-15,senior,high jump,30,F,0
1.95,Ruth BEITIA,1979-04-01,ESP,Fuenlabrada (ESP),2006-05-06,senior,high jump,27,F,0
1.95,Yekaterina SAVCHENKO,1977-06-03,RUS,Tula (RUS),2006-06-14,senior,high jump,29,F,0
1.95,Anna CHICHEROVA,1982-07-22,RUS,Tula (RUS),2006-06-14,senior,high jump,23,F,0
1.95,Yelena SLESARENKO,1982-02-28,RUS,"Meteor, Zhukovskiy (RUS)",2006-06-24,senior,high jump,24,F,0
1.95,Ruth BEITIA,1979-04-01,ESP,"Estadio Ciudad de Málaga, Málaga (ESP)",2006-06-29,senior,high jump,27,F,0
1.95,Tatyana EFIMENKO,1981-01-02,KGZ,Cuxhaven (GER),2006-07-07,senior,high jump,25,F,0
1.95,Marina AITOVA,1982-09-13,KAZ,Almaty (KAZ),2006-07-08,senior,high jump,23,F,0
1.95,Anna CHICHEROVA,1982-07-22,RUS,Tula (RUS),2006-07-16,senior,high jump,23,F,0
1.95,Ruth BEITIA,1979-04-01,ESP,Madrid (ESP),2006-07-17,senior,high jump,27,F,0
1.95,Irina MIKHALCHENKO,1972-01-20,UKR,Kyiv (UKR),2006-07-21,senior,high jump,34,F,0
1.95,Irina MIKHALCHENKO,1972-01-20,UKR,"Ullevi Stadium, Göteborg (SWE)",2006-08-11,senior,high jump,34,F,0
1.95,Anna CHICHEROVA,1982-07-22,RUS,"Ullevi Stadium, Göteborg (SWE)",2006-08-11,senior,high jump,24,F,0
1.95,Yekaterina SAVCHENKO,1977-06-03,RUS,"Ullevi Stadium, Göteborg (SWE)",2006-08-11,senior,high jump,29,F,0
1.95,Yelena SLESARENKO,1982-02-28,RUS,Eberstadt (GER),2006-08-20,senior,high jump,24,F,0
1.95,Yekaterina SAVCHENKO,1977-06-03,RUS,Birmingham (GBR),2006-08-20,senior,high jump,29,F,0
1.95,Kajsa BERGQVIST,1976-10-12,SWE,Glasgow (GBR) (i),2007-01-27,senior,high jump,30,F,1
1.95,Melanie SKOTNIK,1982-11-08,FRA,Bruxelles (BEL) (i),2007-01-27,senior,high jump,24,F,1
1.95,Kajsa BERGQVIST,1976-10-12,SWE,Göteborg (SWE) (i),2007-01-31,senior,high jump,30,F,1
1.95,Yelena SLESARENKO,1982-02-28,RUS,Göteborg (SWE) (i),2007-01-31,senior,high jump,24,F,1
1.95,Kajsa BERGQVIST,1976-10-12,SWE,Arnstadt (GER) (i),2007-02-03,senior,high jump,30,F,1
1.95,Blanka VLAŠIĆ,1983-11-08,CRO,Arnstadt (GER) (i),2007-02-03,senior,high jump,23,F,1
1.95,Yelena SLESARENKO,1982-02-28,RUS,Arnstadt (GER) (i),2007-02-03,senior,high jump,24,F,1
1.95,Nicole FORRESTER,1976-11-17,CAN,Arnstadt (GER) (i),2007-02-03,senior,high jump,30,F,1
1.95,Yelena SLESARENKO,1982-02-28,RUS,Weinheim (GER) (i),2007-02-07,senior,high jump,24,F,1
1.95,Oana PANTELIMON,1972-09-17,ROU,Bucureşti (ROU) (i),2007-02-09,senior,high jump,34,F,1
1.95,Ruth BEITIA,1979-04-01,ESP,"Velódromo Luis Puig, Valencia (ESP) (i)",2007-02-10,senior,high jump,27,F,1
1.95,Iryna KOVALENKO,1986-06-17,UKR,Sumy (UKR) (i),2007-02-12,senior,high jump,20,F,1
1.95,Antonietta DI MARTINO,1978-06-01,ITA,Ancona (ITA) (i),2007-02-18,senior,high jump,28,F,1
1.95,Blanka VLAŠIĆ,1983-11-08,CRO,Stockholm (SWE) (i),2007-02-20,senior,high jump,23,F,1
1.95,Tia HELLEBAUT,1978-02-16,BEL,Stockholm (SWE) (i),2007-02-20,senior,high jump,29,F,1
1.95,Maria Romary RIFKA,1970-12-23,MEX,Ciudad de México (MEX),2007-03-31,senior,high jump,36,F,0
1.95,Jessica ENNIS-HILL,1986-01-28,GBR,"Stadio Tre Stelle, Desenzano del Garda (ITA)",2007-05-05,senior,high jump,21,F,0
1.95,Iva STRAKOVÁ,1980-08-04,CZE,Kladno (CZE),2007-06-02,senior,high jump,26,F,0
1.95,Vita PALAMAR,1977-10-12,UKR,Torino (ITA),2007-06-08,senior,high jump,29,F,0
1.95,Nicole FORRESTER,1976-11-17,CAN,Villeneuve d'Ascq (FRA),2007-06-08,senior,high jump,30,F,0
1.95,Barbora LALÁKOVÁ,1981-05-02,CZE,Cottbus (GER),2007-06-20,senior,high jump,26,F,0
1.95,Melanie SKOTNIK,1982-11-08,FRA,"Olympiastadion, München (GER)",2007-06-24,senior,high jump,24,F,0
1.95,Ruth BEITIA,1979-04-01,ESP,Rivas (ESP),2007-06-29,senior,high jump,28,F,0
1.95,Vita PALAMAR,1977-10-12,UKR,Donetsk (UKR),2007-07-04,senior,high jump,29,F,0
1.95,Antonietta DI MARTINO,1978-06-01,ITA,"Stadio Olimpico, Roma (ITA)",2007-07-13,senior,high jump,29,F,0
1.95,Amy ACUFF,1975-07-14,USA,"Stadio Olimpico, Roma (ITA)",2007-07-13,senior,high jump,31,F,0
1.95,Emma GREEN,1984-12-08,SWE,"Stadio Olimpico, Roma (ITA)",2007-07-13,senior,high jump,22,F,0
