Mark,Competitor,DOB,Nat,Venue,Date,Age_category,Event,Age,Gender,is_indoor
2.27,Tom SMITH,1967-07-10,USA,Downsview (USA),1985-05-04,senior,high jump,17,M,0
2.27,Andreas SAM,1960-02-05,GDR,Birmingham (GBR),1985-07-06,senior,high jump,25,M,0
2.27,Marcello FURLANI,1963-07-09,ITA,Roma (ITA),1985-10-12,senior,high jump,22,M,0
2.27,Satoru NONAKA,1963-09-05,JPN,Tottori (JPN),1985-10-24,senior,high jump,22,M,0
2.27,Tom MCCANTS,1962-11-27,USA,"Bloomington, IN (USA) (i)",1986-02-01,senior,high jump,23,M,1
2.27,Jindřich VONDRA,1957-04-15,TCH,Praha (TCH) (i),1986-02-13,senior,high jump,28,M,1
2.27,Lee BALKIN,1961-06-07,USA,Berlin (GER) (i),1986-02-14,senior,high jump,24,M,1
2.27,Dothel EDWARDS,1966-09-09,USA,"Gainesville, FL (USA) (i)",1986-02-16,senior,high jump,19,M,1
2.27,James LOTT,1965-10-13,USA,"Austin, TX (USA)",1986-05-03,senior,high jump,20,M,0
2.27,Novica ČANOVIĆ,1961-11-29,YUG,Lisboa (POR),1986-05-31,senior,high jump,24,M,0
2.27,Bernhard BENSCH,1964-09-22,FRG,Eberstadt (GER),1986-06-15,senior,high jump,21,M,0
2.27,Andrey MOROZOV,1960-06-14,URS,Moskva (URS),1986-08-10,senior,high jump,26,M,0
2.27,Yunpeng LIU,1962-10-24,CHN,Seoul (KOR),1986-10-04,senior,high jump,23,M,0
2.27,Gerd WESSIG,1959-07-16,GDR,Berlin (GER) (i),1987-01-24,senior,high jump,27,M,1
2.27,Dennis LEWIS,1959-03-20,USA,"Ann Arbor, MI (USA) (i)",1987-01-24,senior,high jump,27,M,1
2.27,Robert RUFFINI,1967-01-26,TCH,Budapest (HUN) (i),1987-01-31,senior,high jump,20,M,1
2.27,Matthias GREBENSTEIN,1964-01-12,GDR,Senftenberg (GER) (i),1987-02-07,senior,high jump,23,M,1
2.27,Jacek WSZOLA,1956-12-30,POL,Zabrze (POL) (i),1987-02-08,senior,high jump,30,M,1
2.27,James HOWARD,1959-09-11,USA,"East Rutherford, NJ (USA) (i)",1987-02-14,senior,high jump,27,M,1
2.27,Brian WHITEHEAD,1962-02-24,USA,"East Rutherford, NJ (USA) (i)",1987-02-14,senior,high jump,24,M,1
2.27,Rudolf POVARNITSYN,1962-06-13,URS,Moskva (URS) (i),1987-02-14,senior,high jump,24,M,1
2.27,Andre SCHNEIDER-LAUB,1958-08-12,FRG,"Arena Stade Couvert, Liévin (FRA) (i)",1987-02-21,senior,high jump,28,M,1
2.27,Dalton GRANT,1966-04-08,GBR,"Arena Stade Couvert, Liévin (FRA) (i)",1987-02-21,senior,high jump,20,M,1
2.27,Gerd NAGEL,1957-10-22,FRG,Berlin (GER) (i),1987-02-27,senior,high jump,29,M,1
2.27,Andre SCHNEIDER-LAUB,1958-08-12,FRG,Berlin (GER) (i),1987-02-27,senior,high jump,28,M,1
2.27,Lee BALKIN,1961-06-07,USA,"Azusa, CA (USA)",1987-03-28,senior,high jump,25,M,0
2.27,Tom SMITH,1967-07-10,USA,"Des Moines, IA (USA)",1987-04-24,senior,high jump,19,M,0
2.27,Sergey SEREBRYANSKIY,1962-12-14,URS,Dnepropetrovsk (URS),1987-05-13,senior,high jump,24,M,0
2.27,Tom MCCANTS,1962-11-27,USA,Madrid (ESP),1987-06-04,senior,high jump,24,M,0
2.27,Roland DALHÄUSER,1958-06-12,SUI,Eberstadt (GER),1987-06-07,senior,high jump,28,M,0
2.27,Tom MCCANTS,1962-11-27,USA,Eberstadt (GER),1987-06-07,senior,high jump,24,M,0
2.27,Ján ZVARA,1963-02-12,TCH,Eberstadt (GER),1987-06-07,senior,high jump,24,M,0
2.27,Carlo THRÄNHARDT,1957-07-05,FRG,Fürth (GER),1987-06-14,senior,high jump,29,M,0
2.27,Dietmar MÖGENBURG,1961-08-15,FRG,Fürth (GER),1987-06-14,senior,high jump,25,M,0
2.27,Robert MARINOV,1967-02-01,BUL,Warszawa (POL),1987-06-17,senior,high jump,20,M,0
2.27,Sergey MALCHENKO,1963-11-02,URS,Karl Marx Stadt (GDR),1987-06-20,senior,high jump,23,M,0
2.27,Kosmas MIHALOPOULOS,1966-03-06,GRE,Athina (GRE),1987-06-27,senior,high jump,21,M,0
2.27,Hollis CONWAY,1967-01-08,USA,Rhede (GER),1987-07-03,senior,high jump,20,M,0
2.27,Igor PAKLIN,1963-06-15,URS,Mantova (ITA),1987-07-04,senior,high jump,24,M,0
2.27,Matthias GREBENSTEIN,1964-01-12,GDR,Potsdam (GDR),1987-07-07,senior,high jump,23,M,0
2.27,Gerd WESSIG,1959-07-16,GDR,Potsdam (GDR),1987-07-07,senior,high jump,27,M,0
2.27,Sergey MALCHENKO,1963-11-02,URS,Bryansk (URS),1987-07-18,senior,high jump,23,M,0
2.27,Rudolf POVARNITSYN,1962-06-13,URS,Zagreb (CRO),1987-07-19,senior,high jump,25,M,0
2.27,Jianhua ZHU,1963-05-29,CHN,Zagreb (CRO),1987-07-19,senior,high jump,24,M,0
2.27,Jean-Charles GICQUEL,1967-02-24,FRA,Toulouse (FRA),1987-07-24,senior,high jump,20,M,0
2.27,Arturo ORTIZ,1966-09-18,ESP,Madrid (ESP),1987-07-26,senior,high jump,20,M,0
2.27,Gerd WESSIG,1959-07-16,GDR,Leipzig (GER),1987-07-29,senior,high jump,28,M,0
2.27,Sergey ZASIMOVICH,1962-09-06,URS,Chelyabinsk (URS),1987-07-30,senior,high jump,24,M,0
2.27,Andrey MOROZOV,1960-06-14,URS,Krasnodar (URS),1987-08-15,senior,high jump,27,M,0
2.27,Yuriy GOTOVSKIY,1961-05-31,URS,Krasnodar (URS),1987-08-15,senior,high jump,26,M,0
2.27,Matthias GREBENSTEIN,1964-01-12,GDR,Potsdam (GDR),1987-08-22,senior,high jump,23,M,0
2.27,Gerd WESSIG,1959-07-16,GDR,Potsdam (GDR),1987-08-22,senior,high jump,28,M,0
2.27,Sergey MALCHENKO,1963-11-02,URS,"Stadio Olimpico, Roma (ITA)",1987-09-05,senior,high jump,23,M,0
2.27,Patrik SJÖBERG,1965-01-05,SWE,"Stadio Olimpico, Roma (ITA)",1987-09-05,senior,high jump,22,M,0
2.27,Tom MCCANTS,1962-11-27,USA,"Stadio Olimpico, Roma (ITA)",1987-09-05,senior,high jump,24,M,0
2.27,Ján ZVARA,1963-02-12,TCH,"Stadio Olimpico, Roma (ITA)",1987-09-05,senior,high jump,24,M,0
2.27,Carlo THRÄNHARDT,1957-07-05,FRG,"Stadio Olimpico, Roma (ITA)",1987-09-05,senior,high jump,30,M,0
2.27,Arturo ORTIZ,1966-09-18,ESP,"Stadio Olimpico, Roma (ITA)",1987-09-05,senior,high jump,20,M,0
2.27,Javier SOTOMAYOR,1967-10-13,CUB,"Stadio Olimpico, Roma (ITA)",1987-09-05,senior,high jump,19,M,0
2.27,Geoffrey PARSONS,1964-08-14,GBR,"Stadio Olimpico, Roma (ITA)",1987-09-05,senior,high jump,23,M,0
2.27,Igor PAKLIN,1963-06-15,URS,"Stadio Olimpico, Roma (ITA)",1987-09-05,senior,high jump,24,M,0
2.27,Sorin MATEI,1963-07-06,ROU,"Stadio Olimpico, Roma (ITA)",1987-09-05,senior,high jump,24,M,0
2.27,Robert MARINOV,1967-02-01,BUL,"Stadio Olimpico, Roma (ITA)",1987-09-05,senior,high jump,20,M,0
2.27,Gennadiy AVDEYENKO,1963-11-04,URS,"Stadio Olimpico, Roma (ITA)",1987-09-05,senior,high jump,23,M,0
2.27,Krzysztof KRAWCZYK,1962-01-28,POL,"Stadio Olimpico, Roma (ITA)",1987-09-05,senior,high jump,25,M,0
2.27,Gerd NAGEL,1957-10-22,FRG,"Stadio Olimpico, Roma (ITA)",1987-09-05,senior,high jump,29,M,0
2.27,Clarence Nicholas SAUNDERS,1963-09-14,BER,"Stadio Olimpico, Roma (ITA)",1987-09-05,senior,high jump,23,M,0
2.27,Dietmar MÖGENBURG,1961-08-15,FRG,"Stadio Olimpico, Roma (ITA)",1987-09-05,senior,high jump,26,M,0
2.27,Grigoriy FYODORKOV,1964-11-09,URS,Zhytomyr (URS),1987-09-10,senior,high jump,22,M,0
2.27,Artur PARTYKA,1969-07-25,POL,Łódź (POL) (i),1988-01-17,senior,high jump,18,M,1
2.27,Geoffrey PARSONS,1964-08-14,GBR,Cosford (GBR) (i),1988-01-23,senior,high jump,23,M,1
2.27,Juan Francisco CENTELLES,1961-01-26,CUB,Praha (TCH) (i),1988-01-29,senior,high jump,27,M,1
2.27,Igor PAKLIN,1963-06-15,URS,"East Rutherford, NJ (USA) (i)",1988-02-13,senior,high jump,24,M,1
2.27,Clarence Nicholas SAUNDERS,1963-09-14,BER,Liévin (FRA) (i),1988-02-14,senior,high jump,24,M,1
2.27,Andrey MOROZOV,1960-06-14,URS,Moskva (URS) (i),1988-02-20,senior,high jump,27,M,1
2.27,Robert RUFFINI,1967-01-26,TCH,Pireaus (GRE) (i),1988-02-20,senior,high jump,21,M,1
2.27,Javier SOTOMAYOR,1967-10-13,CUB,La Habana (CUB),1988-02-25,senior,high jump,20,M,0
2.27,Robert RUFFINI,1967-01-26,TCH,"Budapest Sportcsarnok, Budapest (HUN) (i)",1988-03-05,senior,high jump,21,M,1
2.27,Georgi DAKOV,1967-10-21,BUL,"Budapest Sportcsarnok, Budapest (HUN) (i)",1988-03-05,senior,high jump,20,M,1
2.27,Daniele PAGANI,1966-06-11,ITA,"Budapest Sportcsarnok, Budapest (HUN) (i)",1988-03-05,senior,high jump,21,M,1
2.27,Tom SMITH,1967-07-10,USA,"Normal, IL (USA)",1988-04-01,senior,high jump,20,M,0
2.27,Troy KEMP,1966-06-18,BAH,"Fresno, CA (USA)",1988-04-09,senior,high jump,21,M,0
2.27,Brian STANTON,1961-02-19,USA,"Walnut, CA (USA)",1988-04-24,senior,high jump,27,M,0
2.27,James LOTT,1965-10-13,USA,"Walnut, CA (USA)",1988-04-24,senior,high jump,22,M,0
2.27,James HOWARD,1959-09-11,USA,"Austin, TX (USA)",1988-05-06,senior,high jump,28,M,0
2.27,Troy KEMP,1966-06-18,BAH,"Modesto, CA (USA)",1988-05-07,senior,high jump,21,M,0
2.27,Robert RUFFINI,1967-01-26,TCH,Banská Bystrica (TCH),1988-05-28,senior,high jump,21,M,0
2.27,Gerd WESSIG,1959-07-16,GDR,Jena (GDR),1988-06-03,senior,high jump,28,M,0
2.27,Vladimir KORNIENKO,1966-01-28,URS,Riga (LAT),1988-06-05,senior,high jump,22,M,0
2.27,James HOWARD,1959-09-11,USA,Paris-St-Denis (FRA),1988-06-07,senior,high jump,28,M,0
2.27,Gerd WESSIG,1959-07-16,GDR,Düsseldorf (GER),1988-06-19,senior,high jump,28,M,0
2.27,Jacek WSZOLA,1956-12-30,POL,Eberstadt (GER),1988-06-26,senior,high jump,31,M,0
2.27,Gerd WESSIG,1959-07-16,GDR,Berlin (GER),1988-06-29,senior,high jump,28,M,0
2.27,Georgi DAKOV,1967-10-21,BUL,Berlin (GER),1988-06-29,senior,high jump,20,M,0
2.27,James HOWARD,1959-09-11,USA,Edinburgh (GBR),1988-07-29,senior,high jump,28,M,0
2.27,Hollis CONWAY,1967-01-08,USA,Edinburgh (GBR),1988-07-29,senior,high jump,21,M,0
2.27,Dalton GRANT,1966-04-08,GBR,Edinburgh (GBR),1988-07-29,senior,high jump,22,M,0
2.27,Marcello BENVENUTI,1964-04-26,ITA,Viareggio (ITA),1988-08-03,senior,high jump,24,M,0
2.27,Dalton GRANT,1966-04-08,GBR,Gateshead (GBR),1988-08-14,senior,high jump,22,M,0
2.27,Vladimir KORNIENKO,1966-01-28,URS,Kiev (URS),1988-08-15,senior,high jump,22,M,0
2.27,Sorin MATEI,1963-07-06,ROU,Bruxelles (BEL),1988-08-19,senior,high jump,25,M,0
2.27,Jacek WSZOLA,1956-12-30,POL,Bruxelles (BEL),1988-08-19,senior,high jump,31,M,0
2.27,Dalton GRANT,1966-04-08,GBR,Bruxelles (BEL),1988-08-19,senior,high jump,22,M,0
2.27,Gennadiy AVDEYENKO,1963-11-04,URS,Bruxelles (BEL),1988-08-19,senior,high jump,24,M,0
2.27,Robert RUFFINI,1967-01-26,TCH,Bern (SUI),1988-08-23,senior,high jump,21,M,0
2.27,Rudolf POVARNITSYN,1962-06-13,URS,Berlin (GER),1988-08-26,senior,high jump,26,M,0
2.27,Robert RUFFINI,1967-01-26,TCH,Berlin (GER),1988-08-26,senior,high jump,21,M,0
2.27,Christian SCHENK,1965-02-09,GDR,"Olympic Stadium, Seoul (KOR)",1988-09-28,senior,high jump,23,M,0
2.27,Brian STANTON,1961-02-19,USA,"Jonesboro, AR (USA) (i)",1989-01-13,senior,high jump,27,M,1
2.27,Brian BROWN,1967-01-09,USA,"Jonesboro, AR (USA) (i)",1989-01-13,senior,high jump,22,M,1
2.27,Hollis CONWAY,1967-01-08,USA,Hamilton (CAN) (i),1989-01-13,senior,high jump,22,M,1
2.27,Ralf SONN,1967-01-17,FRG,Wuppertal (GER) (i),1989-01-27,senior,high jump,22,M,1
2.27,Hollis CONWAY,1967-01-08,USA,Wuppertal (GER) (i),1989-01-27,senior,high jump,22,M,1
2.27,Gerd NAGEL,1957-10-22,FRG,Wuppertal (GER) (i),1989-01-27,senior,high jump,31,M,1
2.27,Jean-Charles GICQUEL,1967-02-24,FRA,Paris (FRA) (i),1989-01-29,senior,high jump,21,M,1
2.27,Gennadiy AVDEYENKO,1963-11-04,URS,"New York, NY (USA) (i)",1989-02-03,senior,high jump,25,M,1
2.27,Carlo THRÄNHARDT,1957-07-05,FRG,Stuttgart (GER) (i),1989-02-04,senior,high jump,31,M,1
2.27,Dominique HERNANDEZ,1960-08-01,FRA,Liévin (FRA) (i),1989-02-05,senior,high jump,28,M,1
2.27,Ralf SONN,1967-01-17,FRG,"Sporthal Houtrust, Den Haag (NED) (i)",1989-02-19,senior,high jump,22,M,1
2.27,Sorin MATEI,1963-07-06,ROU,"Sporthal Houtrust, Den Haag (NED) (i)",1989-02-19,senior,high jump,25,M,1
2.27,Robert RUFFINI,1967-01-26,TCH,Berlin (GER) (i),1989-02-24,senior,high jump,22,M,1
2.27,Clarence Nicholas SAUNDERS,1963-09-14,BER,Berlin (GER) (i),1989-02-24,senior,high jump,25,M,1
2.27,Gerd NAGEL,1957-10-22,FRG,Berlin (GER) (i),1989-02-24,senior,high jump,31,M,1
2.27,Gennadiy AVDEYENKO,1963-11-04,URS,Berlin (GER) (i),1989-02-24,senior,high jump,25,M,1
2.27,Krzysztof KRAWCZYK,1962-01-28,POL,Berlin (GER) (i),1989-02-24,senior,high jump,27,M,1
2.27,Ralf SONN,1967-01-17,FRG,Berlin (GER) (i),1989-02-24,senior,high jump,22,M,1
2.27,Sorin MATEI,1963-07-06,ROU,Berlin (GER) (i),1989-02-24,senior,high jump,25,M,1
2.27,Gerd WESSIG,1959-07-16,GDR,Wien (AUT) (i),1989-02-25,senior,high jump,29,M,1
2.27,Charles AUSTIN,1967-12-19,USA,"Monroe, NC (USA) (i)",1989-02-25,senior,high jump,21,M,1
2.27,Brian STANTON,1961-02-19,USA,"Pomona, CA (USA)",1989-03-18,senior,high jump,28,M,0
2.27,Brian STANTON,1961-02-19,USA,"Tempe, AZ (USA)",1989-04-01,senior,high jump,28,M,0
2.27,Charles AUSTIN,1967-12-19,USA,"Austin, TX (USA)",1989-04-08,senior,high jump,21,M,0
2.27,Eddie MCGILL,1968-09-09,USA,"Austin, TX (USA)",1989-04-08,senior,high jump,20,M,0
2.27,James HOWARD,1959-09-11,USA,"Austin, TX (USA)",1989-05-06,senior,high jump,29,M,0
2.27,Charles AUSTIN,1967-12-19,USA,"Austin, TX (USA)",1989-05-06,senior,high jump,21,M,0
2.27,Ralf SONN,1967-01-17,FRG,Bensheim (FRG),1989-05-20,senior,high jump,22,M,0
2.27,Gerd NAGEL,1957-10-22,FRG,Bensheim (FRG),1989-05-20,senior,high jump,31,M,0
2.27,Charles AUSTIN,1967-12-19,USA,"Provo, UT (USA)",1989-06-03,senior,high jump,21,M,0
2.27,Jon SHELTON,1967-12-05,USA,"Provo, UT (USA)",1989-06-03,senior,high jump,21,M,0
2.27,Tom MCCANTS,1962-11-27,USA,Eberstadt (GER),1989-06-04,senior,high jump,26,M,0
2.27,Dalton GRANT,1966-04-08,GBR,Eberstadt (GER),1989-06-04,senior,high jump,23,M,0
2.27,Kevin CLEMENTS,1970-09-28,USA,"Columbus, OH (USA)",1989-06-11,senior,high jump,18,M,0
2.27,Rudolf POVARNITSYN,1962-06-13,URS,Paris-St-Denis (FRA),1989-06-23,senior,high jump,27,M,0
2.27,James HOWARD,1959-09-11,USA,Villeneuve d'Ascq (FRA),1989-06-25,senior,high jump,29,M,0
2.27,Gerd WESSIG,1959-07-16,GDR,Dresden (GER),1989-06-30,senior,high jump,29,M,0
2.27,Kosmas MIHALOPOULOS,1966-03-06,GRE,Bruxelles (BEL),1989-08-05,senior,high jump,23,M,0
2.27,Péter DEUTSCH,1968-08-19,HUN,Bruxelles (BEL),1989-08-05,senior,high jump,20,M,0
2.27,Dietmar MÖGENBURG,1961-08-15,FRG,Hamburg (GER),1989-08-13,senior,high jump,27,M,0
2.27,Ralf SONN,1967-01-17,FRG,Hamburg (GER),1989-08-13,senior,high jump,22,M,0
2.27,Gerd NAGEL,1957-10-22,FRG,Hamburg (GER),1989-08-13,senior,high jump,31,M,0
2.27,James HOWARD,1959-09-11,USA,Bern (SUI),1989-08-29,senior,high jump,29,M,0
2.27,Ralf SONN,1967-01-17,FRG,Bern (SUI),1989-08-29,senior,high jump,22,M,0
2.27,Robert RUFFINI,1967-01-26,TCH,Athina (GRE),1989-09-12,senior,high jump,22,M,0
2.27,Jean-Charles GICQUEL,1967-02-24,FRA,Avignon (FRA),1989-09-17,senior,high jump,22,M,0
2.27,David ANDERSON,1965-12-08,AUS,Perth (AUS),1989-10-28,senior,high jump,23,M,0
2.27,Zdenek KUBIŠTA,1966-12-21,TCH,Pireaus (GRE) (i),1990-02-10,senior,high jump,23,M,1
2.27,Péter DEUTSCH,1968-08-19,HUN,Budapest (HUN) (i),1990-02-24,senior,high jump,21,M,1
2.27,Georgi DAKOV,1967-10-21,BUL,"Kelvin Hall, Glasgow (GBR) (i)",1990-03-04,senior,high jump,22,M,1
2.27,Michael MIKKELSEN,1966-04-05,DEN,"Kelvin Hall, Glasgow (GBR) (i)",1990-03-04,senior,high jump,23,M,1
2.27,Brendan REILLY,1972-12-23,GBR,Southampton (GBR),1990-05-27,senior,high jump,17,M,0
2.27,Georgi DAKOV,1967-10-21,BUL,Villeneuve d'Ascq (FRA),1990-06-28,senior,high jump,22,M,0
2.27,Robert MARINOV,1967-02-01,BUL,Stara Zagora (BUL),1990-07-22,senior,high jump,23,M,0
2.27,Brian BROWN,1967-01-09,USA,Budapest (HUN),1990-08-05,senior,high jump,23,M,0
2.27,Carlo THRÄNHARDT,1957-07-05,FRG,Düsseldorf (GER),1990-08-12,senior,high jump,33,M,0
2.27,Dalton GRANT,1966-04-08,GBR,Haringey (GBR),1990-08-12,senior,high jump,24,M,0
2.27,Patrik SJÖBERG,1965-01-05,SWE,Helsinki (FIN),1990-08-18,senior,high jump,25,M,0
2.27,Steve SMITH,1973-03-29,GBR,Wuppertal (GER) (i),1991-02-01,senior,high jump,17,M,1
2.27,Stephen SMITH,1971-01-11,USA,"Cape Girardeau, MO (USA)",1991-04-06,senior,high jump,20,M,0
2.27,Normunds SIETIŅŠ,1967-07-17,URS,Murjāņi (LAT),1991-05-11,senior,high jump,23,M,0
2.27,Eric TAYLOR-PERRY,1972-02-22,USA,"Odessa, TX (USA)",1991-05-18,senior,high jump,19,M,0
2.27,Vinton BENNETT,1970-10-26,CAN,"Eugene, OR (USA)",1991-06-01,senior,high jump,20,M,0
2.27,Leo WILLIAMS,1960-04-28,USA,"Westwood, CA (USA)",1991-07-21,senior,high jump,31,M,0
2.27,Michael MIKKELSEN,1966-04-05,DEN,Århus (DEN),1991-08-01,senior,high jump,25,M,0
2.27,Sergey KLYUGIN,1974-03-24,URS,"Kaftanzoglio Stadium, Thessaloniki (GRE)",1991-08-09,senior,high jump,17,M,0
2.27,Joël VINCENT,1969-01-19,FRA,La Chaux-de-Fonds (SUI),1991-08-10,senior,high jump,22,M,0
2.27,Marino Rafael DRAKE,1967-06-18,CUB,"National Stadium, Tokyo (JPN)",1991-08-30,senior,high jump,24,M,0
2.27,Dalton GRANT,1966-04-08,GBR,"National Stadium, Tokyo (JPN)",1991-08-30,senior,high jump,25,M,0
2.27,Charles AUSTIN,1967-12-19,USA,"National Stadium, Tokyo (JPN)",1991-08-30,senior,high jump,23,M,0
2.27,Arturo ORTIZ,1966-09-18,ESP,"National Stadium, Tokyo (JPN)",1991-08-30,senior,high jump,24,M,0
2.27,Troy KEMP,1966-06-18,BAH,"National Stadium, Tokyo (JPN)",1991-08-30,senior,high jump,25,M,0
2.27,Dragutin TOPIĆ,1971-03-12,YUG,"National Stadium, Tokyo (JPN)",1991-08-30,senior,high jump,20,M,0
2.27,Rick NOJI,1967-10-22,USA,"National Stadium, Tokyo (JPN)",1991-08-30,senior,high jump,23,M,0
2.27,Rudolf POVARNITSYN,1962-06-13,URS,"National Stadium, Tokyo (JPN)",1991-08-30,senior,high jump,29,M,0
2.27,Javier SOTOMAYOR,1967-10-13,CUB,"National Stadium, Tokyo (JPN)",1991-08-30,senior,high jump,23,M,0
2.27,Igor PAKLIN,1963-06-15,URS,"National Stadium, Tokyo (JPN)",1991-08-30,senior,high jump,28,M,0
2.27,Artur PARTYKA,1969-07-25,POL,"National Stadium, Tokyo (JPN)",1991-08-30,senior,high jump,22,M,0
2.27,Hollis CONWAY,1967-01-08,USA,"National Stadium, Tokyo (JPN)",1991-08-30,senior,high jump,24,M,0
2.27,Patrik SJÖBERG,1965-01-05,SWE,"National Stadium, Tokyo (JPN)",1991-08-30,senior,high jump,26,M,0
2.27,Steinar HOEN,1971-02-08,NOR,"National Stadium, Tokyo (JPN)",1991-08-30,senior,high jump,20,M,0
2.27,Georgi DAKOV,1967-10-21,BUL,Budapest (HUN) (i),1992-02-12,senior,high jump,24,M,1
2.27,Robert MARINOV,1967-02-01,BUL,Budapest (HUN) (i),1992-02-12,senior,high jump,25,M,1
2.27,Troy KEMP,1966-06-18,BAH,Budapest (HUN) (i),1992-02-12,senior,high jump,25,M,1
2.27,Brian BROWN,1967-01-09,USA,"Tempe, AZ (USA)",1992-04-04,senior,high jump,25,M,0
2.27,James SHELTON,1971-03-18,USA,"Washington, DC (USA)",1992-04-11,senior,high jump,21,M,0
2.27,Gabe BEECHUM,1971-02-24,USA,"Walnut, CA (USA)",1992-04-18,senior,high jump,21,M,0
2.27,Neal GUIDRY,1967-04-03,USA,"Lafayette, LA (USA)",1992-04-18,senior,high jump,25,M,0
2.27,Mark REED,1965-05-22,USA,Fort-de-France (FRA),1992-04-25,senior,high jump,26,M,0
2.27,Jeff ROGERS,1967-03-31,USA,"San Francisco, CA (USA)",1992-05-02,senior,high jump,25,M,0
2.27,Jim CODY,1966-06-14,USA,"Los Angeles, CA (USA)",1992-05-23,senior,high jump,25,M,0
2.27,Mike PASCUZZO,1961-11-08,USA,"New York, NY (USA)",1992-06-06,senior,high jump,30,M,0
2.27,Mike VUKOVICH,1965-01-07,USA,"Minneapolis, MN (USA)",1992-06-10,senior,high jump,27,M,0
2.27,Marcello BENVENUTI,1964-04-26,ITA,Udine (ITA),1992-06-14,senior,high jump,28,M,0
2.27,Xavier ROBILLIARD,1967-06-13,FRA,Pau (FRA),1992-06-20,senior,high jump,25,M,0
2.27,Rolandas VERKYS,1967-03-17,LTU,Panevėžys (LTU) (i),1993-02-06,senior,high jump,25,M,1
2.27,Juha ISOLEHTO,1968-06-06,FIN,Tampere (FIN) (i),1993-03-07,senior,high jump,24,M,1
2.27,Percell GASKINS,1972-04-25,USA,"Indianapolis, IN (USA) (i)",1993-03-12,senior,high jump,20,M,1
2.27,Dalton GRANT,1966-04-08,GBR,"The Sky Dome, Toronto (CAN) (i)",1993-03-13,senior,high jump,26,M,1
2.27,Steinar HOEN,1971-02-08,NOR,"The Sky Dome, Toronto (CAN) (i)",1993-03-13,senior,high jump,22,M,1
2.27,Sorin MATEI,1963-07-06,ROU,"The Sky Dome, Toronto (CAN) (i)",1993-03-13,senior,high jump,29,M,1
2.27,Yuriy SERGIYENKO,1965-03-19,UKR,"The Sky Dome, Toronto (CAN) (i)",1993-03-13,senior,high jump,27,M,1
2.27,Monteiro HOLDER,1970-10-17,USA,"Knoxville, TN (USA)",1993-04-10,senior,high jump,22,M,0
2.27,Cameron WRIGHT,1972-11-07,USA,"Terre Haute, IN (USA)",1993-05-15,senior,high jump,20,M,0
2.27,Steinar HOEN,1971-02-08,NOR,Bruxelles (BEL),1993-06-12,senior,high jump,22,M,0
2.27,Arturo ORTIZ,1966-09-18,ESP,"Buffalo, NY (USA)",1993-07-17,senior,high jump,26,M,0
2.27,Ruslan STEPANOV,1971-09-19,UKR,"Buffalo, NY (USA)",1993-07-17,senior,high jump,21,M,0
2.27,Kristofer LAMOS,1974-01-01,GER,Weinheim (GER) (i),1994-03-18,senior,high jump,20,M,1
2.27,Steve PARKER,1972-07-04,USA,"Knoxville, TN (USA)",1994-04-09,senior,high jump,21,M,0
2.27,Dalton GRANT,1966-04-08,GBR,Málaga (ESP),1994-05-28,senior,high jump,28,M,0
2.27,Robert KOŁODZIEJCZYK,1970-08-03,POL,Kraków (POL),1994-06-30,senior,high jump,23,M,0
2.27,Hongyong BI,1974-11-16,CHN,Jinan (CHN),1994-08-20,senior,high jump,19,M,0
2.27,Takahisa YOSHIDA,1970-02-17,JPN,Hiroshima (JPN),1994-10-15,senior,high jump,24,M,0
2.27,Chris ANDERSON,1968-04-06,AUS,Melbourne (AUS),1995-02-23,senior,high jump,26,M,0
2.27,Steinar HOEN,1971-02-08,NOR,Paris-St-Denis (FRA),1995-06-01,senior,high jump,24,M,0
2.27,Dimitros KOKOTIS,1972-04-12,GRE,Chania (GRE),1995-06-04,senior,high jump,23,M,0
2.27,Hyun-Wook CHO,1970-03-15,KOR,Seoul (KOR),1995-06-17,senior,high jump,25,M,0
2.27,Tony BARTON,1969-10-17,USA,"Sacramento, CA (USA)",1995-06-18,senior,high jump,25,M,0
2.27,Rick NOJI,1967-10-22,USA,"Sacramento, CA (USA)",1995-06-18,senior,high jump,27,M,0
2.27,Charles LEFRANCOIS,1972-12-19,CAN,Montréal (CAN),1995-07-16,senior,high jump,22,M,0
2.27,Charles AUSTIN,1967-12-19,USA,"Stade Louis II, Monaco (MON)",1995-07-25,senior,high jump,27,M,0
2.27,Chris OLSSON-O'NEIL,1973-05-27,USA,"Stade Louis II, Monaco (MON)",1995-07-25,senior,high jump,22,M,0
2.27,Artur PARTYKA,1969-07-25,POL,"Stade Louis II, Monaco (MON)",1995-07-25,senior,high jump,26,M,0
2.27,Troy KEMP,1966-06-18,BAH,"Ullevi Stadium, Göteborg (SWE)",1995-08-06,senior,high jump,29,M,0
2.27,Steinar HOEN,1971-02-08,NOR,"Ullevi Stadium, Göteborg (SWE)",1995-08-06,senior,high jump,24,M,0
2.27,Jarosław KOTEWICZ,1969-03-16,POL,"Ullevi Stadium, Göteborg (SWE)",1995-08-06,senior,high jump,26,M,0
2.27,Hongyong BI,1974-11-16,CHN,"Ullevi Stadium, Göteborg (SWE)",1995-08-06,senior,high jump,20,M,0
2.27,Sorin MATEI,1963-07-06,ROU,"Ullevi Stadium, Göteborg (SWE)",1995-08-06,senior,high jump,32,M,0
